"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9239787","R01","HL","2","N","01/02/2017","01/10/2017","11/30/2017","837","R01HL102321","","PA-13-302","2R01HL102321-06","NHLBI:528311\","Non-SBIR/STTR RPGs","2017","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","BOSTON","UNITED STATES","","07","030811269","US","BRIGHAM AND WOMEN'S HOSPITAL","MA","021156110","PROJECT NARRATIVE The proposed research is relevant to public health because OSA is a major health concern that is undertreated with existing therapies. The NHLBI 2011 Sleep Disorders Research Plan states that ?studies are needed to identify clinically meaningful subtypes [of OSA], and algorithms informing the selection of optimal therapeutic strategies.? The proposed research directly addresses this important component of the NIH's mission.","7839177; ","WELLMAN, DAVID ANDREW;","BROWN, MARISHKA ","04/01/2011","11/30/2020","Acetazolamide; Address; Adherence; Airway Obstruction; Algorithms; alternative treatment; Apnea; Arousal; base; Breathing; Cardiovascular system; Combined Modality Therapy; Continuous Positive Airway Pressure; Data; Development; Devices; Disease; Effectiveness; Eszopiclone; Failure; Financial compensation; Goals; Grant; Health; Hypoglossal nerve structure; Individual; innovation; Lead; Measures; Methods; Mission; Modeling; models and simulation; National Heart, Lung, and Blood Institute; Neurocognitive; novel; Obstructive Sleep Apnea; Operative Surgical Procedures; Oral; Patients; Pharmaceutical Preparations; Pharmacological Treatment; Pharmacotherapy; Pharyngeal structure; pharynx muscle; Phenotype; Physiological; Positioning Attribute; predicting response; predictive modeling; premature; pressure; Procedures; Public Health; Recurrence; Research; research study; respiratory; response; Role; Severities; Sleep; Sleep Disorders; Splint Device; Stimulus; success; System; Techniques; Testing; Therapeutic; Time; trait; treatment strategy; Validation; Work; ","Validation of a Phenotype Model to Predict Response to Alternative OSA Treatments","102321","RIBT","Respiratory Integrative Biology and Translational Research Study Section ","","","06","297640","230671","528311",""
"9239952","R01","CA","1","N","01/09/2017","01/09/2017","12/31/2017","396","R01CA197848","SCHOOLS OF MEDICINE","PA-13-302","1R01CA197848-01A1","NCI:385491\","Non-SBIR/STTR RPGs","2017","NATIONAL CANCER INSTITUTE","","DURHAM","UNITED STATES","INTERNAL MEDICINE/MEDICINE","01","044387793","US","DUKE UNIVERSITY","NC","277054673","PROJECT NARRATIVE  Breast cancer is the most common cancer among women and the second leading cause of cancer death in women. The major cause of mortality from breast cancer is metastatic relapse, which can occur despite intensive adjuvant therapy at the time of diagnosis. Our studies will define key signals from the host tissue that allow BCCs to persist in metastatic sites, allowing us to design new, minimally toxic strategies to eradicate the source of recurrent disease.","1895443; ","SIPKINS, DOROTHY A;","AULT, GRACE S.","01/09/2017","12/31/2021","Adjuvant Chemotherapy; Adjuvant Therapy; Apoptotic; Area; Back; base; Biopsy; Blood Circulation; Blood Vessels; bone; Bone Marrow; Bone marrow biopsy; Bone Marrow Involvement; Breast Cancer Cell; Cancer Biology; cancer cell; Cancer Etiology; Cause of Death; Cell Adhesion Molecules; Cell Cycle; cell motility; Cell surface; Cells; Cessation of life; Chemosensitization; CXCR4 gene; cytokine; Cytotoxic agent; Cytotoxic Chemotherapy; Data; design; Diagnosis; Disease; E-Selectin; Environment; Flushing; Hematopoietic; Hematopoietic stem cells; Homing; Hormonal; hormone therapy; In Vitro; in vivo; in vivo imaging; Individual; inhibitor/antagonist; Integrins; Intervention; Knowledge; Laboratories; Ligands; malignant breast neoplasm; Malignant Neoplasms; Mediating; Metastatic Neoplasm to the Bone; Methods; Micrometastasis; Microscopy; Molecular; Molecular and Cellular Biology; Morphology; mortality; Movement; Mus; Neoplasm Metastasis; new therapeutic target; Organ; Pathway interactions; Patients; Peripheral; Phenotype; prevent; progenitor; Proliferating; protective effect; Recurrent disease; Relapse; Resistance; Resolution; Role; Selectins; Shelter facility; Signal Transduction; Site; Source; Staging; Staining method; Stains; stem; Stem cells; Stromal Cell-Derived Factor 1; Testing; Therapeutic; Time; Tissues; trafficking; Tropism; Woman; Work; Xenograft Model; ","Defining the Rules of Breast Cancer Cell Traffic Through Bone","197848","TME","Tumor Microenvironment Study Section ","","A1","01","248406","137085","385491",""
"9239953","R01","HD","1","N","01/11/2017","01/11/2017","12/31/2017","865","R01HD087319","SCHOOLS OF ARTS AND SCIENCES","PA-13-302","1R01HD087319-01A1","NICHD:631415\","Non-SBIR/STTR RPGs","2017","EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT","","NOTRE DAME","UNITED STATES","PSYCHOLOGY","02","824910376","US","UNIVERSITY OF NOTRE DAME","IN","465565708","Project Narrative The proposed research is relevant to public health because of the critical importance of infant attachment and early experiences to the lifetime trajectory of mental health and socio-emotional functioning. This Randomized Clinical Trial addresses major gaps in available family-wide programs that can promote healthy development that best serve infants, mothers, fathers, and inter-parental relationships in cost-effective ways. This study also systematically tests for which families the interventions are most effective and rigorously tests the theoretical processes that link changes in mother-infant, father-infant, and mother-father interactions with infant and parent outcomes.","6488666; ","BRAUNGART-RIEKER, JULIA ;","ESPOSITO, LAYLA E","01/11/2017","12/31/2021","Address; Affective; Age; Age-Months; anxiety symptoms; anxious; Area; base; Behavior; Caregivers; caregiving; Characteristics; Child; Child health care; Child Rearing; Clinical Trials Design; Communication; Communities; Competence; Conflict (Psychology); conflict resolution; cost effective; Couples; depressive symptoms; Development; early childhood; early experience; Effectiveness; Effectiveness of Interventions; Elements; Emotional; Ethnic Origin; Evaluation; experience; Exposure to; Family; Family Characteristics; Family health status; Family Relationship; family structure; Father-Child Relations; Fathers; Feedback; foster child; Goals; Home environment; improved; infancy; Infant; infant temperament; Intervention; intervention program; Link; Literature; Longitudinal Studies; Low income; Mediating; Mental Health; Modeling; Mothers; Only Child; Outcome; Parents; Pattern; Phase; Preventive Intervention; Problem behavior; Process; programs; Public Health; Randomized; Randomized Clinical Trials; Recording of previous events; Recruitment Activity; Research; Risk; Role; Sampling; Security; skills; Social Security; social skills; Stress; success; System; Temperament; Testing; therapy design; Time; Translating; virtual; Work; ","Efficacy of Family Programs for Improving Child and Family Health and Development.","087319","PDRP","Psychosocial Development, Risk and Prevention Study Section ","","A1","01","408683","222732","631415",""
"9241077","I01","VA","1","N","01/11/2017","01/01/2017","12/31/2017","999","I01CX001513","","RFA-CX-16-006","1I01CX001513-01","VA:103400\","Non-SBIR/STTR RPGs","2017","Veterans Affairs","","BOSTON","UNITED STATES","","07","034432265","US","VA BOSTON HEALTH CARE SYSTEM","MA","021304817","Over 100 million Americans report chronic pain. Veterans are disproportionately affected for multiple reasons, including injuries and post-traumatic stress disorder. Treatment for chronic pain is a priority research area for the VA. One of the most common causes of chronic pain is osteoarthritis (OA). OA is attributable to ?wear and tear,? but reasons for pain are complex. Inflammatory arthritis (IA) includes multiple severe diseases that affect 2-3% of persons and require treatment with immune-suppressive drugs to prevent joint destruction. Pain often persists despite effective treatment. Pain in arthritis results from multiple sources: inflammation, perception of pain in the joint, and interpretation of pain by the brain. Unfortunately, management of pain in arthritis remains a challenge. Low dose naltrexone is a widely used but unproven ?alternative? approach to chronic pain. It is attractive for study because it is safe and is proposed to work on all three pathways that contribute to pain. A small but high-quality clinical trial is needed to determine whether to invest in definitive studies.","1874329; ","MONACH, PAUL A;","","01/01/2017","12/31/2018","Acupuncture Therapy; Adult; Advocacy; Affect; American; Area; arthritic pain; Arthritis; Back Pain; base; Blinded; Brain; Brief Pain Inventory; Case Study; central pain; central sensitization; Chronic; chronic pain; Clinical assessments; Clinical Trials; Complex; Complex Regional Pain Syndromes; Controlled Clinical Trials; cooperative study; cost; Crohn's disease; Data; Data Reporting; Degenerative polyarthritis; Diagnosis; Disease; Dose; Double-Blind Method; Down-Regulation; effective therapy; Enrollment; Exclusion Criteria; FDA approved; fibromyalgia pain; gastrointestinal symptom; Genetic Crossing Over; Immune; improved; inclusion criteria; individual patient; Inflammation; Inflammatory; Inflammatory Arthritis; Injury; interest; Internet; joint destruction; Joints; Kidney Diseases; Label; Liver diseases; Low Back Pain; Mental disorders; Microglia; Modality; Multiple Sclerosis; Naltrexone; Narcotic Antagonists; Nociception; Non-Steroidal Anti-Inflammatory Agents; Opioid; opioid use; Oral; Outcome Measure; Pain; Pain interference; Pain management; Pathway interactions; Patient Outcomes Assessments; Patients; Perception; Peripheral; Persistent pain; Persons; Pharmaceutical Preparations; Pharmacy facility; Physical therapy; Placebo Control; placebo controlled study; Placebos; Post-Traumatic Stress Disorders; prevent; problem drinker; Process; programs; Psychotherapy; Publishing; Quality of life; Randomized; randomized trial; recidivism; Reporting; Research Priority; Rheumatoid Arthritis; Risk; Safety; Scleroderma; secondary outcome; Severities; Source; Spondylarthritis; standard of care; Surveys; treatment response; Veterans; Work; ","Low Dose Naltrexone for Chronic Pain in Osteoarthritis and Inflammatory Arthritis","001513","NURB","Neurobiology B ","","","01","","","",""
"9241168","IK2","VA","1","N","01/11/2017","01/01/2017","12/31/2017","999","IK2BX003258","","RFA-BX-16-008","1IK2BX003258-01A1","VA:197459\","OTHERS","2017","Veterans Affairs","","SEATTLE","UNITED STATES","","09","020232971","US","VA PUGET SOUND HEALTHCARE SYSTEM","WA","981081532","Blast related traumatic brain injury (blast-TBI) is the most common form of TBI in Operation Iraqi Freedom/Operation Enduring Freedom/Operation New Dawn (OIF/OEF/OND) Veterans, and has been called a ?signature injury? of these armed conflicts. While such blast overpressures (BOP) are often mild, repetitive blast exposures are common over the course of a military career and frequently results in persistent post- concussive symptoms and psychological dysfunction, leading to a significant negative impact on the Veterans' quality of life, but treatment options are limited. The aims of the current study are centered on determining a role for augmented dopamine release in blast-induced behavioral dysfunction using an established mouse model of blast-TBI. Knowledge gained will provide translational evidence for the behavioral phenotype and associated dopamine dynamics seen following blast-TBI, as well as provide the basis for which potential pharmacotherapy efficacies can be tested.","9568574; ","SCHINDLER, ABIGAIL G;","","01/01/2017","12/31/2021","Animals; Anxiety; Arm Injuries; Attention; base; Behavior; behavior measurement; Behavioral; Behavioral Assay; behavioral outcome; behavioral pharmacology; Biological Assay; Blast Cell; Brain region; career; Cell Nucleus; Cells; Clinical; Cognitive; Conflict (Psychology); Data; Data Set; Decision Making; design; Devices; Diagnosis; discounting; Disinhibition; Dopamine; Electric Stimulation; experience; Exposure to; Freedom; Functional disorder; Future; Goals; High Prevalence; Impairment; Impulse Control Disorders; Impulsivity; Injury; insight; Investigation; Knowledge; Lead; Link; Long-Term Effects; Measures; median forebrain bundle; Memory; Mental Depression; Mentors; mesolimbic system; Midbrain structure; mild traumatic brain injury; Military Personnel; mouse model; Mus; Nature; neurochemistry; neuromechanism; Neuromodulator; Neurons; neurotransmission; Nucleus Accumbens; Occupational Exposure; operation; Pharmacotherapy; Phenotype; Physiological; Play; Population; Post-Concussion Syndrome; Post-Traumatic Stress Disorders; postsynaptic; pre-clinical; pre-clinical research; preference; Presynaptic Terminals; Probability; programs; psychologic; Quality of life; Reaction Time; Recording of previous events; Reporting; Research; Research Personnel; research study; response; reward processing; Risk; Risk-Taking; Rodent Model; Role; Scanning; skills; Substance abuse problem; Symptoms; System; Techniques; Testing; therapy development; Time; trait; Translational Research; Traumatic Brain Injury; Ventral Striatum; Ventral Tegmental Area; Veterans; Work; ","Neural Mechanisms of Impulsivity and Attention Following Traumatic Brain Injury","003258","NURC","Neurobiology C ","","A1","01","","","",""
"9244182","R21","AA","1","N","01/10/2017","01/10/2017","12/31/2017","273","R21AA024771","SCHOOLS OF PUBLIC HEALTH","PA-13-263","1R21AA024771-01A1","NIAAA:187363\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM","","PROVIDENCE","UNITED STATES","PUBLIC HEALTH & PREV MEDICINE","01","001785542","US","BROWN UNIVERSITY","RI","029129002","Project Narrative This project aims to combat excessive perceived norms that contribute to high volume drinking by young adults, which adversely affects health and academic achievement. We will use campus- specific survey data to craft accurate, pro-moderation campus norms, and deliver them to first-year students using SMS text messages. This preliminary evaluation of the effects of both descriptive and injunctive norms feedback on drinking will lay the groundwork for future efforts to scale up this novel alcohol misuse prevention approach.","1967448; ","CAREY, KATE B;","RUFFIN, BEVERLY ","01/10/2017","12/31/2018","Academic achievement; Address; Adult; Affect; age group; alcohol behavior; alcohol consequences; Alcohol consumption; alcohol content; alcohol misuse prevention; alcohol related consequences; Alcohols; Aphorisms; Attention; Attitude; base; Behavior; Behavioral; Belief; Collaborations; college; college drinker; college drinking; combat; Communities; Consumption; Data; design; drinking; drinking behavior; Emergency Situation; Environment; Environmental Policy; Evaluation; expectation; Exploratory/Developmental Grant; Feedback; follow-up; Friends; Future; hazardous drinking; Health; Heavy Drinking; high risk; high risk drinking; inclusion criteria; Individual; interest; Intervention; Language; Learning; Literature; Mediation; meetings; men; Methods; mHealth; mobile computing; Modality; new technology; normative feedback; Notification; novel; novel strategies; Outcome; Participant; peer; Perception; Personal Behavior; Phase; Prevention approach; Prevention strategy; Preventive Intervention; Primary Prevention; Process Measure; programs; Public Health; Randomized; randomized trial; Recruitment Activity; Reporting; Research; Sampling; scale up; social; social norm; Source; Structure; Students; Surveys; System; Testing; Text; therapy design; Time; Translating; underage drinking; Universities; university student; Woman; Work; young adult; ","Correcting Exaggerated Drinking Norms with a Mobile Message Delivery System","024771","AA","Neuroscience Review Subcommittee ","","A1","01","118750","68613","187363",""
"9245104","R21","AA","1","N","01/10/2017","01/10/2017","12/31/2017","273","R21AA024882","","PA-14-124","1R21AA024882-01A1","NIAAA:207813\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM","","WASHINGTON","UNITED STATES","","98","143983562","US","CHILDREN'S RESEARCH INSTITUTE","DC","200102916","The loss of dendritic branches/spines is one of the pathological hallmarks observed in the cortex of human patients who experienced heavy prenatal alcohol exposure. By revealing the mechanisms for protecting neurons from such devastating impacts, this work will facilitate the development of new interventions for alcohol-initiated structural/functional abnormalities of cortical neurons that are linked to neurological or/and psychiatric conditions.  ","9631503 (contact); 9496410; ","HASHIMOTO-TORII, KAZUE  (contact); TORII, MASAAKI ;","REGUNATHAN, SOUNDAR ","01/10/2017","12/31/2018","abstracting; Actins; Acute; alcohol exposure; alcohol intervention; alcohol response; Alcohols; Animals; base; Behavior; Birth; Brain; Caspase; Cell Death; Cell Death Induction; Cells; Cerebral cortex; Cerebrum; Cilia; Cleaved cell; Data; Defense Mechanisms; Dendritic Spines; Detection; Development; Electrophysiology (science); Electroporation; endophenotype; Environment; environmental change; environmental stressor; Ethanol; experience; Fetal Alcohol Exposure; Folic Acid; FRAP1 gene; Goals; Growth Factor Receptors; hippocampal pyramidal neuron; Human; in utero; in vivo; Intervention; Knockout Mice; Label; Lead; Link; Mediating; Modeling; Molecular; molecular marker; Morphology; mouse model; Mus; Neurites; Neurologic; Neurons; neuropsychiatry; Organelles; Pathway interactions; Patients; Phenotype; Play; postnatal; postsynaptic; prenatal; prevent; Role; Sensory; Signal Transduction; Staging; Structural defect; Testing; Time; Tubulin; Vertebral column; Work; ","Roles of Primary Cilia in the Developing Cortex Exposed to Alcohol","024882","AA","Neuroscience Review Subcommittee ","","A1","01","118750","89063","207813",""
"9244943","R21","HD","1","N","01/12/2017","01/13/2017","12/31/2017","865","R21HD087795","SCHOOLS OF MEDICINE","PA-13-217","1R21HD087795-01A1","NICHD:195800\","Non-SBIR/STTR RPGs","2017","EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT","","DURHAM","UNITED STATES","PEDIATRICS","01","044387793","US","DUKE UNIVERSITY","NC","277054673","The understanding of the circuitry mechanism for autism behaviors will result in development of circuitry specific treatment for autism in humans","8260675; ","JIANG, YONG-HUI ;","KAU, ALICE S","01/13/2017","12/31/2018","Amygdaloid structure; Animal Model; Animals; autism spectrum disorder; Autistic Disorder; base; Behavior; behavior test; behavioral construct; behavioral response; Biological Neural Networks; Birds; Brain; Brain region; Cells; Complex; Cues; Development; Disease model; Dissection; Electrophysiology (science); Engineering; Etiology; Exons; Face; follow-up; FOS gene; Genes; Goals; Hippocampus (Brain); Human; Hypothalamic structure; Impairment; in vivo; Injection of therapeutic agent; innovation; Intervention; Knock-in Mouse; Knowledge; Lead; Learning; Life; Link; Manuscripts; Maps; Mediating; Methods; Modeling; Molecular; Motor; mouse model; Mus; Mutant Strains Mice; Mutate; Mutation; neural circuit; neuroimaging; Neurons; novel; Nucleus Accumbens; optogenetics; Pattern; Process; programs; Property; Proteins; receptor; relating to nervous system; Research Personnel; Sensory Process; Site; Slice; social; Social Behavior; social communication; Social Interaction; Structure; Subfamily lentivirinae; success; System; Techniques; Testing; Thalamic structure; Time; tool; Ventral Tegmental Area; Virus; Wild Type Mouse; ","A novel paradigm to dissect the function connectivity in Shank3 autism model","087795","DBD","Developmental Brain Disorders Study Section ","","A1","01","125000","70800","195800",""
"9245220","R01","AI","1","N","01/09/2017","01/10/2017","12/31/2017","855","R01AI128821","SCHOOLS OF MEDICINE","RFA-AI-16-006","1R01AI128821-01","NIAID:200000\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","NEW YORK","UNITED STATES","MICROBIOLOGY/IMMUN/VIROLOGY","13","078861598","US","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NY","100296574","Narrative Infection with avian influenza virus is an unusual challenge for the human immune system and the antibody response to these rare infections is poorly understood. Here we will analyze the polyclonal and monoclonal antibodies induced by natural infection with avian influenza viruses in humans. The obtained data will guide future vaccine design and will enhance pandemic preparedness.","11243077; ","KRAMMER, FLORIAN ;","HAUGUEL, TERESA M.","01/10/2017","12/31/2021","abstracting; Antibodies; Antibody Response; Antigens; Avian Influenza A Virus; Birds; China; Chinese People; cohort; cross reactivity; Data; Data Set; design; Development; Enzyme-Linked Immunosorbent Assay; Epidemiology; Epitopes; Exposure to; Far East; farmer; Frequencies; Future; Glycoproteins; Hemagglutinin; Human; Immune response; Immune system; Immunity; in vivo; Individual; infected B cell; Infection; Influenza A Virus, H1N1 Subtype; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H7N9 Subtype; Influenza B Virus; influenza virus strain; Influenza virus vaccine; influenzavirus; insight; Knowledge; Laboratories; Marketing; Measures; medical schools; Membrane Glycoproteins; Monoclonal Antibodies; Neuraminidase; New York; novel; pandemic disease; pandemic influenza; pandemic preparedness; polyclonal antibody; Population; Prevalence; protective efficacy; Protein Microchips; Recombinants; Reporting; response; Risk; screening; seasonal influenza; Serum; Southeastern Asia; Techniques; Universities; Vaccination; Vaccine Design; vaccine trial; Vaccines; Vendor; Virus; Zoonotic Infection; ","Antibody responses in humans after infection with avian influenza viruses","128821","ZRG1","Special Emphasis Panel ","","","01","117994","82006","200000",""
"9257592","F32","GM","1","N","12/27/2016","01/01/2017","12/31/2017","859","F32GM122186","ORGANIZED RESEARCH UNITS","PA-14-149","1F32GM122186-01","NIGMS:56694\","TRAINING, INDIVIDUAL","2017","NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES","","PRINCETON","UNITED STATES","NONE","12","002484665","US","PRINCETON UNIVERSITY","NJ","085430036","Project Narrative While recent quantitative detection methods suggest that transcriptional bursting is a general property of gene expression in a variety of organisms, the underlying cause of transcriptional bursting remains unknown. This research will study potential mechanisms underlying bursts as well as test the basis for enhancer-promoter interactions, using Drosophila embryo as a model system to monitor transcription activity in vivo. The work aims to provide more comprehensive insights on understanding the mechanism of transcriptional regulation in eukaryotes, through combination of transgenesis, live imaging of mRNAs and proteins, optogenetics, and quantitative image processing.","14464422; ","LIM, BOMYI ;","MAAS, STEFAN ","01/01/2017","12/31/2018","Affect; base; Binding; Biological Models; combinatorial; Communication; Competitive Binding; Complex; Consensus; Cultured Cells; Detection; Development; DNA Binding; DNA Polymerase II; Drosophila genus; Elements; Embryo; Enhancers; Ensure; Eukaryota; Exhibits; fly; Frequencies; Gene Expression; Gene Transfer Techniques; Genes; Genetic Transcription; Genome; Goals; Image; image processing; Imagery; imaging modality; Imaging Techniques; in vivo; insight; Label; Life; Light; Link; Mediating; Messenger RNA; Methods; Modeling; Monitor; Nature; Nucleosomes; optogenetics; Organism; Output; Phase; Plasmids; Process; promoter; Property; Proteins; quantitative imaging; Recruitment Activity; Regulation; Regulatory Element; Reporter Genes; Research; Research Project Grants; research study; RNA; Role; Series; Site; System; Testing; Transcript; transcription factor; Transcriptional Regulation; Work; ","Regulation of transcriptional bursting in the Drosophila embryo","122186","ZRG1","Special Emphasis Panel ","","","01","56694","","56694",""
