"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9172227","R01","AI","5","N","11/01/2016","11/01/2016","10/31/2017","855","R01AI085596","SCHOOLS OF MEDICINE","PA-13-302","5R01AI085596-07","NIAID:400000\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","PHILADELPHIA","UNITED STATES","PHARMACOLOGY","02","042250712","US","UNIVERSITY OF PENNSYLVANIA","PA","191046205","PUBLIC HEALTH RELEVANCE: This project uses a mouse model to study what causes and how to treat a rare human disease called dense deposit disease (DDD). Patients with DDD often develop kidney failure and vision loss and currently no treatment is available. The proposed studies will help the development of highly specific and effective drugs for these patients.","1870363; ","SONG, WENCHAO ;","NASSERI, M. FARAZ ","04/01/2010","10/31/2019","Age related macular degeneration; Alternative Complement Pathway; Animal Model; Blindness; C-terminal; cell injury; Complement; Complement 5a; Complement Activation; Complement Factor D; Complement Factor H; Complement Membrane Attack Complex; Consumption; Deposition; Development; Disease; Drusen; Electrons; End stage renal failure; Eye; glomerular basement membrane; Glomerulonephritis; Goals; Health; Host Defense; Human; human disease; Human Pathology; Immunoglobulin Deposition; Inflammation; Inflammatory; Injury; Kidney; Kidney Diseases; Kidney Failure; Light; Mediating; Membranoproliferative Glomerulonephritis; Modeling; mouse model; Mus; Mutation; Natural Immunity; neutralizing monoclonal antibodies; novel; Oligonucleotides; outcome forecast; Pathogenesis; Pathology; Pathway interactions; Patients; Pharmaceutical Preparations; Phenotype; Play; prevent; Properdin; Replacement Therapy; Retinal; Retinal Degeneration; RNA; Signal Pathway; Structure of retinal pigment epithelium; targeted treatment; Testing; Therapeutic Studies; Tissues; Vision; Work; ","Pathogenesis and therapy of dense deposit disease in a mouse model","085596","III","Innate Immunity and Inflammation Study Section ","","","07","250000","150000","400000",""
"9172236","R01","AI","5","N","10/25/2016","11/01/2016","10/31/2017","855","R01AI116575","SCHOOLS OF MEDICINE","PA-13-302","5R01AI116575-02","NIAID:309000\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","PITTSBURGH","UNITED STATES","INTERNAL MEDICINE/MEDICINE","14","004514360","US","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PA","152132303","PUBLIC HEALTH RELEVANCE: Pneumococcal disease continues to be an important public health problem, particularly in underserved minorities. This project will evaluate vaccination strategies to improve vaccination protection in this group","6986300; ","SMITH, KENNETH J;","LU, KRISTINA ","11/01/2015","10/31/2019","Address; Adult; Affordable Care Act; Age; Area; base; Centers for Disease Control and Prevention (U.S.); Cessation of life; Characteristics; Childhood; Chronic; Clinical Trials; cohort; Combined Vaccines; Comorbidity; Complex; cost; cost effectiveness; Cost Effectiveness Analysis; Data; Decision Making; Decision Modeling; disorder risk; Economics; epidemiologic data; Epidemiology; Evaluation; evidence base; Future; Health; Healthcare; Herd Immunity; high risk; improved; innovation; Insurance; Insurance Coverage; Intervention; markov model; Medical; Minority; Modeling; models and simulation; outreach; Patients; Persons; Pneumococcal conjugate vaccine; Pneumococcal Infections; Pneumococcal vaccine; Policies; Polyvalent pneumococcal vaccine; Population; prevent; programs; Public Health; Race; racial disparity; Recommendation; Regimen; Research; Resource Allocation; Resources; Risk; routine care; Serotyping; Subgroup; Techniques; theories; To specify; treatment choice; trial comparing; Uncertainty; underserved minority; uptake; Vaccinated; Vaccination; vaccination strategy; vaccine effectiveness; vaccine efficacy; Vaccines; ","Analyzing Adult Pneumococcal Vaccination Implementation in the Underserved","116575","HSOD","Health Services Organization and Delivery Study Section ","","","02","200000","109000","309000",""
"9180624","R01","ES","5","N","11/01/2016","11/01/2016","10/31/2017","113","R01ES022310","SCHOOLS OF MEDICINE","PA-11-260","5R01ES022310-05","NIEHS:590048\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","CHICAGO","UNITED STATES","NEUROLOGY","07","005436803","US","NORTHWESTERN UNIVERSITY AT CHICAGO","IL","606113152","PUBLIC HEALTH RELEVANCE: Amyotrophic lateral sclerosis (ALS) or Lou Gehrig disease is a fatal neurodegenerative disease that primarily affects mid-life and older adults. The genetic causes of ALS have been linked to mutations in several genes, but the origins of sporadic ALS remains elusive. One clue to a potential environmental link to ALS came from our studies of the genes of the enzymes known as paraoxonases that detoxify insecticides and other agents and also protect certain fat particles in blood called HDL ('good' cholesterol containing particles) and LDL (bad cholesterol containing particles) from deleterious oxidation events. Specific genetic variants in the genes of these enzymes in SALS patients are associated with disease. We began studies of these proteins in blood and cerebrospinal fluid. Paraoxonase levels are higher in the plasma of SALS patients compared to controls suggesting there are links to protein function and disease. Moreover, another HDL particle protein, ApoL1 is also elevated in the plasma of SALS patients. Thus, we will further study levels of these proteins in the blood and cerebrospinal fluid, investigate genetic variants that may confer risk of ALS, and carry out studies in cell culture and genetically modified animals to study how these proteins may contribute to ALS.","1889160; ","SIDDIQUE, TEEPU ;","MCALLISTER, KIMBERLY A","02/01/2013","10/31/2017","Affect; Age; Amyotrophic Lateral Sclerosis; Anabolism; Animals; Apolipoproteins; Archives; aryldialkylphosphatase; base; Blood; C9orf72; Cardiovascular Diseases; case control; Cell Culture Techniques; Cells; Cerebrospinal Fluid; Cholesterol; cohort; Collection; Data; Disease; DNA Resequencing; Elderly; Environment; Enzymes; Etiology; Event; Familial disease; Fatty acid glycerol esters; Functional disorder; Gender; Gene Cluster; Gene Expression; Gene Expression Regulation; Gene Targeting; Genes; Genetic; genetic association; Genetic Polymorphism; genetic variant; Genetically Engineered Mouse; Genetically Modified Animals; Genome; Genotype; Health; High Density Lipoproteins; high throughput technology; Homeostasis; Human; Inflammation; Insecticides; Laboratories; Lead; Link; Lipids; Lipoproteins; Low-Density Lipoproteins; Mass Spectrum Analysis; Measures; Mediating; Metabolic Diseases; Methodology; Methods; middle age; Mus; Mutation; Nerve Degeneration; Neuraxis; Neurodegenerative Disorders; Neurons; oxidation; oxidative damage; oxidized lipid; Pancreas; particle; Patients; Pesticides; Physiology; Plasma; Process; prospective; protein function; protein TDP-43; Proteins; Proteome; Race; response; Risk; rodent genome; Sampling; Serum; Single Nucleotide Polymorphism; Site; stressor; Superoxide Dismutase; Techniques; Testing; Time; Tissues; Training; Transgenic Model; ubiquilin; Variant; vector; Work; ","Association of ALS to gene-environment mediated changes in HDL proteins","022310","CNN","Clinical Neuroscience and Neurodegeneration Study Section ","","","05","381908","208140","590048",""
"9180625","R01","ES","5","N","10/31/2016","11/01/2016","10/31/2017","113","R01ES022163","SCHOOLS OF PUBLIC HEALTH","PAR-11-030","5R01ES022163-05","FIC:10000\NIEHS:476958\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","IOWA CITY","UNITED STATES","PUBLIC HEALTH & PREV MEDICINE","02","062761671","US","UNIVERSITY OF IOWA","IA","522463111","PUBLIC HEALTH RELEVANCE: There is a critical need to investigate the susceptibility of children and adolescents to repeated occupational and environmental exposures to pesticides, since the developing brain may be uniquely sensitive to the neurotoxic effects of these agents. Our overarching hypothesis is that the inherent plasticity of the developing adolescent brain will allow recovery from selected neurobehavioral deficits associated with short- and long- term exposures to pesticides. Three aims address this hypothesis, expand on the successful efforts begun in the R21 project, to build research skills at Menoufia University and work with the Egyptian Ministry of Agriculture to identify susceptible populations and put into place appropriate measures to reduce pesticide exposure.","8700758; ","ROHLMAN, DIANE S;","GRAY, KIMBERLY A","03/04/2013","10/31/2017","Acute; Address; Adolescent; Adult; Agricultural Workers; Agriculture; Animals; base; Behavior; Biological Markers; Blood; Brain; Child; Chlorpyrifos; Cholinesterases; Chronic; cohort; Communities; CYP2B6 gene; CYP2C19 gene; cypermethrin; Data; design; Dose; Education; Educational process of instructing; Egypt; environmental pesticide exposure; Enzymes; Epidemiologic Studies; Equipment; Exhibits; experience; Exposure to; Future; Genetic Polymorphism; Gossypium; Grant; Health; high risk; Home environment; Human; Hygiene; International; Knowledge; Learning; Life; Long-Term Effects; Longitudinal Studies; Measures; meetings; Mentors; Metabolism; neurobehavioral; Neurobehavioral Manifestations; neurobehavioral test; neurotoxic; neurotoxicity; Occupational; Occupational Exposure; Outcome; Patient Self-Report; Performance; pesticide exposure; Pesticides; Pilot Projects; Population; Predisposition; prenatal exposure; programs; pyrethroid; Randomized Controlled Trials; Reaction; Recovery; Reporting; Research; Research Institute; Seasons; skills; specific biomarkers; Symptoms; Testing; Time; Training Programs; trial design; Universities; urinary; Videoconferences; Videoconferencing; Work; Writing; ","Vulnerability of the Adolescent Brain to Organophosphorus Pesticides","022163","ZRG1","Special Emphasis Panel ","","","05","434719","52239","486958",""
"9180679","R01","AI","5","N","10/28/2016","11/01/2016","10/31/2017","855","R01AI118861","SCHOOLS OF MEDICINE","PA-13-302","5R01AI118861-02","NIAID:400000\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","PHILADELPHIA","UNITED STATES","MICROBIOLOGY/IMMUN/VIROLOGY","02","042250712","US","UNIVERSITY OF PENNSYLVANIA","PA","191046205","PUBLIC HEALTH RELEVANCE: The intracellular bacterial pathogen Legionella pneumophila is an important cause of nosocomial and community-acquired pneumonia. We propose to define the mechanisms underlying how the innate immune system successfully overcomes the ability of Legionella to disarm alveolar macrophage function. Defining these mechanisms will enable the design of new anti-bacterial therapeutics that is effective against Legionella and other intracellular bacterial pathogens.","9957208; ","SHIN, SUNNY ;","ERNST, NANCY LEWIS","11/16/2015","10/31/2020","alveolar epithelium; Alveolar Macrophages; Anti-Bacterial Agents; Antibiotic Resistance; antimicrobial; Bacterial Infections; base; cell type; Cells; chemokine; Communities; Community Hospitals; cytokine; Data; Defense Mechanisms; design; Development; Ensure; Epithelial Cells; Epithelium; Family; Future; Genetic; Health; Host Defense; Host Defense Mechanism; Immune; immune clearance; immune function; Immune response; Immune system; Immunity; improved; In Vitro; Infection; Infection Control; Inflammatory; Inflammatory Response; insight; Interleukin-1; Interleukin-1 alpha; Interleukin-1 beta; Interleukin-12; Interleukin-18; Interleukin-6; Knowledge; Legionella; Legionella pneumophila; Legionnaires' Disease; Lung; Mediating; microbial; Molecular; Morbidity - disease rate; mortality; mouse model; Mus; neutrophil; Neutrophil Infiltration; Nosocomial pneumonia; novel; novel strategies; Outcome; paracrine; pathogen; Pathway interactions; Pneumonia; Production; Protein Biosynthesis; Proteins; Publishing; receptor; release factor; Research; response; Role; Signal Transduction; Staging; Testing; Therapeutic; therapeutic vaccine; TNF gene; Toll-like receptors; Type IV Secretion System Pathway; Vaccine Design; Virulence; Virulence Factors; ","Innate immune-mediated control of pulmonary Legionella pneumophila infection","118861","HIBP","Host Interactions with Bacterial Pathogens Study Section ","","","02","250000","150000","400000",""
"9181405","R01","ES","5","N","10/27/2016","11/01/2016","10/31/2017","113","R01ES023447","SCHOOLS OF MEDICINE","PA-11-260","5R01ES023447-04","NIEHS:655063\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","BALTIMORE","UNITED STATES","PEDIATRICS","07","001910777","US","JOHNS HOPKINS UNIVERSITY","MD","212051832","PUBLIC HEALTH RELEVANCE: The project aims to determine the role of environmental control measures as add-on therapy to guidelines based controller medication titration. The study also aims to determine whether reduction in allergens, pollutants, or both are responsible for improvements in asthma control seen with environmental interventions.","6724916; ","MATSUI, ELIZABETH C.;","JOUBERT, BONNIE ","01/13/2014","10/31/2018","Address; Adrenal Cortex Hormones; Allergens; Allergic; Allergic inflammation; arm; Asthma; asthmatic; base; Biological Markers; Breathing; Canis familiaris; Child; clinical effect; cost; design; Dictyoptera; disease natural history; Dose; Environmental Exposure; environmental intervention; eosinophil; Felis catus; Guidelines; Health; Home environment; IgE; improved; indoor allergen; Indoor pollutant; Inflammatory; Influentials; inner city; Intervention; Intervention Trial; Link; mast cell; Measures; Mediating; Morbidity - disease rate; Mus; novel; Outcome; Participant; Particulate Matter; Pathway interactions; peripheral blood; Pharmaceutical Preparations; Policies; pollutant; pyroglyphid; Randomized Controlled Trials; Role; Serum; Skin Test End-Point Titration; Stratification; Symptoms; Testing; Third-Party Payer; Titrations; Treatment Step; urban children; ","Environmental Control as Add-on Therapy in Urban Children with Asthma","023447","IRAP","Infectious Diseases, Reproductive Health, Asthma and Pulmonary Conditions Study Section ","","","04","404360","250703","655063",""
"9181413","R01","ES","5","N","10/31/2016","11/01/2016","10/31/2017","113","R01ES015050","SCHOOLS OF MEDICINE","PA-12-270","5R01ES015050-12","NIEHS:324042\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","MEMPHIS","UNITED STATES","PEDIATRICS","09","941884009","US","UNIVERSITY OF TENNESSEE HEALTH SCI CTR","TN","381034903","PUBLIC HEALTH RELEVANCE:  Elevated levels of PM increase risk of infant mortality from lower respiratory tract infections such as influenza; and yet, few studies have tried to understand the mechanisms responsible for increased risk for LRTIs in this population following exposure to PM. Despite these facts, there is an urgent need for research in this area to understand the public health risks and develop therapeutic interventions. The concepts established here will have important implications for understanding mechanisms of PM-mediated airway disease and for understanding mechanisms of the epimmunome relevant to reducing morbidity and mortality associated with PM-exacerbated LRTI.","2474915; ","CORMIER, STEPHANIA ;","NADADUR, SRIKANTH ","09/01/2006","10/31/2017","Acute; adaptive immunity; Address; Affect; Age; airway epithelium; Animal Model; Area; Asthma; Cell Count; Cell physiology; Cells; Child; Childhood Asthma; Coculture Techniques; cytotoxic; Data; Dendritic cell activation; Dendritic Cells; Disease; Epidemiology; Epithelial; Epithelial Cells; Epithelium; Event; Exposure to; Figs - dietary; flu; Free Radicals; Functional disorder; Host Defense; immune function; Immune response; Immune system; infancy; Infant; Infant Mortality; Influenza; Influenza A Virus, H1N1 Subtype; injured; Injury; Interleukin-10; Knockout Mice; Link; Lower Respiratory Tract Infection; Lung; Lung diseases; Mediating; Mesenchymal; Mexico; Modeling; Molecular; Morbidity - disease rate; mortality; mouse model; Mus; Nature; Neonatal; neonatal exposure; neonate; novel; Oxidative Stress; pandemic influenza; Particulate; Particulate Matter; Pathogenesis; Penetrance; Phenotype; Play; Pollution; Population; Predisposition; Process; Production; programs; Public Health; public health relevance; Publishing; reconstitution; Regulatory T-Lymphocyte; repaired; Reporter; Research; research study; respiratory health; response; Risk; Rodent Model; Role; Severities; Severity of illness; Signal Transduction; Source; System; T cell response; Testing; Therapeutic Intervention; United States; Viral; Viral Load result; Virus Diseases; ","Combustion Generated Particulate Pollution Affects Infant Respiratory Health","015050","LIRR","Lung Injury, Repair, and Remodeling Study Section ","","","12","220184","103858","324042",""
"9181415","R01","ES","5","N","10/28/2016","11/01/2016","10/31/2017","113","R01ES019196","","PA-11-260","5R01ES019196-05","NIEHS:571809\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","OAKLAND","UNITED STATES","","13","150829349","US","KAISER FOUNDATION RESEARCH INSTITUTE","CA","946123466","PUBLIC HEALTH RELEVANCE: Bisphenol-A (BPA) production has increased in the last decade. Although animal studies demonstrate that BPA induces metabolic changes that lead to altered glucose metabolism, no prospective human studies have examined the association between BPA and gestational diabetes (GDM). To assess a potential causal association between urinary levels of BPA in pregnancy and the onset of GDM, adverse changes in biomarkers of insulin resistance and liver enzymes, the proposed study will enroll ethnically diverse pregnant women early in gestation and follow them prospectively until delivery. This study will allow for the examination of potential mediating factors and exploration of the mechanisms underlying the association between BPA exposure and GDM risk and to address an important public health concern: the potentially harmful effects of BPA on pregnancy glucose metabolism and diabetes. Findings from this study might help in developing policies for the regulation of BPA use and be translated into prevention strategies for diabetes.","2270883; ","FERRARA, ASSIAMIRA ;","THOMPSON, CLAUDIA L","11/20/2012","10/31/2017","Accounting; Address; Adipocytes; adiponectin; Adipose tissue; Age; Alcohol consumption; Animals; biobank; Biological Markers; bisphenol A; Blood; blood glucose regulation; Blood specimen; Blood Tests; Body mass index; Case-Control Studies; Childhood; Cohort Studies; Cost Measures; Diabetes Mellitus; Diet; Endocrine Disruptors; Enrollment; Enzymes; ethnic diversity; Ethnic Origin; Etiology; exposed human population; Exposure to; Family history of; fetal bisphenol-A exposure; Future; Gene Expression; Gestational Age; Gestational Diabetes; gestational weight gain; Glucose; glucose metabolism; Health; Hepatocyte; high risk; Human; Incidence; Infant; Insulin; Insulin Resistance; Lead; Link; lipid metabolism; Liver; liver function; Measurement; Measures; Mediating; Metabolic; Metabolic Marker; Mothers; Nested Case-Control Study; Non-Insulin-Dependent Diabetes Mellitus; Obesity; obesity in children; offspring; parity; Perinatal; Persons; Physical activity; Policies; Pregnancy; Pregnant Women; Prevalence; Prevention strategy; Production; Propane; prospective; Prospective Studies; Public Health; Questionnaires; Race; Regulation; Reporting; Resources; Risk; sample collection; screening; Smoking; Specimen; Translating; Triglycerides; urinary; Urine; Visit; Woman; Youth; ","Prenatal Bisphenol A Exposure and Risk of Gestational Diabetes","019196","KNOD","Kidney, Nutrition, Obesity and Diabetes ","","","05","408247","163562","571809",""
"9185317","R01","ES","5","N","10/31/2016","11/01/2016","10/31/2017","113","R01ES020868","SCHOOLS OF MEDICINE","PA-11-260","5R01ES020868-04","NIEHS:431089\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","PHILADELPHIA","UNITED STATES","PATHOLOGY","01","053284659","US","THOMAS JEFFERSON UNIVERSITY","PA","191075125","PUBLIC HEALTH RELEVANCE: Environmental exposure to arsenic causes lung cancer. The present study will investigate new mechanism of arsenic in inducing carcinogenesis through microRNAs and several proto-oncogenes. The expected novel results will be important to understand new mechanism of arsenic carcinogenesis and to help develop new therapeutic and preventive strategies in the future.","2115852; ","JIANG, BINGHUA ;","THOMPSON, CLAUDIA L","12/15/2013","10/31/2018","angiogenesis; Animal Model; Animals; Arsenic; arsenic-induced carcinogenesis; base; Binding; cancer type; carcinogenesis; cell transformation; Cells; Chronic; Development; DNA Methylation; Down-Regulation; Endothelial Cells; Environmental Exposure; Epithelial Cells; ERBB2 gene; exposed human population; Exposure to; Future; Generations; Health; Human; hypoxia inducible factor 1; IL8 gene; in vivo; Lead; Lung; Malignant neoplasm of liver; Malignant neoplasm of lung; Malignant Neoplasms; MicroRNAs; Modeling; Molecular; Molecular Biology; NADPH Oxidase; NF-kappa B; NF-Kappa B p65; novel; novel therapeutics; Oxidative Stress; paracrine; Play; Prevention; Prevention strategy; Production; protein expression; Proto-Oncogenes; Reactive Oxygen Species; receptor; Role; Signal Pathway; Signal Transduction; Signaling Molecule; Skin Cancer; T-Lymphocyte; Testing; tumor; Tumor Angiogenesis; tumor growth; Work; ","Molecular Mechanism of Arsenic Carcinogenesis","020868","RTB","Radiation Therapeutics and Biology Study Section ","","","04","282392","148697","431089",""
"9186526","K08","CA","5","N","11/03/2016","11/01/2016","10/31/2017","398","K08CA184420","SCHOOLS OF MEDICINE","PA-14-078","5K08CA184420-04","NCI:173448\","OTHER RESEARCH-RELATED","2017","NATIONAL CANCER INSTITUTE","","STANFORD","UNITED STATES","INTERNAL MEDICINE/MEDICINE","18","009214214","US","STANFORD UNIVERSITY","CA","943041222","PUBLIC HEALTH RELEVANCE: Though hematopoietic stem cell transplantation (HSCT) offers the chance of cure in otherwise lethal hematologic diseases, most patients will suffer significant treatment-related morbidity, with a subset of these patients dying of treatment-related complications. Idiopathic and infectious complications of HSCT are a major source of post-transplantation, non-relapse-associated morbidity and mortality. The proposed research seeks to identify alterations to the host microbiome and new microbial pathogens (bacteria, fungi and viruses) in post- HSCT illnesses through the use of modern genomic techniques; we have demonstrated preliminary success in this approach, having recently identified a candidate pathogen in a previously idiopathic post-HSCT colitis syndrome.","10995633; ","BHATT, AMI SIDDHARTH;","LIM, SUSAN E","11/01/2014","10/31/2017","Allogenic; Animal Model; Animals; Antibiotics; Autopsy; Award; Bacteria; base; Base Sequence; Biochemistry; Bioinformatics; Biopsy; Bradyrhizobium; Bronchiolitis Obliterans; Bronchoalveolar Lavage; Cancer Center; case control; Cells; Classification; Clinic; clinical application; cohort; Colitis; Colon; Complement; Computing Methodologies; Culture Techniques; Dana-Farber Cancer Institute; Data; deep sequencing; Disease; disorder control; DNA Sequence; Doctor of Philosophy; Environment; Etiology; evidence base; experience; Feces; Funding; fungus; Future; gastrointestinal; Generations; Genomic approach; genomic tools; Genomics; Goals; Graft-vs-Host Disease; gut microbiome; Health; Hematological Disease; Hematology; Hematopoietic Stem Cell Transplantation; Human; human tissue; Idiopathic pneumonia syndrome; In Vitro; Infection; innovation; Institutes; Institution; Intestinal Graft Versus Host Disease; Investigation; Knowledge; Laboratories; Learning; Life; Lung; medical schools; meetings; Mentors; Metagenomics; Methodology; Methods; microbial; microbiome; Molecular Biology; Morbidity - disease rate; mortality; mouse model; Nucleic Acids; Oncologist; oncology; Organism; pathogen; Pathogenicity; patient subsets; Patients; Physicians; Pneumonia; Positioning Attribute; Prevention; Process; programs; Reading; Refractory; Relapse; Research; Research Project Grants; research study; Sampling; Scientist; Series; Shotguns; Source; Specimen; Stem cell transplant; success; Syndrome; targeted treatment; Techniques; tenure track; Testing; Time; Tissues; tool; Training Activity; transcriptomics; Translating; Transplantation; Treatment-Related Cancer; Validation; Viral; Virus; Work; ","Sequence-based pathogen discovery in post-stem cell transplantation syndromes","184420","NCI","Subcommittee I - Transistion to Independence ","","","04","160600","12848","173448",""
