"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9497333","P51","OD","3","N","08/14/2017","08/15/2017","04/30/2018","310","P51OD011106","GRADUATE SCHOOLS","PAR-14-226","3P51OD011106-56S2","OD:86000\","RESEARCH CENTERS","2017","OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH","","MADISON","UNITED STATES","NONE","02","161202122","US","UNIVERSITY OF WISCONSIN-MADISON","WI","537151218","The Wisconsin National Primate Research Center (WNPRC) base operating grant supports services and resources for research addressing human health issues utilizing non-human primate (NHP) models. The WNPRC provides a rich and integrated portfolio of cutting-edge services, resources, and scientific expertise that support NHP research with high impact and direct relevance to human and animal health and disease. With ongoing additions to WNPRC infrastructure, and expansion of the Center's scientific components and collaborations, the WNPRC is poised to advance the translation of NHP research findings into new remedies for some of our society's most pressing medical problems.","1857807; ","MAILICK, MARSHA RUTH;","HILD, SHERI ANN","06/10/1997","04/30/2022","Address; animal facility; Animals; base; Biology; Biomedical Research; Collaborations; Communities; Disease; Doctor of Philosophy; Ecosystem; Funding; Grant; Health; Human; human disease; improved; Individual; International; Knowledge; Medical; Midwestern United States; Mission; Modeling; Molecular; nonhuman primate; Prevention; Primates; programs; Quality of life; Research; Research Infrastructure; Resources; Scientist; Services; Societies; Training; Translations; United States National Institutes of Health; Wisconsin; ","Wisconsin National Primate Research Center Support","011106","ZRG1","Special Emphasis Panel ","","S2","56","86000","","86000",""
"9506917","R01","GM","3","N","08/17/2017","05/01/2017","04/30/2018","859","R01GM078620","ORGANIZED RESEARCH UNITS","PA-16-287","3R01GM078620-11S1","NIGMS:57632\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES","","PISCATAWAY","UNITED STATES","NONE","06","001912864","US","RUTGERS, THE STATE UNIV OF N.J.","NJ","088543925","PUBLIC HEALTH RELEVANCE: This proposal investigates mechanisms that control organ and tissue growth. We focus on conserved intercellular signaling pathways, Dachsous-Fat and Hippo; understanding these pathways will facilitate diagnosis and treatment of diseases. Inappropriate growth during development results in organs that are incorrectly sized or shaped, causing birth defects. Controlling organ growth is also important for understanding how stem cells can be used to repair or replace damaged organs. Additionally, the inability to limit growth in mature organisms results in cancer, and inactivation of the Hippo pathway in humans is linked to many types of cancer.","1869986; ","IRVINE, KENNETH D;","GIBBS, KENNETH D","05/01/2007","04/30/2019","Affect; Binding; Biochemical; Biomechanics; Brain; Breast; cancer type; cell behavior; Cell division; Cell Proliferation; Cells; Congenital Abnormality; Development; Diagnosis; Disease; Drosophila genus; Epithelial Cells; experimental study; Fatty acid glycerol esters; Feedback; Genetic; genetic manipulation; Genetic study; Genomics; girls; Goals; Growth; Health; Human; Image; imaging genetics; imaging study; in vivo; insight; Intestines; Investigation; Joints; Kidney; Link; Liver; Lung; Malignant Neoplasms; Mammalian Cell; mathematical model; mechanical force; Mechanics; mechanotransduction; Membrane; Mitotic spindle; Molecular; morphogens; novel; Organ; organ growth; Organ Size; Organism; Organogenesis; Ovary; Pathway interactions; Pattern; Phosphotransferases; planar cell polarity; Play; polarized cell; Process; Prostate; Protein Isoforms; Proteins; public health relevance; Regenerative Medicine; Regulation; repaired; RNA interference screen; Role; Shapes; Signal Pathway; Signal Transduction; Skin; Stem cells; Tissues; ubiquitin ligase; Van Maldergem syndrome; vector; Wing; ZYX gene; ","Growth regulation by the Fat signaling pathway","078620","","","","S1","11","57632","","57632",""
"9513765","P50","AG","3","N","08/11/2017","08/15/2017","03/31/2018","866","P50AG005138","SCHOOLS OF MEDICINE","PA-16-287","3P50AG005138-33S2","NIA:251341\","RESEARCH CENTERS","2017","NATIONAL INSTITUTE ON AGING","","NEW YORK","UNITED STATES","PSYCHIATRY","13","078861598","US","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NY","100296574","PUBLIC HEALTH RELEVANCE: The Mount Sinai Alzheimer Disease Research Center (MSADRC) is committed to using innovative approaches and new technologies to understand, treat, and ultimately prevent the earliest signs of cognitive impairment due to Alzheimer's disease (AD) and other dementias. Also, the basic, translational, and clinical resources will be aligned to explore the controversial intersection between Type 2 diabetes and AD. These two conditions are common and understanding underlying the commonalities in their pathogenetic mechanisms may lead to improved treatments for one or both diseases. To date, the MSADRC has made seminal contributions to therapeutic development in AD research and the proposed work holds equally great promise for discoveries that will change the fate of those suffering from AD as well as those at risk.","6594652; ","SANO, MARY ;","SILVERBERG, NINA B.","05/01/1997","03/31/2020","Address; Adipocytes; Administrative Supplement; Affect; African American; age group; Alzheimer disease prevention; Alzheimer's Disease; angiogenesis; Animal Model; Award; Biological; Biological Markers; Brain; brain cell; career development; cell type; Cells; Cerebrovascular Disorders; Clinical; Clinical Data; Clinical Research; Clinical Trials; Cognition; Cognitive; cohort; Communities; community based participatory research; Comorbidity; Complex; cooperative study; Data; data management; Dementia; Development; Disease; Disease Resistance; disorder prevention; disorder risk; Education; Education and Outreach; Educational workshop; Elderly; eligible participant; Ensure; Environment; ethnic diversity; Evaluation; experience; Faculty; Foundations; Funding; Future; genetic analysis; Genetic Markers; Grant; Hereditary Disease; Image; Impaired cognition; Impairment; improved; Individual; induced pluripotent stem cell; industry partner; Inflammation; Inherited; innovation; Institutes; Insulin Resistance; International; Intervention; Knowledge Discovery; Latino; Lead; Location; Maps; Measures; Mentors; Methods; mild cognitive impairment; Minority Participation; Mission; Modeling; multidisciplinary; nerve stem cell; neuroimaging; neuropathology; new technology; non-demented; Non-Insulin-Dependent Diabetes Mellitus; normal aging; novel; novel strategies; Outcome; outreach; Participant; Pathology; Pharmacology; Physical Examination; Pilot Projects; Population; prevent; Prevention; programs; public health relevance; racial diversity; Recommendation; Registries; repository; Research; research and development; Research Infrastructure; Research Personnel; research study; Resources; Risk; Role; Sampling; Secure; Seminal; skills; statistics; stem cell technology; Stem cells; success; Systems Biology; therapeutic development; therapeutic target; Tracer; Training; Translating; translational study; vascular contributions; Vascular Diseases; Work; ","Administrative Supplement: Career Development in the Neuropathology of AD","005138","ZAG1","Special Emphasis Panel ","","S2","33","148284","103057","251341",""
"9516051","R44","HD","4","N","08/15/2017","08/15/2017","07/31/2018","865","R44HD088211","","PA-15-269","4R44HD088211-02","NICHD:917787\","SBIR-STTR RPGs","2017","EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT","","DURHAM","UNITED STATES","","04","079264306","US","BAEBIES, INC.","NC","277094403","Baebies is guided by a vision that every newborn deserves a healthy start, irrespective of the socio-economic status and geographic location. Point-of-birth testing has the potential to overcome slow turnaround times for time-critical conditions, including MCAD, VLCAD and galactosemia. MCAD, VLCAD and galactosemia are inborn errors of metabolism that have profound neurological and hypoglycemic effects, if not detected early. The current newborn screening (NBS) paradigm relies on bloodspot screening with a multi-day time-to-result, where the delay can be deadly in disorders where the timing and type of nourishment intake can cause significant harm. The proposed point-of-birth (POB) newborn screening platform aims for a time-to-result of 15 minutes so that prompt treatment with a corrective diet can be initiated.","10450849; ","NORTON, SCOTT MICHAEL;","KING, TRACY ","08/15/2017","07/31/2019","acyl-CoA dehydrogenase; Address; Advisory Committees; assay development; base; Bedside Testings; Biochemical; Biochemistry; Biological Assay; Birth; Blood; Blood specimen; Clinical; clinical Diagnosis; cost effective; Data; design; Development; Devices; Diagnosis; Diagnostic; Diet; digital; Disease; Elderly; enzyme activity; Family Leave; fatty acid oxidation; feeding schedule; Funding; Future; Galactosemias; Geographic Locations; Hypoglycemia; improved; improved outcome; Inborn Errors of Metabolism; Incidence; Individual; Infant; infant death; innovation; instrument; Intake; Intervention; Laboratories; Life Expectancy; Liquid substance; Long-Chain-Acyl-CoA Dehydrogenase; Metabolic; Methods; Microfluidics; Miniaturization; Missouri; Molecular Analysis; Neonatal Screening; Neurologic; Neurologic Deficit; Newborn Infant; novel; Nurseries; Outcome; Patients; Performance; Phase; Pilot Projects; point of care; Positioning Attribute; Reagent; Reference Standards; Sampling; screening; Sensitivity and Specificity; Socioeconomic Status; Spottings; Survivors; System; Technology; Testing; Time; Uncertainty; United States; Universities; Validation; Vision; Whole Blood; ","Point-of-birth newborn screening for MCAD/VLCAD and galactosemia to eliminate deadly delays for time critical conditions","088211","ZRG1","Special Emphasis Panel ","","","02","","","917787",""
"9518227","U44","NS","4","N","08/03/2017","08/15/2017","07/31/2018","853","U44NS093160","","PAR-14-292","4U44NS093160-02","NINDS:637634\","SBIR-STTR RPGs","2017","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","PITTSBURGH","UNITED STATES","","14","966839255","US","KNOPP BIOSCIENCES, LLC","PA","152031942","Epilepsy treatment remains a significant unmet medical need and health care burden worldwide with approximately 30% of patients not fully responding to current therapies. The goal of this program is to develop a biased Kv7.2/7.3 potassium channel activator to address such treatment-resistant epilepsy patients and difficult-to-treat generalized epilepsy syndromes. A small molecule compound that demonstrates broad efficacy in epilepsy patients, along with a significantly improved safety and tolerability profile compared to existing antiepileptic drugs, would be a significant addition to the existing treatments.","12474896; ","BOZIK, MICHAEL ;","LAENG, PASCAL A","08/15/2016","07/31/2020","Acute; Address; Adult; Adverse effects; Affect; Animal Model; Animals; Antiepileptic Agents; Anxiety; base; Behavior; Biological Assay; Biological Sciences; Blood Vessels; Canis familiaris; Capital; Cardiac; Cardiovascular system; care burden; Caring; Cell Line; Cells; Characteristics; chemical stability; Chemicals; Child; Chronic; clinical candidate; clinical development; Data; design; Development; Development Plans; disability; Disease; Dose; drug candidate; Drug Kinetics; drug metabolism; Enzymes; Epilepsy; Evaluation; Family; Formulation; Funding; Future; General Population; Generalized Epilepsy; Genes; genotoxicity; Goals; Health; Healthcare; Human; improved; In Vitro; in vitro activity; in vitro Assay; in vivo; Inherited; Intellectual Property; Intention; interest; Ion Channel; Lead; Link; Maximum Tolerated Dose; Medical; Membrane Potentials; Mental Depression; Metabolic; metabolic abnormality assessment; Metabolism; Modeling; Monkeys; mortality; Mutation; nervous system disorder; Neurons; next generation; novel; Oral; Patients; Performance; Pharmaceutical Preparations; Pharmacologic Substance; Pharmacotherapy; Phase; Phase I Clinical Trials; Phenotype; Phototoxicity; Play; Potassium; Potassium Channel; pre-clinical; preclinical development; preclinical study; Privatization; Program Development; programs; Property; Rattus; receptor; Recurrence; Research; Resistance; Rest; Retinal; Rodent; Safety; safety study; screening; Seizures; Skin; skin discoloration; small molecule; Smooth Muscle; Study models; success; Syndrome; System; Temporal Lobe Epilepsy; Testing; Therapeutic; Therapeutic Index; Titrations; Toxicology; United States; Voltage-Gated Potassium Channel; ","Kv7.2/7.3 Activators for the Treatment of Epilepsy Disorders","093160","ZNS1","Special Emphasis Panel ","","","02","","","637634",""
"9519529","R01","DA","7","N","08/16/2017","07/03/2017","06/30/2018","279","R01DA020892","GRADUATE SCHOOLS","PA-16-285","7R01DA020892-09","NIDA:437796\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE ON DRUG ABUSE","","NEW YORK","UNITED STATES","PUBLIC HEALTH & PREV MEDICINE","13","079683257","US","GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY","NY","100274536","PUBLIC HEALTH RELEVANCE: After substantial declines in cigarette smoking among adults in the US over the past several decades, the decline has stagnated and the prevalence of smoking has remained common at approximately 21% for the past decade. The proposed study aims to understand several potential factors which may be contributing to this stagnation. Understanding the reasons behind the stagnation in smoking decline is crucial to the development of effective interventions-whether policy, public health/tobacco control or clinical treatment.","6449535; ","GOODWIN, RENEE D;","KIMMEL, HEATHER L","07/03/2017","06/30/2018","Adult; Alcohol consumption; Alcohols; Anxiety; Anxiety Disorders; Applications Grants; Cause of Death; Characteristics; Cigarette; cigarette smoking; Clinical Treatment; Comorbidity; contextual factors; Development; Drug usage; Drug Use Disorder; DSM-IV; effective intervention; Epidemic; Epidemiology; Funding; General Population; Health; innovation; Intervention; Investigation; Lead; Link; Literature; Low Prevalence; Measures; Mediating; Mental Depression; Methodology; Mood Disorders; Nicotine Dependence; parent grant; Pathway interactions; Policies; Population; Prevalence; Psychopathology; Public Health; public health relevance; Risk; Role; Severities; Smoker; Smoking; smoking cessation; smoking prevalence; Sum; Surveys; Taxation; Testing; Time; time use; Tobacco; tobacco control; Withdrawal Symptom; Work; ","Role of Depression and Anxiety in the Tobacco Epidemic","020892","RPIA","Risk, Prevention and Intervention for Addictions Study Section ","","","09","300702","137094","437796",""
"9526080","R01","MD","7","N","08/18/2017","08/18/2017","02/28/2018","375","R01MD010757","SCHOOLS OF MEDICINE","PA-13-302","7R01MD010757-02","NIMHD:772557\","Non-SBIR/STTR RPGs","2017","National Institute on Minority Health and Health Disparities","","IRVINE","UNITED STATES","PSYCHIATRY","45","046705849","US","UNIVERSITY OF CALIFORNIA-IRVINE","CA","926173213","Obesity carries a substantial burden, and often develops in adolescence, persists into adult life and is almost twice as prevalent in African-American women compared to Caucasian women. We will test whether African- American girls consume more sweet and fatty foods and engage in less physical activity when stressed than Caucasians girls, and if stress hormones explain these differences. We will also test whether the differences in diet, activity and hormones account for the higher rates of obesity in African-American girls.","1893464; ","RAO, UMA ;","TABOR, DERRICK C.","02/24/2017","02/28/2022","Abbreviations; abdominal fat; Accelerometer; Accounting; Acute; acute stress; adiponectin; Adolescence; Adolescent; Adolescent obesity; Adrenal Glands; Adult; Affect; African American; Anthropometry; Behavioral; biobehavior; Biological; Biological Markers; Blood; Body Composition; Body mass index; Caucasians; Cause of Death; Cholesterol; Chronic; Circadian Rhythms; Client; Clinical; Consumption; Controlled Environment; Coronary heart disease; cost; critical period; Deposition; design; Development; Diet; diet and exercise; Dual-Energy X-Ray Absorptiometry; Eating; Economic Burden; Economics; effective therapy; energy balance; Energy Metabolism; Environment; Etiology; evidence base; experience; Family; Fasting; Fatty acid glycerol esters; Female; Female Adolescents; Food; girls; Glucocorticoids; good diet; Guidelines; Hair; Health; Hormones; Hour; Hydrocortisone; Hypothalamic structure; hypothalamic-pituitary-adrenal axis; improved; indexing; Individual; Individual Differences; individualized medicine; Insulin Resistance; insulin sensitivity; Intake; Intervention; Interview; Isoprostanes; Knowledge; Leptin; Life; Link; Maintenance; male; Measures; Mediating; Medical; Metabolic; Metabolic syndrome; Methodology; Methods; Mexican Americans; Minority; Morbidity - disease rate; mortality; NHANES; Not Hispanic or Latino; Obesity; obesity prevention; obesity treatment; Overweight; Palate; Patient Self-Report; Physical activity; Physical Fitness; Physiological; Pituitary Gland; Policies; Poverty; Pre-Post Tests; Prevalence; Prevention; Process; programs; Protocols documentation; psychologic; psychosocial; Public Health; Race; racial difference; racial disparity; Randomized; Reporting; Research; response; Risk Factors; Role; Saliva; Salivary; Sampling; Science; sex; social; social inequality; Socioeconomic Status; Solid; Standardization; Stress; stressor; sugar; System; Testing; Text; Trier Social Stress Test; Triglycerides; Variant; Visceral; Visit; Weight maintenance regimen; Woman; Youth; ","Ethnic Influences on Stress, Energy Balance and Obesity in Adolescents","010757","MESH","Biobehavioral Mechanisms of Emotion, Stress and Health Study Section ","","","02","500188","272369","772557",""
"9526191","R33","ES","4","N","08/04/2017","08/15/2017","07/31/2018","113","R33ES024719","","RFA-ES-13-013","4R33ES024719-03","NIEHS:561163\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","FORT COLLINS","UNITED STATES","","02","785979618","US","COLORADO STATE UNIVERSITY","CO","805231062","PUBLIC HEALTH RELEVANCE: Particulate matter (PM) air pollution is a major contributor to the global burden of disease but our understanding of the sources, chemistries, and mechanisms of PM-induced disease is still limited. Our team has developed a small, wearable sampler for assessing PM exposure as a function of microenvironment, along with ultra-low-cost chemical analysis methods for metals, black carbon, and reactive oxygen species. The sensor technology developed here will empower epidemiologists to conduct personal exposure measurements that are affordable, sensitive, and specific to various etiologic agents of interest. Long term, this technology possesses the versatility to be adapted to additional agents and chemical compounds of interest while being unobtrusive enough to expand the power and precision of epidemiology to a broader set of at-risk populations: children, pregnant women, and mobile adults.","2444915; ","HENRY, CHARLES S;","BALSHAW, DAVID M","08/15/2017","07/31/2020","11 year old; Acute; Adult; Aerosols; Air; air monitoring; Air Pollution; air sampling; Analytical Chemistry; Area; base; Biological Markers; Blood; Blood specimen; burden of illness; Carbon Black; Cellular Phone; Chemicals; Chemistry; Child; Child health care; Cities; cost; County; Coupled; Data; Devices; Disease; Elderly; Elements; Environmental Exposure; environmental particulate; Environmental Risk Factor; Epidemiologist; Epidemiology; epidemiology study; Etiology; exposed human population; Exposure to; field study; Goals; Health; High School Student; Home environment; human morbidity; human mortality; immune function; improved; indexing; Individual; Inflammation; interest; Laboratories; land use; Link; Location; Measurement; Measures; meetings; Metals; Methods; Microfluidics; Microprocessor; Modeling; Monitor; novel; Outcome; Oxidative Stress; Paper; Particulate Matter; Pathology; Performance; Personal Behavior; personal exposure monitor; Phase; Pollution; Population; Populations at Risk; portability; Pregnant Women; Property; Public Health; Pump; Reactive Oxygen Species; Recruitment Activity; Research; Resources; Sampling; School-Age Population; Schools; sedentary; sensor; Site; Source; Specific qualifier value; System; Techniques; Technology; Testing; Time; Transition Elements; university student; usability; Weight; ","Low-Cost Versatile Sampler for Personal PM Exposure by Microenvironment","024719","NSS","Special Emphasis Panel ","","","03","494502","66661","561163",""
"9527354","R01","DE","3","N","08/15/2017","08/15/2017","07/31/2018","310","R01DE023946","SCHOOLS OF MEDICINE","RFA-DE-13-002","3R01DE023946-05S1","NIDCR:1\OD:394638\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH","","CHAPEL HILL","UNITED STATES","MICROBIOLOGY/IMMUN/VIROLOGY","04","608195277","US","UNIV OF NORTH CAROLINA CHAPEL HILL","NC","275990001","PUBLIC HEALTH RELEVANCE: The gammaherpesviruses establish lifelong latency in the human host. Kaposi's sarcoma-associated herpesviruses (KSHV) and Epstein-Barr Virus (EBV) are members of this family. These viruses are associated with several different cancers in the human population, are present in the oral cavity, and can be transmitted orally. The gammaherpesviruses establish life-long latency in the host. During latency the viral genome is chromatinized by host factors, and viral gene expression is extremely limited during latency. However during viral reactivation, many of the chromatin modifications are changed resulting in the transcription and expression of many more viral genes. We have recently performed a siRNA screen and identified a novel cellular kinase, tousled like kinase (TLK) that is involved in regulating the gammaherpesviral latent-lytic switch and modulating the host genome. In response to RFA-DE-13-002, we propose to understand how TLK regulates the viral epigenome to augment latency and suppress reactivation. Understanding of the mechanism involved in governing gammaherpesviral latency and reactivation is relevant to oral cancer and oral disease associated with replication of these viruses. Our investigation may help guide novel therapies for treatment of oral disease.","6931559 (contact); 6691168; ","DAMANIA, BLOSSOM A (contact); DITTMER, DIRK P;","LUNSFORD, DWAYNE ","09/17/2013","07/31/2018","Biology; Cell Culture Techniques; Cells; Chromatin; chromatin modification; Early Promoters; Elements; Epigenetic Process; epigenome; Epstein-Barr Virus latency; Family member; gammaherpesvirus; Ganciclovir; Gene Expression; Genetic Transcription; Genome; Herpesviridae; Herpesviridae Infections; histone modification; Human; Human Herpesvirus 4; Human Herpesvirus 8; in vivo; inhibitor/antagonist; Integration Host Factors; interest; Investigation; Killings; kinase inhibitor; knock-down; latent infection; Life; Lytic; malignant mouth neoplasm; Malignant Neoplasms; Mediating; Modification; mouse model; Mouth Diseases; neoplastic cell; novel; novel therapeutics; Oral; Oral cavity; oral cavity epithelium; Phosphotransferases; Polymerase; Population; prevent; promoter; protein complex; public health relevance; reactivation from latency; Research Personnel; response; Small Interfering RNA; Testing; transmission process; Viral; Viral Genes; Viral Genome; Virus; Virus Latency; Virus Replication; ","Targeting the epigenome of gammaherpesviruses in oral disease","023946","ZDE1","Special Emphasis Panel ","","S1","05","259631","135008","394639",""
"9527917","P50","HD","3","N","08/15/2017","07/01/2016","06/30/2017","","P50HD044405","","RFA-OD-11-003","3P50HD044405-15S1","NICHD:253531\","RESEARCH CENTERS","2017","EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT","","CHICAGO","UNITED STATES","","07","005436803","US","NORTHWESTERN UNIVERSITY AT CHICAGO","IL","606113152","PCOS affects 7% of premenopausal women. It is a leading risk factor for type 2 diabetes in affected women  and their male as well as female relatives making PCOS a major public health concern. The genetic variants  we identify should provide considerable insight into the biological pathways that are disrupted in PCOS. This  information should identify novel therapeutic targets and permit better disease prediction.","1955934; ","DUNAIF, ANDREA E;","TAYMANS, SUSAN ","","","Affect; Age; Amino Acid Sequence; Androgens; Autistic Disorder; Biological; Blood Pressure; Body mass index; Candidate Disease Gene; case control; cohort; Complex; Copy Number Polymorphism; Cystic Fibrosis; Detection; Disease; Dizygotic Twins; DNA Library; DNA sequencing; Environment; Extracellular Matrix; Family; Family member; FBN1; Female; First Degree Relative; Frequencies; Funding; Genes; Genetic; Genetic Predisposition to Disease; genetic variant; genome sequencing; Genotype; Gonadotropins; Height; Heritability; High Density Lipoproteins; impaired glucose tolerance; insertion/deletion mutation; insight; Insulin; insulin signaling; Investigation; Lipids; male; Maps; Marfan Syndrome; Mendelian disorder; metabolic phenotype; Metabolic syndrome; Methodology; Morbid Obesity; new therapeutic target; next generation; Non-Insulin-Dependent Diabetes Mellitus; Normal Range; novel; Parents; Pathogenesis; Pathogenicity; Pathway interactions; Patients; Phenotype; Population; Population Control; Positioning Attribute; Premenopause; proband; Public Health; rare variant; reproductive; Resources; Risk Factors; RNA Splicing; Schizophrenia; sex; Siblings; Single Nucleotide Polymorphism; Sister; Structure; Susceptibility Gene; Tail; targeted sequencing; Testing; Testosterone; trait; United States National Institutes of Health; Variant; whole genome; Woman; ","Rare Genetic Variants in PCOS","044405","ZRG1","Special Emphasis Panel ","5701","S1","15","160717","92814","","253531"
