"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9407282","SB1","AI","2","N","07/26/2017","07/28/2017","06/30/2018","855","SB1AI120425","","PAR-16-027","2SB1AI120425-03","NIAID:999953\","SBIR-STTR RPGs","2017","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","MENLO PARK","UNITED STATES","","18","962700048","US","TRELLIS BIOSCIENCE, LLC","CA","940254445","Project Narrative This project will complete the IND-enabling preclinical development of TRL1068, a native human monoclonal antibody that extracts a key scaffolding protein from bacterial biofilms leading to the bacteria becoming qualitatively more susceptible to killing by conventional antibiotics. This Commercialization Readiness Program (CRP) proposal is a follow-on to an SBIR Phase II project that will be completed prior to start of CRP funding. The major goal of the CRP funding is to manufacture sufficient clinical material for Phase 1 and Phase 2 trials. TRL1068 has low toxicity risk and offers substantial potential clinical benefit against a wide range of infections that are currently very difficult to treat.","10766580; ","KAUVAR, LAWRENCE MICHAEL;","XU, ZUOYU ","07/28/2015","06/30/2020","Acinetobacter baumannii; Address; Affinity; animal efficacy; Animal Model; Antibiotic Resistance; Antibiotics; B-Lymphocytes; Bacteria; Bacterial Infections; Bacterial Proteins; Binding; Biological Assay; Biological Sciences; Biotechnology; cell bank; Cells; Centers for Disease Control and Prevention (U.S.); Chemosensitization; Chinese Hamster Ovary Cell; Clinical; clinical development; clinical lot; clinical material; Clinical Trials; clinically significant; Cloning; Collaborations; commercialization; Communicable Diseases; Contracts; cross reactivity; Cytomegalovirus; Data Analytics; Development; Disease; Drug Industry; Drug resistance; efficacy study; Epitopes; experience; Failure; Family; Funding; Goals; Gram-Negative Bacteria; Grant; Homologous Protein; Human; human monoclonal antibodies; Human Resources; human tissue; Implant; In Vitro; in vivo; Infection; Infective endocarditis; Inflammatory; Influenza; innovation; Killings; Klebsiella pneumonia bacterium; Link; Malignant Neoplasms; meetings; methicillin resistant Staphylococcus aureus; Microbial Biofilms; Modeling; Molecular Conformation; Monoclonal Antibodies; mouse model; Mus; National Institute of Allergy and Infectious Disease; neutralizing antibody; pathogen; Pathway interactions; Pharmaceutical Preparations; Pharmacologic Substance; Phase; Phase II Clinical Trials; Physiological; preclinical development; preclinical safety; Preparation; Process; product development; Production; programs; Property; Prophylactic treatment; Proteins; Proteome; Pseudomonas aeruginosa; Publications; Publishing; quorum sensing; Rattus; Readiness; Reference Standards; Refractory; Respiratory syncytial virus; Risk; Rodent Model; safety study; Scaffolding Protein; scale up; Small Business Innovation Research Grant; Soft Tissue Infections; Staphylococcus aureus; System; Technology; Testing; Therapeutic antibodies; Tissues; Toxic effect; Toxicology; Transfection; translational scientist; Vendor; Viral; Virus; Work; ","Therapeutic Antibodies for Biofilm Infections","120425","ZRG1","Special Emphasis Panel ","","","03","714252","285701","999953",""
"9411043","R01","AI","1","N","07/25/2017","07/25/2017","06/30/2018","855","R01AI134328","","PAR-14-247","1R01AI134328-01","NIAID:595153\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","NEW YORK","UNITED STATES","","12","786658872","US","AARON DIAMOND AIDS RESEARCH CENTER","NY","100169102","PROJECT NARRATIVE Several clinical observations have suggested that limiting or purging the HIV latent reservoir could delay viral rebound and hint at a pathway for HIV eradication and, while one promising strategy to purge the latent reservoir is to ?wake? the infectious provirus from its ?sleep? using latency reversal agents (LRAs), the potential toxicities related to the exposure of nearly all of the cells in the body to these LRAs remain a major concern. We propose to harness the exquisite specificity of bispecific antibodies in order to generate bispecific antibody drug conjugates that selectively deliver LRAs to the fraction of cells harboring latent HIV while minimizing LRA exposure to the majority of cells in the body that do not harbor latent HIV. Our approach has the potential for highly specific and potent activation of HIV reservoir cells that could also markedly increase the therapeutic index of LRAs by several orders of magnitude, and it is our belief that one or several of our engineered bispecific antibody drug conjugates could become a key component in a multi-pronged approach to eliminating the latent reservoir and curing HIV-1 infection.","1858789; ","HO, DAVID D;","LACOURCIERE, GERARD ","07/25/2017","06/30/2022","Affinity; Agonist; antibody engineering; Antibody-drug conjugates; antiretroviral therapy; Avidity; Belief; Binding; Biological Assay; Bispecific Antibodies; Blood; Bromodomain; Cathartics; Cell Count; Cell Fraction; Cell Line; cell type; Cells; cellular targeting; Clinical; Clinical Trials; clinically relevant; Dose; Engineering; experience; Exposure to; falls; Fluorescein; Histone Deacetylase; Histone Deacetylase Inhibitor; HIV; HIV Infections; HIV-1; humanized mouse; IL2RB gene; In Vitro; in vitro activity; in vivo; Individual; Infection; inhibitor/antagonist; interest; Laboratories; Measures; Memory; Monoclonal Antibodies; mouse model; novel strategies; Outcome; Pathway interactions; Patients; Population; Property; Protein Kinase C; Proviruses; PTEN gene; purge; Reporting; Rest; Sleep; Specificity; Stem cells; Surface; systemic toxicity; T memory cell; Therapeutic Index; Tissues; TNFRSF6 gene; Toxic effect; Variant; Viral; viral rebound; Viremia; Virus; ","Bispecific-Antibody-Drug Conjugates for Selective Targeting and Activation of the HIV Latent Reservoir","134328","ZRG1","Special Emphasis Panel ","","","01","300734","294419","595153",""
"9473903","R01","NS","3","N","07/28/2017","07/01/2017","06/30/2018","853","R01NS091519","","PA-16-287","3R01NS091519-03S1","NINDS:23664\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","BRONX","UNITED STATES","","14","079783367","US","ALBERT EINSTEIN COLLEGE OF MEDICINE, INC","NY","104611975","","1897243; ","STANLEY, E. RICHARD;","MORRIS, JILL A","07/01/2017","06/30/2020","Address; Adult; Age; Age-Months; Aging; Alleles; Alzheimer's Disease; Anatomy; anxiety-like behavior; Appearance; base; Behavior; Behavioral; Brain; brain cell; Cell Count; Cell Survival; Cells; Cessation of life; Characteristics; Cognitive; Colony Stimulating Factor Activation; CSF1R gene; CSF3 gene; cytokine; Data; Dementia; density; Development; Diagnosis; Diffuse; Disease; Early Diagnosis; effective therapy; Epilepsy; Etiology; Exhibits; Genes; Genetic; genetic approach; granulocyte; Granulocyte-Macrophage Colony-Stimulating Factor; Histologic; histopathological examination; Hormones; Human Characteristics; human disease; Infection; Inflammatory; inflammatory marker; Inherited; Injury; Institutes; leukodystrophy; Leukoencephalopathy; Ligands; loss of function; Macrophage Colony-Stimulating Factor; Macrophage Colony-Stimulating Factor Receptor; Magnetic Resonance Imaging; Maintenance; Mediating; men; Mental Depression; Methods; Microglia; Modeling; motor impairment; mouse model; MRI Scans; Mus; Mutation; Nature; Nerve Degeneration; nerve stem cell; Neurodegenerative Disorders; Neuroglia; neuron development; neuron loss; Neuronal Differentiation; neuronal survival; Neurons; novel; Pathogenesis; Patients; Phenotype; Phosphotransferases; Pigments; Play; Proteins; public health relevance; Radiology Specialty; receptor; receptor expression; Receptor Signaling; receptor-mediated signaling; Recovery; Regulation; repaired; Residual state; Role; Signal Transduction; Testing; Therapeutic; Woman; X-Ray Computed Tomography; ","Analysis of a mouse model of adult-onset leukoencephalopathy with axonal spheroids and pigmented glia.","091519","CDIN","Cell Death in Neurodegeneration Study Section ","","S1","03","14170","9494","23664",""
"9482848","P30","CA","3","N","07/28/2017","06/01/2016","05/31/2018","397","P30CA082103","SCHOOLS OF MEDICINE","PAR-11-005","3P30CA082103-18SA","NCI:124999\","RESEARCH CENTERS","2017","NATIONAL CANCER INSTITUTE","","SAN FRANCISCO","UNITED STATES","INTERNAL MEDICINE/MEDICINE","12","094878337","US","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","CA","941186215","The Helen Diller Family Comprehensive Cancer Center's goals are to: (1) support cancer research in the areas of laboratory, clinical and population sciences; (2) develop patient outreach and education programs; (3) promote and develop first-class care for cancer patients; and (4) create an integrated community of investigators dedicated to the shared goal of translating innovative science into improved clinical care.","10746885; ","ASHWORTH, ALAN ;","SHAFIK, HASNAA ","08/05/1999","05/31/2018","anticancer research; Area; Biometry; Breast Oncology; California; cancer care; Cancer Center Support Grant; cancer genetics; cancer health disparity; Cancer Patient; Cells; clinical care; Clinical Research; Clinical Sciences; Communities; Comprehensive Cancer Center; Computational Biology; design; Developmental Therapeutics Program; Education and Outreach; Family; genome analysis; Goals; Hematopoietic Neoplasms; Hospitals; Immunity; Immunohistochemistry; improved; Informatics; innovation; Interdisciplinary Study; Laboratories; Location; Malignant Childhood Neoplasm; Malignant neoplasm of prostate; member; molecular pathology; Mus; Neurologic Oncology; oncology; Pathology; Patients; Population Sciences; pre-clinical; programs; Research Personnel; Research Support; Resource Sharing; San Francisco; Science; Therapeutic; Tissues; tobacco control; Translating; Universities; ","Cancer Center Support Grant","082103","NCI","Subcommittee I - Transistion to Independence ","","SA","18","78864","46135","124999",""
"9483098","R01","NS","3","N","07/28/2017","07/01/2017","04/30/2018","853","R01NS091236","SCHOOLS OF MEDICINE","PA-16-288","3R01NS091236-03S1","NINDS:61447\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","CHAPEL HILL","UNITED STATES","NEUROLOGY","04","608195277","US","UNIV OF NORTH CAROLINA CHAPEL HILL","NC","275990001","PUBLIC HEALTH RELEVANCE: Deep brain stimulation (DBS) is a powerful therapeutic tool for the alleviation of multiple neurological and psychiatric symptoms. However, the mechanisms by which DBS works are poorly understood, greatly limiting the ability of clinicians to improve this therapy. This project will take novel imaging, electrophysiological and behavioral approaches towards identifying the brain neural circuits responsible for DBS efficacy, with the ultimate goal of enhancing DBS therapeutic outcomes and reducing unwanted side-effects.","11536282; ","SHIH, YEN-YU IAN;","SIEBER, BETH-ANNE ","07/01/2017","06/30/2018","Address; Adverse effects; Anatomy; Animal Model; Area; Attenuated; Behavior; Behavior assessment; Behavioral; Brain; Cell Nucleus; Cells; Cerebrum; Coupled; Critical Pathways; Data; Deep Brain Stimulation; Development; Devices; Dissection; Dyskinetic syndrome; effective therapy; Electric Stimulation; Electrodes; Electrophysiology (science); Elements; Exhibits; experience; experimental study; Fiber; Foundations; Frequencies; Functional Magnetic Resonance Imaging; Ganglia; Generations; Globus Pallidus; Goals; Human; Image; imaging study; Imaging Techniques; improved; in vivo; innovation; insight; light gated; loss of function; Magnetic Resonance Imaging; Maps; Mediating; Medical; Mental disorders; Microelectrodes; Motor Cortex; motor deficit; motor symptom; Muscle Contraction; nervous system disorder; neural circuit; Neural Pathways; Neurologic Symptoms; Neurons; novel; Opsin; optogenetics; Pacemakers; Parkinson Disease; Parkinsonian Disorders; Pathologic; Pathway Analysis; Pattern; Positioning Attribute; Procedures; Proton Pump; psychiatric symptom; public health relevance; Rattus; Recruitment Activity; reduce symptoms; Refractory; relating to nervous system; Research; Research Personnel; response; Rest Tremor; Rodent; Rodent Model; Role; Smooth Muscle; Stimulus; STN stimulation; Structure of subthalamic nucleus; subcutaneous; Substantia nigra structure; symptom treatment; Symptoms; Techniques; Therapeutic; Therapeutic Effect; therapy outcome; Time; tool; Treatment Efficacy; Work; ","Functional dissection of therapeutic deep brain stimulation circuitry","091236","","","","S1","03","42903","18544","61447",""
"9495773","R01","DK","3","N","07/24/2017","07/01/2017","06/30/2018","847","R01DK108141","SCHOOLS OF MEDICINE","PA-14-334","3R01DK108141-02S1","NIDDK:111930\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES","","CHICAGO","UNITED STATES","INTERNAL MEDICINE/MEDICINE","07","098987217","US","UNIVERSITY OF ILLINOIS AT CHICAGO","IL","606127224","PROJECT NARRATIVE  This research evaluates an mHealth diabetes adherence support intervention delivered by health coaches and clinical pharmacists, designed to improve adherence to medications and a healthy lifestyle. Outcomes measured include change in hemoglobin A1c, blood pressure, and cholesterol levels. This study will determine the benefit and cost of including mobile phone text messaging, videoconferencing, health coaches, and clinical pharmacists in diabetes management support services.","6100475 (contact); 8640243; ","GERBER, BEN STEVEN (contact); SHARP, LISA K;","THORNTON, PAMELA L","07/15/2016","06/30/2021","Address; Adherence; Adopted; Adoption; Adult; African American; American; base; Behavior; Blood Pressure; burden of illness; Car Phone; Caring; Case Manager; Cessation of life; Cholesterol; cholesterol control; Clinic; Clinical; Clinical Pharmacists; Communication; Communications Media; Communities; Complex; cost; cost effectiveness; Costs and Benefits; Data; design; diabetes management; Diabetes Mellitus; disorder risk; effective intervention; Effectiveness; experience; Face; Glycosylated hemoglobin A; Goals; good diet; Health; health care service; Health education; Health Sciences; Health Technology; Healthcare; Healthcare Systems; Healthy Eating; healthy lifestyle; high risk; Home environment; Home visitation; Hospitals; Illinois; improved; improved outcome; individual patient; innovation; Intervention; Latino; LDL Cholesterol Lipoproteins; Life Style; Low income; Maintenance; Mediation; Medical; Medical center; Medical Nutrition Therapy; medication compliance; mHealth; Minority; Modeling; Monitor; Non-Insulin-Dependent Diabetes Mellitus; novel; Nurses; Outcome; Outcome Measure; patient oriented; Patients; peer; Persons; Pharmaceutical Preparations; Pharmacists; Pharmacotherapy; Pharmacy facility; Physical activity; Physicians; Physiological; Population; Problem Solving; psychosocial; Randomized; Randomized Controlled Trials; Research; Resources; response; Role; Secure; Self Management; Services; skills; Social support; Support Groups; System; Telephone; Text; Therapeutic; therapy design; Time; Transportation; treatment as usual; United States National Institutes of Health; Universities; Videoconferencing; Visit; Work; ","mHealth for Diabetes Adherence Support","108141","HDEP","Health Disparities and Equity Promotion Study Section ","","S1","02","70000","41930","111930",""
"9507445","OT2","OD","1","N","07/23/2017","07/23/2017","06/30/2018","310","OT2OD025276","","","1OT2OD025276-01","OD:542001\","OTHERS","2017","OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH","","SAN FRANCISCO","UNITED STATES","","12","828418918","US","SAN FRANCISCO GENERAL HOSPITAL FOUNDATION","CA","94110","","7895512; 12039512 (contact); ","BIBBINS-DOMINGO, KIRSTEN ; LUNN, MITCHELL  (contact);","RICHARDSON-HERON, DARA P","07/23/2017","06/30/2018","Academy; African; African American; Age; Annual Reports; base; biological heterogeneity; Birth; Caring; Caucasians; Censuses; Cities; citizen science; Clinical; Collection; Communities; Consensus; County; Data; Depression and Suicide; design; Discrimination; Enrollment; Ensure; Ethnic Origin; Etiology; experience; Gender Identity; gender minority; Geographic Distribution; Geography; Goals; Health; health care availability; health care disparity; health disparity; Health Personnel; Health Status; Hispanics; HIV Infections; Income; Individual; Institute of Medicine (U.S.); Intervention; Language; Legal; lesbian, gay, bisexual; Lesbian, Gay, Bisexual and Transgender; Linguistics; Malignant Neoplasms; maltreatment; Manuscripts; Measures; Medicine; member; Minority; minority communities; Minority Groups; minority health; National Health Interview Survey; NHANES; Patients; Politics; Population; population based; Population Research; Population Study; programs; queer; Race; Reporting; Research; Research Personnel; Sampling; San Francisco; Science; sex; Sex Orientation; Sexual and Gender Minorities; sexual minority; Smoking; social; social exclusion; Societies; socioeconomics; Stigmatization; Stress; Suicide attempt; Training; transgender; Underrepresented Minority; Underserved Population; United States; United States National Center for Health Statistics; United States National Institutes of Health; "," All of Us Research Program National Sexual and Gender Minority Engagement Network","025276","ZOD1","Special Emphasis Panel ","","","01","492728","49273","542001",""
"9514298","R00","CA","4","N","07/27/2017","07/01/2017","06/30/2018","394","R00CA201601","SCHOOLS OF MEDICINE","PA-16-285","4R00CA201601-03","NCI:248999\","Non-SBIR/STTR RPGs","2017","NATIONAL CANCER INSTITUTE","","NEW HAVEN","UNITED STATES","RADIATION-DIAGNOSTIC/ONCOLOGY","03","043207562","US","YALE UNIVERSITY","CT","065208327","PUBLIC HEALTH RELEVANCE:    Triple negative breast cancer is difficult to treat because of its aggressiveness and molecular heterogeneity. A promising antibody-drug conjugate, CDX-011, has prolonged the survival of patients with triple negative breast cancer by targeting osteoactivin, a cell-surface receptor unique to cancer cells. This proposal aims to develop a companion diagnostic agent that visualizes the expression of osteoactivin in the body to help optimize triple negative breast cancer treatment by identifying patients who may benefit from CDX-011.","9297201; ","MARQUEZ-NOSTRA, BERNADETTE ;","MENKENS, ANNE E","07/01/2017","06/30/2020","2-Fluoro-2-deoxyglucose; Alpha Cell; Animal Model; animal model development; Antibodies; Antibody Specificity; Antibody-drug conjugates; anticancer research; antigen binding; Award; Binding; Biochemistry; Biological; Cancer Biology; cancer biomarkers; cancer cell; cancer subtypes; cancer therapy; cell injury; Cell Line; Cell Surface Receptors; Cells; Chemistry; chemotherapy; Clinical; Clinical Oncology; Clinical Research; Clinical Trials; Combined Modality Therapy; companion diagnostics; Development; Disease; Drug Kinetics; Effectiveness; Ensure; experience; Goals; Heterogeneity; Image; imaging agent; Imaging Techniques; In Vitro; in vivo; inhibitor/antagonist; Killings; Knowledge; Label; Laboratories; malignant breast neoplasm; Malignant Neoplasms; Mammary Gland Parenchyma; Measures; Mentors; Mentorship; Methods; Microtubules; Molecular; Mus; Neoplasm Metastasis; neoplastic cell; new therapeutic target; non-invasive imaging; novel; novel drug class; osteoactivin; Outcome; overexpression; Pathway interactions; patient population; Patient Selection; Patients; Phase; Positron; Positron-Emission Tomography; pre-clinical; preclinical study; predicting response; Prediction of Response to Therapy; Predictive Value; Progression-Free Survivals; Property; Proteins; public health relevance; quantitative imaging; Radiochemistry; Radioimmunoconjugate; Radioisotopes; Radiolabeled; Radiopharmaceuticals; radiotracer; receptor; Recurrence; Research Personnel; Resources; response; Signal Transduction; success; targeted treatment; Therapeutic; therapeutic target; Toxic effect; Translating; translational scientist; treatment planning; Treatment Protocols; treatment strategy; triple-negative invasive breast carcinoma; tumor; tumor metabolism; Tumor Volume; tumor xenograft; Tumor-Derived; Tyrosine Kinase Inhibitor; Universities; Up-Regulation; uptake; Validation; Washington; Xenograft Model; Xenograft procedure; ","Imaging for Assessment and Prediction of Response to Therapy in Triple Negative Breast Cancer","201601","NSS","Special Emphasis Panel ","","","03","148656","100343","248999",""
"9516052","U01","AA","3","N","07/25/2017","07/01/2017","06/30/2018","273","U01AA021891","SCHOOLS OF MEDICINE","RFA-AA-12-007","3U01AA021891-05S1","NIAAA:195013\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM","","RICHMOND","UNITED STATES","INTERNAL MEDICINE/MEDICINE","03","105300446","US","VIRGINIA COMMONWEALTH UNIVERSITY","VA","232980568","The 'Translational Research and Evolving Alcoholic-hepatitis Treatment' (TREAT) consortium comprises of Indiana University (IU), Mayo Clinic (MC) and the Virginia Commonwealth University (VCU). The main objective is to perform patient oriented research in close collaboration with basic scientists in alcoholic hepatitis (AH) and translate newer findings into clinical practice expeditiously. This application is directly aligned with the strategic plan of National Institute of Alcohol Abuse and Alcoholism (NIAAA).","1872381; ","SANYAL, ARUN J.;","OROSZ, ANDRAS ","09/20/2012","06/30/2018","Alcohol abuse; Alcohol consumption; alcohol research; Alcoholic beverage heavy drinker; Alcoholic Hepatitis; Alcoholism; Alcohols; anti-IgG; Australia; Bacteria; base; Bioavailable; Biology; Cattle; Cellular biology; Clinic; Clinical; clinical practice; Clinical Trials; Cohort Studies; Collaborations; Colostrum; Data; Databases; Digestion; Dose; drug development; efficacy study; Eicosanoids; Endotoxemia; Enrollment; Escherichia coli; Failure; Fatty Liver; Foundations; Functional disorder; Funding; Future; Goals; gut microbiome; gut microbiota; Health; Hepatic; Hepatitis C; Hepatocyte; Human; Immunoglobulin G; Immunology; improved; Indiana; Inflammation; Inflammatory; Informatics; innovation; insight; Institutes; Institution; interest; Intestines; Laboratories; Lipopolysaccharides; Lipoxygenase; Liver diseases; longitudinal database; macrophage; metabolome; metabolomics; metagenome; microbiome; Mission; Monitor; multidisciplinary; named group; Natural History; non-alcoholic; novel; novel therapeutics; Observational Study; Outcome; Oxidative Stress; Pathogenesis; Pathway interactions; patient oriented research; Patients; Pharmaceutical Preparations; Phase; Phenotype; Placebo Control; Placebos; Powder dose form; predicting response; Prevention strategy; Production; programs; prospective; Randomized; Registries; repository; Research; Research Design; Research Personnel; Resources; response; Role; Safety; Sampling; Scientist; Serum; Severities; standard of care; Steroids; Strategic Planning; success; synergism; Systems Biology; targeted agent; Testing; Therapeutic Studies; therapy development; transcriptome; Translating; Translational Research; translational study; Translations; Traveler's diarrhea; treatment center; treatment strategy; treatment trial; trial design; Udders; United States National Institutes of Health; Universities; Vaccination; Virginia; Weight; Work; ","TREAT-VCU","021891","ZAA1","Special Emphasis Panel ","","S1","05","340457","187251","195013",""
"9517609","U01","AA","3","N","07/25/2017","07/01/2017","06/30/2018","273","U01AA021840","SCHOOLS OF MEDICINE","RFA-AA-12-007","3U01AA021840-05S1","NIAAA:226211\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM","","INDIANAPOLIS","UNITED STATES","INTERNAL MEDICINE/MEDICINE","07","603007902","US","INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS","IN","462022915","PUBLIC HEALTH RELEVANCE: Alcoholic Hepatitis is a major public health problem and it causes significant morbidity and mortality. It is not known why some individuals develop acute alcoholic hepatitis and also there are no effective treatments. In this application, investigators are proposing to conduct studies to better understand its pathogenesis and to develop novel treatments.","3122671; 1868766 (contact); ","CHALASANI, NAGA P.; CRABB, DAVID W (contact);","OROSZ, ANDRAS ","09/15/2012","06/30/2018","Acids; Acute Alcoholic Hepatitis; Address; Adrenal Cortex Hormones; Adult; Affect; Age; Agonist; Alcohol consumption; alcohol research; Alcoholic beverage heavy drinker; Alcoholic Hepatitis; Alcoholic Liver Diseases; Alcohols; Antibodies; Back; Bacterial Translocation; Bile Acids; bile salts; biobank; case control; Caspase Inhibitor; Cells; Clinic; Clinical; cohort; CYP2E1 gene; cytokine; drinking; Drug Kinetics; effective therapy; Enrollment; Fatty Liver; Feces; FGF19 gene; Fibroblast Growth Factor; Foundations; Functional disorder; Gender; Genomic DNA; Glossary; Goals; Heavy Drinking; Hepatic; Hepatocyte; Histologic; Homeostasis; Hospitalization; Human; Impairment; Incidence; Indiana; Individual; Inflammation; Injury to Liver; Innate Immune Response; Interruption; Kupffer Cells; Laboratories; Length of Stay; Lipopolysaccharides; Liver; Liver diseases; Maddrey score; member; Metabolism; Modeling; Mononuclear; Morbidity - disease rate; mortality; Multiple Abnormalities; named group; Natural Immunity; novel; novel strategies; novel therapeutics; Nuclear Receptors; Observational Study; Oral; Oral cavity; Oxidative Stress; Pathogenesis; Pathway interactions; Patient Care; patient oriented research; Patients; Peripheral; Permeability; Placebo Control; Placebos; Plasma; prospective; Public Health; public health relevance; Questionnaires; Race; Randomized; Randomized Controlled Trials; receptor; Recording of previous events; Research Personnel; response; Safety; Sample Size; Sampling; Sampling Studies; Serious Adverse Event; Severities; Signal Transduction; Testing; Therapeutic Studies; therapy development; Time; Tissues; Translational Research; translational study; Universities; Urine; Virginia; ","Translational Research and Evolving Alcoholic hepatitis Treatment (TREAT-IU)","021840","ZAA1","Special Emphasis Panel ","","S1","05","560983","322565","226211",""
