"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9213819","R01","NS","1","N","01/25/2017","02/01/2016","11/30/2017","853","R01NS099162","","PA-13-302","1R01NS099162-01","NINDS:347942\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","CINCINNATI","UNITED STATES","","01","071284913","US","CINCINNATI CHILDRENS HOSP MED CTR","OH","452293039","There is a renewed interest to examine mitochondrial function in human cancer following recent discoveries that tumor cell mitochondria regulate various aspects of tumorigenesis.  Glioblastoma multiforme (GBM) is an incurable brain tumor with a median survival of 15 months and new therapy is badly needed. The biguanide drug metformin that blocks mitochondrial function is in several oncology clinical trials. We will test the genes that confer resistance to metformin in glioma stem cells. Our studies will hopefully illuminate new avenues in GBM therapy.","9221653; ","DASGUPTA, BIPLAB ;","FOUNTAIN, JANE W.","02/01/2016","11/30/2021","Address; adenylate kinase; Adult; Biguanides; Binding Sites; Biochemical; Biological Assay; Brain Neoplasms; brain tissue; cancer cell; Cell Culture Techniques; Cell Line; Cell model; Cells; ChIP-seq; Clinic; Clinical Trials; Collaborations; Complex; Core Facility; CREB1 gene; CRISPR/Cas technology; Data; DNA Binding; Dose; Elements; enolase; Environment; Enzymes; Fatty Acids; Genes; Genetic; Genetic screening method; Genetic Transcription; Glioblastoma; Glioma; Glucose; Glycolysis; Goals; Human; hypoxia inducible factor 1; improved; In Vitro; in vivo; interest; knock-down; LoxP-flanked allele; Luciferases; Malignant Neoplasms; Maps; Mass Spectrum Analysis; Messenger RNA; metabolomics; Metformin; Methods; Michigan; Mitochondria; Modeling; Molecular; mouse model; Mus; Myocardium; neoplastic cell; novel; novel therapeutics; Nutrient; oncology; oxidation; Patients; Pharmaceutical Preparations; Phosphopeptides; Phosphorylation; Phosphotransferases; Physiological; Plasma; pre-clinical; Production; programs; Reagent; research study; Resistance; Role; sensor; single cell proteins; Skeletal Muscle; Stem cells; Stress; Subfamily lentivirinae; System; Testing; The Cancer Genome Atlas; Therapeutic; Time; Tissues; tool; Transcript; transcription factor; transcriptomics; tumor; tumor growth; Tumor Tissue; tumorigenesis; Universities; Xenograft procedure; ","Biguanide Sensitivity of Glioma Stem Cells","099162","BMCT","Basic Mechanisms  of Cancer Therapeutics Study Section ","","","01","223040","124902","347942",""
"9228394","R01","MH","5","N","01/27/2017","01/01/2017","12/31/2017","242","R01MH109401","SCHOOLS OF MEDICINE","PA-14-127","5R01MH109401-02","NIMH:501325\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF MENTAL HEALTH","","SAN FRANCISCO","UNITED STATES","INTERNAL MEDICINE/MEDICINE","12","094878337","US","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","CA","941186215","PUBLIC HEALTH RELEVANCE: Despite the existence of a government-led HIV prevention program focused on men who have sex with men and transgender women (MSM/TW) for over a decade in Peru, HIV incidence among them remains high at 5%, and most (70-75%) HIV+ MSM/TW are unaware of their HIV status. A multilevel approach stressing prevention-care links in the Continuum of Prevention and Care (CPC), is likely to reduce barriers to HIV prevention through integrated activities involving both community-based and healthcare organizations, while creating synergy across the intervention elements. We have developed and piloted Proyecto Orgullo (PO), a multilevel, theory-based intervention that diffuses support for and creates positive social norms around HIV prevention by building a mobilized, empowered MSM/TW community to reduce unsafe sex and promote biannual HIV testing, which has shown to be acceptable, feasible and potentially effective. In collaboration with the Peruvian Ministry o Health (MoH) and local healthcare facilities, we now propose to develop, implement and test the efficacy of PO+, an extension of PO that will facilitate full engagement in the CPC, and strengthen the linkage between the community and the healthcare system. If shown effective, PO+ can be scaled up throughout Peru with the support of the MoH, and used as a model elsewhere in the Americas, including the US.","8735610; 1893413 (contact); ","CACERES, CARLOS F.; KEGELES, SUSAN M. (contact);","ALLISON, SUSANNAH ","02/17/2016","12/31/2020","Address; Affect; AIDS prevention; Americas; Anus; Area; base; care seeking; Caring; Chlamydia; cohort; Collaborations; Communication; Communities; Community Health; Community Health Systems; Community Healthcare; condoms; Continuity of Patient Care; Counseling; Data; Diagnosis; Diffuse; Disclosure; Discrimination; Disease; Drops; Early Diagnosis; efficacy testing; Elements; empowered; empowerment; Epidemic; Face; Frequencies; Gays; Gonorrhea; Government; Health; Health care facility; health care service; health data; Health Services; Health system; Healthcare; Healthcare Systems; Hispanics; HIV; HIV diagnosis; HIV Infections; Homophobia ; Hospitals; Human immunodeficiency virus test; Human Rights; Incidence; Individual; Infection; innovation; Intervention; Latin America; Learning; Lesbian, Gay, Bisexual and Transgender; Link; literacy; men; men who have sex with men; Methods; Modeling; Patients; Peru; Peruvian; Population; Prevention; Prevention program; prevention service; Provider; Public Health; Recruitment Activity; Rest; Risk; Risk Reduction; scale up; Self Management; sex risk; Sexual Transmission; Sexually Transmitted Diseases; Site; skills; social; social exclusion; social norm; social stigma; Social support; Staging; Stress; Testing; theories; transgender; transgender women; transphobia; Unsafe Sex; Viral; willingness; Work; ","Combination HIV Prevention, Linking Prevention and Care, for Hispanic Men","109401","BSCH","Behavioral and Social Consequences of HIV/AIDS Study Section ","","","02","415741","85584","501325",""
"9235273","R01","DK","5","N","01/24/2017","01/01/2017","12/31/2017","847","R01DK051265","","PA-13-302","5R01DK051265-22","NIDDK:416267\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES","","NASHVILLE","UNITED STATES","","05","079917897","US","VANDERBILT UNIVERSITY MEDICAL CENTER","TN","372320011","PUBLIC HEALTH RELEVANCE: The proposed studies will investigate the role of epidermal growth factor receptor (EGFR) activation in both acute kidney injury and in diabetic nephropathy. The studies will investigate the role of ligand-dependent and ligand-independent EGFR activation in kidney disease, the mechanisms by which chronic EGFR activation mediates glomerulosclerosis and tubulointerstitial fibrosis and mechanisms and consequences of EGFR inhibition of autophagy in diabetic nephropathy.","1944162 (contact); 8612396; ","HARRIS, RAYMOND  (contact); ZHANG, MINGZHI ;","RYS-SIKORA, KRYSTYNA E","01/01/1997","12/31/2019","Acute; Acute Renal Failure with Renal Papillary Necrosis; adenylate kinase; Adverse effects; Autophagocytosis; Biological; Chronic; Chronic Disease; Chronic Kidney Failure; Diabetic Nephropathy; Epidermal Growth Factor Receptor; Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor; Experimental Models; Fc Receptor; Fibrosis; Genetic; glomerulosclerosis; Goals; Health; Homologous Gene; human disease; inhibition of autophagy; Injury; insight; Kidney; Kidney Diseases; Ligands; Mediating; Membrane; Molecular; mTOR Signaling Pathway; Myofibroblast; novel; Pathway interactions; Pattern; Play; Production; Proteins; receptor; Receptor Activation; Receptor Inhibition; Receptor Signaling; Recovery; response; Role; Secondary to; Signal Pathway; Signal Transduction; Skin; Stress; Therapeutic; Therapeutic Intervention; therapeutic target; Translating; ","Mechanisms of EGFR Activation and Signaling in Kidney Disease","051265","ZRG1","Special Emphasis Panel ","","","22","263460","152807","416267",""
"9240639","R01","GM","5","N","01/26/2017","01/01/2017","12/31/2017","859","R01GM065303","EARTH SCIENCES/RESOURCES","PA-11-260","5R01GM065303-13","NIGMS:258257\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES","","MADISON","UNITED STATES","GENETICS","02","161202122","US","UNIVERSITY OF WISCONSIN-MADISON","WI","537151218","PUBLIC HEALTH RELEVANCE: Germ line cell determination is essential to produce gametes and for reproduction. In addition, germ line genes have been implicated in the induction of pluripotency and tumorigenesis. Here we propose to study in detail cellular mechanisms involved in the segregation of specialized determinants that confer the germ cell fate. Such knowledge may allow the manipulation of cellular processes leading to cell fate determination, and will provide advances relevant to reproductive, regenerative, and cancer biology.","6486225; ","PELEGRI, FRANCISCO J;","GINDHART, JOSEPH G","03/01/2002","12/31/2017","Actins; Actomyosin; Agonist; Animals; Aspartate; Auras; base; Biological Models; blastomere structure; Calcium; Calcium Oscillations; Cancer Biology; Cell Cycle; cell determination; Cell physiology; Cell Separation; Cells; Complex; Coupled; Coupling; Cues; Cytokinesis; Cytoskeleton; Data; Development; Distal; Embryo; Enzymes; F-Actin; Gene Expression; gene function; Genes; Genetic Epistasis; Germ; Germ Cells; Germ Lines; Growth; Health; Homologous Gene; Image; Inherited; insight; Knowledge; Life; Link; Malignant Neoplasms; mathematical model; Medial; Mediating; Microtubule Bundle; Microtubules; Modeling; Motor; Myosin Type II; NAADP; non-muscle myosin; novel; Output; Oxidoreductase; Pathway interactions; PLK1 gene; pluripotency; Process; Production; programs; Proteins; regenerative; Reproduction; reproductive; RNA; Role; segregation; Signal Transduction; Staging; Stem Cell Development; Structure; Structure of primordial sex cell; survivin; Testing; tumorigenesis; Tumorigenicity; Zebrafish; zebrafish development; ","Cytokinesis and RNA segregation in zebrafish development","065303","DEV2","Development - 2 Study Section ","","","13","173462","84795","258257",""
"9241075","I01","VA","1","N","01/23/2017","01/01/2017","12/31/2017","999","I01BX003451","","RFA-BX-16-001","1I01BX003451-01A1","VA:262102\","Non-SBIR/STTR RPGs","2017","Veterans Affairs","","NEW ORLEANS","UNITED STATES","","","828108790","US","SOUTHEAST LOUISIANA VETERANS HEALTH CARE","LA","701611011","U.S. military veterans are more frequently diagnosed with post-traumatic stress disorder (PTSD) and alcohol use disorder (AUD) than the general population, and individuals with PTSD often self-medicate with alcohol in amounts that worsen health outcomes (e.g., pain), leading to a huge health and financial burden in the United States. Pain is highly co-morbid with PTSD and AUD, but strategies are not adequate for treating individuals living with two or more of these diagnoses, and the neurobiological mechanisms underlying these disorders are not well defined. This proposal will use rodent models to 1) test the translational potential of intra-nasal delivery of melanocortin receptor drugs for reducing pain in individuals with PTSD and AUD, and 2) identify the brain circuitry that mediates higher pain sensitivity after alcohol dependence or traumatic stress, as well as the circuitry that mediates pain reduction by melanocortin receptor drugs.","8500922; ","GILPIN, NICHOLAS W;","","01/01/2017","12/31/2020","Absence of pain sensation; acute stress; Agonist; Alcohol abuse; Alcohol consumption; Alcohol dependence; alcohol use disorder; Alcohols; allodynia; alpha-Melanocyte stimulating hormone; Amygdaloid structure; Analgesics; Animals; ART protein; behavioral pharmacology; behavioral study; Brain; brain circuitry; Brain region; Cerebrum; Chronic; chronic pain; Clinic; Clinical; clinically relevant; combat; Data; Dependence; Diagnosis; Disease; drinking; Drug Delivery Systems; Emotional; Exhibits; falls; Funding; Future; General Population; Goals; Gold; Health; Healthcare; Histology; Human; Hyperalgesia; Hypersensitivity; Imaging Techniques; improved; Individual; innovation; laboratory development; Laboratory Research; Lead; Life; Ligands; mechanical allodynia; Mediating; Melanocortin 4 Receptor; melanocortin receptor; midbrain central gray substance; Military Personnel; Modeling; Molecular Biology Techniques; Morphine; neurobiological mechanism; Nociception; Nose; Opiates; Opioid; Opioid Receptor; optogenetics; Outcome; Pain; Pain Disorder; pain inhibition; Pain management; pain symptom; Pain Threshold; Patients; Penetrance; Perception; Pharmaceutical Preparations; Pharmacology; Population; Post-Traumatic Stress Disorders; pre-clinical; Quality of life; Rattus; receptor; receptor function; Receptor Signaling; Reporting; research and development; response; Rodent; Rodent Model; Role; Self Medication; Services; Signal Transduction; Site; Spinal; Stress; Techniques; Testing; Therapeutic; therapeutic target; United States; Veterans; Visceral; Work; ","Targeting Melanocortin-4 Receptors to Reduce Pain in U.S. Veterans","003451","NURA","Neurobiology A ","","A1","01","","","",""
"9243632","R35","HL","1","N","01/23/2017","01/23/2017","12/31/2017","837","R35HL135767","SCHOOLS OF MEDICINE","RFA-HL-16-024","1R35HL135767-01","NHLBI:1005000\","Non-SBIR/STTR RPGs","2017","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","NEW HAVEN","UNITED STATES","INTERNAL MEDICINE/MEDICINE","03","043207562","US","YALE UNIVERSITY","CT","065208327","Cardiovascular disorders (CVD) are the leading causes of death in the United States. Very little is known about their causes and how to prevent or properly treat them. We have identified mutations in humans that underlie diverse familial CVD and by making animal models of these disorders plan to study how the disease develops and how it can be treated.","6798779; ","MANI, ARYA ;","LUO, JAMES ","01/23/2017","12/31/2023","age effect; Animal Model; Cardiovascular Diseases; Cardiovascular system; Cause of Death; Coronary Arteriosclerosis; Diet; Disease; Disease Pathway; drug development; Epigenetic Process; exome sequencing; gene discovery; Genes; Genetic; genetic variant; Genomics; Hearing problem; High-Throughput Nucleotide Sequencing; Human; In Vitro; in vivo; Industry; kindred; Laboratories; Metabolic; Metabolic syndrome; Mutation; Nature; novel; novel strategies; offspring; Pathogenesis; Physical activity; Population; prevent; Publishing; small molecule; success; Techniques; trait; United States; Work; ","The Identification and characterization of genetic variants underlying cardiovascular diseases","135767","ZHL1","Special Emphasis Panel ","","","01","600000","405000","1005000",""
"9245391","R01","AI","1","N","01/23/2017","01/24/2017","12/31/2017","855","R01AI128799","SCHOOLS OF MEDICINE","RFA-AI-15-058","1R01AI128799-01","NIAID:380427\NICHD:250000\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","ATLANTA","UNITED STATES","INTERNAL MEDICINE/MEDICINE","05","066469933","US","EMORY UNIVERSITY","GA","303224250","PROJECT NARRATIVE Men who have sex with men are the group at highest risk of HIV infection, and most infections occur due to exposure to the rectal mucosa. In this proposal, we will examine the effects of age and condomless receptive anal intercourse on the mucosal immune milieu of the rectum. A better understanding of rectal HIV transmission among MSM will lead to the development of improved biomedical prevention interventions.","10540348; ","KELLEY, COLLEEN F;","TURPIN, JIM A.","01/24/2017","12/31/2020","Abstinence; Accounting; Adolescent; Adult; Age; age effect; age related; aged; AIDS prevention; Anal Sex; Anus; Area; Attenuated; Biological Assay; Biopsy; Biopsy Specimen; Cell Proliferation; Cells; Clinical Research; cohort; Coitus; Columnar Epithelium; condoms; cytokine; Data; design; Development; digital imaging; Effectiveness; Enrollment; Environment; Exhibits; Exposure to; Family; Female; Flow Cytometry; follow-up; Healed; healing; high risk; HIV; HIV Infections; HIV vaccine; Image Analysis; Immune; Immune response; Immunohistochemistry; Immunologics; Immunology; improved; Incidence; Infection; Infiltration; Inflammatory; Inflammatory Response; Injury; Lead; Measures; Mechanics; men; men who have sex with men; men's group; microbiota; Mucositis; Mucous Membrane; Natural History; next generation sequencing; nonhuman primate; Outcome; penis; Physiological; Population; Predisposition; Preventive Intervention; programs; Recording of previous events; rectal; Rectum; reproductive tract; Research; Research Infrastructure; research study; Resolution; response; Risk; Seminal fluid; sex; Sex Behavior; Site; Time; transcriptome; transcriptome sequencing; transmission process; Trauma; Vagina; vaginal transmission; Variant; Woman; ","Understanding Rectal HIV transmission among At-risk MSM: Age, Intercourse, and Mucosal Injur","128799","ZRG1","Special Emphasis Panel ","","","01","404120","226307","630427",""
"9254889","F32","EB","1","N","01/10/2017","01/11/2017","01/10/2018","286","F32EB023723","","PA-14-149","1F32EB023723-01","NIBIB:59166\","TRAINING, INDIVIDUAL","2017","NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING","","ROCHESTER","UNITED STATES","","01","006471700","US","MAYO CLINIC ROCHESTER","MN","559050001","Project Narrative In 2016, 1.6 million new cancer cases are anticipated with about half of these patients presenting secondary bone metastases to the spine. Today's standard of care requiring both, an anterior and posterior surgical approach to treat vertebral fractures due to metastasis often lengthens patient's hospital stay, increasing care cost and preventing return home to their families. This research effort aims to design, develop and validate an expandable scaffold to allow for a less invasive, posterior, surgical procedure while providing stability to the spine, thus reducing the associated medical costs and improving quality of life of the patient.","12479712; ","GIAMBINI, HUGO ;","ERIM, ZEYNEP ","01/11/2017","01/10/2019","Address; Affect; Anatomy; Anterior; base; Biocompatible Materials; biomaterial compatibility; biomaterial development; Biomechanics; bone; Caliber; career; career development; Caring; Charge; cost; cost effective; crosslink; Defect; Deposition; design; Devices; Dimensions; ethylene glycol; Excision; experience; Family; Fracture; Fumarates; Goals; Home environment; Hydrogels; Implant; improved; In Situ; Infiltration; instrumentation; Intervertebral disc structure; kinematics; Kinetics; Knowledge; Laboratories; Length; Length of Stay; Life; Malignant Neoplasms; Measures; Mechanics; Medical; Mesenchymal Stem Cells; Metals; Metastatic Neoplasm to the Bone; Metastatic Neoplasm to the Spine; Methods; Neoplasm Metastasis; Nerve; novel; novel strategies; Oligonucleotides; operation; Operative Surgical Procedures; osteoblast differentiation; Outcome; Patient Care; Patients; poly(propylene fumarate); Polymers; Preparation; prevent; Procedures; Process; Property; propylene; Quality of life; reconstruction; Rehydrations; Research; Research Proposals; Risk; scaffold; Site; skeletal; skills; Spinal; Spinal Fractures; spine bone structure; standard of care; Surface; Surgeon; Swelling; System; Techniques; Testing; Time; Titania; Titanium; Tube; tumor; United States; vertebra body; Vertebral column; Weight-Bearing state; Work; ","Novel Polymeric Scaffolds for Less Invasive Reconstruction of Metastatic Spine Segments","023723","ZRG1","Special Emphasis Panel ","","","01","59166","","59166",""
"9282581","R01","DE","5","N","01/23/2017","01/01/2017","12/31/2017","121","R01DE024772","SCHOOLS OF MEDICINE","PAR-13-137","5R01DE024772-03","NIDCR:361177\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH","","STANFORD","UNITED STATES","ORTHOPEDICS","18","009214214","US","STANFORD UNIVERSITY","CA","943041222","PUBLIC HEALTH RELEVANCE:  Bone loss is among the most disabling conditions affecting Americans, and conventional treatment rely mostly on bone grafts, which face limitations such as donor site morbidity, insufficient or poor quality donor tissue, and potential immunogenicity. This proposal will develop and validating the efficacy of novel biomaterials as three-dimensional niche to modulate stem cell differentiation towards bone pathway and enhance functional bone formation in vivo. We expect the findings from this proposal would lead to the development of new tissue engineering-based therapy for treating craniofacial and other large bony defects.","9296454; ","YANG, FAN ;","LUMELSKY, NADYA L.","01/01/2015","12/31/2019","Address; Adipose tissue; Affect; Age; Allografting; American; Animal Model; Autologous; base; Biochemical; Biocompatible Materials; Biomedical Engineering; Biomimetics; Blood Vessels; bone; bone loss; Bone Matrix; Bone Regeneration; Bone Tissue; Bone Transplantation; Cell Proliferation; Cell Survival; Cell Therapy; cell type; Cells; Cephalic; clinically relevant; Collaborations; Collagen; Communicable Diseases; Congenital Abnormality; conventional therapy; craniofacial; crosslink; Cues; Defect; Deposition; design; Development; Dimensions; ethylene glycol; Excision; Extracellular Matrix; Face; Glycolates; Growth; Harvest; Health; Human; Hydrogels; immunogenicity; improved; In Situ; In Vitro; in vivo; Individual; Infiltration; Inflammatory; interdisciplinary approach; Interdisciplinary Study; Lead; Ligands; long bone; materials science; Mechanics; Medicine; Methods; Modeling; molecular imaging; Morbidity - disease rate; Morphology; Mus; novel; Orthopedic Surgery procedures; Osteogenesis; osteogenic; Outcome; Pathway interactions; Patients; Population; Positioning Attribute; Process; Proliferating; Property; Proteins; Radiology Specialty; repaired; Reporting; scaffold; Scientist; Shapes; Silk; Site; Societies; Solid; stem cell biology; stem cell differentiation; Stem cells; Stromal Cells; Structure; Supporting Cell; Testing; Time; Tissue Donors; Tissue Engineering; tissue repair; Tissues; Traumatic injury; Vascularization; Work; Yang; ","Microribbon-based Scaffolds for Bone Repair","024772","MTE","Musculoskeletal Tissue Engineering Study Section ","","","03","225000","136177","361177",""
"9296158","P41","GM","5","N","01/25/2017","01/01/2017","12/31/2017","","P41GM103391","","PAR-14-021","5P41GM103391-07","NIGMS:232594\","RESEARCH CENTERS","2017","NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES","","NASHVILLE","UNITED STATES","","05","004413456; 965717143","US","VANDERBILT UNIVERSITY","TN","372407749","","1901713; ","SCHEY, KEVIN L;","","","","Achievement; Address; Adoption; Affinity; Analytical Chemistry; Attention; Automobile Driving; Biological; Charge; Chemicals; Chemistry; Clinical; Collaborations; Communicable Diseases; Communities; Complex; Computational algorithm; Computers and Advanced Instrumentation; Data; Data Analyses; Data Set; design; Detection; Development; Devices; Diabetes Mellitus; Digestion; Discipline; Disease; Ensure; Enzymes; Equipment; Eye diseases; Faculty; Formalin; Fractionation; Freezing; Funding; Gases; Glycopeptides; Health; Histopathology; Human; Hydrogels; Image; image processing; imaging informatics; improved; Individual; Informatics; instrument; instrumentation; Ions; Laboratories; lectures; Lipids; Location; Malignant Neoplasms; mass spectrometer; Mass Spectrum Analysis; Measurement; Measures; medical schools; medical specialties; meetings; Membrane Proteins; Methodology; Methods; Microscopy; Mining; Modality; Molecular; Nature; next generation; novel; Outcomes Research; Pattern; Peptide Hydrolases; Peptides; Performance; Phase; Phosphopeptides; Preparation; Process; programs; Proteins; Protocols documentation; Publications; Reagent; Research; research and development; Research Personnel; Research Project Grants; Resolution; Resources; Robotics; Sampling; Scientist; Sensitivity and Specificity; Site; Slide; software development; Space Perception; Specificity; Specimen; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization; Students; submicron; Surface; surface coating; Technology; Time; tissue fixing; Tissue imaging; Tissue Sample; Tissues; tool; Training; Trypsin; ultra high resolution; United States National Institutes of Health; Universities; Visit; ","Advanced Sample Preparation Approaches for High Sensitivity and Specificity IMS (pp  371-412)","103391","ZRG1","Special Emphasis Panel ","8141","","07","151942","80652","","232594"
