"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9025171","R21","NS","1","N","03/01/2016","04/01/2016","03/31/2017","853","R21NS095323","SCHOOLS OF MEDICINE","PA-13-303","1R21NS095323-01","NINDS:230071\","Non-SBIR/STTR RPGs","2016","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","NASHVILLE","UNITED STATES","SURGERY","05","965717143","US","VANDERBILT UNIVERSITY","TN","372407749","PUBLIC HEALTH RELEVANCE:  Abnormalities in the number, size, and morphology of dendritic spines and synapses are associated with many neurological and psychiatric disorders, including Alzheimer's disease, autism, schizophrenia, epilepsy, and intellectual disorders.  We are developing microfluidic devices with integrated graphene sensors and electrodes to detect and stimulate synaptic plasticity with high spatiotemporal resolution and sensitivity.  These devices will be used to investigate spine remodeling and its underlying mechanisms, which will provide a better understanding of the key molecules that regulate this process and could lead to new therapeutic approaches for treating these disorders.","8913408; 6603660 (contact); 10843522; ","LI, DEYU ; WEBB, DONNA J (contact); XU, YAQIONG ;","STEWART, RANDALL R","04/01/2016","03/31/2018","Actin-Binding Protein; Actins; Alzheimer's Disease; Area; Autistic Disorder; base; Brain; Carbon; Cell membrane; Cells; Charge; Chemicals; Coculture Techniques; cognitive function; cognitive process; Complex; Cytoskeleton; Data; Dendrites; Dendritic Spines; density; Development; Devices; Disease; Down Syndrome; electrical property; Electrodes; Electronics; Electrons; Epilepsy; Excitatory Synapse; Exploratory/Developmental Grant; Fragile X Syndrome; Individual; innovative technologies; insight; interest; Lasers; Lead; Learning; Long-Term Depression; Long-Term Potentiation; Measures; Membrane Potentials; Memory; Mental disorders; Microfluidic Microchips; Microfluidics; Microscopy; Modeling; Molecular; monolayer; Morphology; Nature; nervous system disorder; Neuraxis; Neurites; Neuroglia; Neurons; neurotechnology; new technology; novel; novel therapeutic intervention; Optics; Pattern; Play; Positioning Attribute; postsynaptic; Process; Property; Proteins; public health relevance; Resolution; response; Role; Scanning; Scheme; Schizophrenia; sensor; single molecule; Site; spatiotemporal; Spottings; Stimulus; Structure; submicron; Surface; Synapses; Synaptic plasticity; Synaptic Transmission; Techniques; Technology; temporal measurement; Transistors; vasodilator-stimulated phosphoprotein; Vertebral column; ","Exploring synaptic remodeling with graphene optoelectronic probes","095323","BNVT","Bioengineering of Neuroscience, Vision and Low Vision Technologies Study Section ","","","01","150000","80071","230071",""
"9209354","P01","HL","1","N","03/15/2017","09/01/2016","08/31/2017","","P01HL131478","","PAR-13-316","1P01HL131478-01A1","NHLBI:886000\","Non-SBIR/STTR RPGs","2017","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","NEW YORK","UNITED STATES","","13","078861598","US","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NY","100296574","NARRATIVE Social stress is a risk factor for atherosclerotic disease. Macrophages are key cells in the progression and regression of atherosclerosis. This proposal will investigate how social stress affects macrophage dynamics in atherosclerosis.","9256208; ","SWIRSKI, FILIP K;","DANTHI, NARASIMHAN ","","","Affect; Animals; Apoptosis; Arterial Fatty Streak; Atherosclerosis; Biological; Biology; Blood Cells; Bone Marrow; Cardiovascular Diseases; Cells; Cessation of life; Chronic; Clinical Treatment; Cues; Data; Development; Disease; Emigrations; Extramedullary; Goals; Hematopoietic; Human; Human Biology; imaging modality; Imaging Techniques; Inflammation; Inflammatory; inhibitor/antagonist; Intervention; Lesion; Leukocytes; Link; Lipids; Lipoproteins; macrophage; Mediating; monocyte; mouse model; Mus; Myelopoiesis; Myocardial Infarction; nanoparticle; Necrosis; neuronal guidance; non-invasive imaging; NTN1 gene; Oxidative Stress; Pathway interactions; Patients; peripheral blood; Post-Traumatic Stress Disorders; Process; Production; Proteolysis; Protocols documentation; Psychosocial Stress; Research Personnel; research study; response; Risk Factors; Site; Small Interfering RNA; social stress; Spleen; stem; Stem cells; Stress; stroke; Sympathetic Nervous System; Systems Biology; Techniques; Testing; Therapeutic; therapeutic target; tool; Translating; Work; ","Psychosocial stress' effects on macrophage dynamics in atherosclerosis","131478","HLBP","Heart, Lung, and Blood Initial Review Group ","5894","A1","01","851250","34750","","886000"
"9212114","F31","CA","5","N","11/30/2016","03/15/2017","03/14/2018","398","F31CA189437","SCHOOLS OF ARTS AND SCIENCES","PA-11-111","5F31CA189437-03","NCI:43576\","TRAINING, INDIVIDUAL","2017","NATIONAL CANCER INSTITUTE","","CAMBRIDGE","UNITED STATES","BIOLOGY","07","001425594","US","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","MA","021421029","PUBLIC HEALTH RELEVANCE: This project will yield insights into mechanisms of acquired drug resistance and synthetic lethality in human cancers. Results from this work may lead to improvements in existing targeted anti- cancer therapies and may guide the development of novel targeted anti-cancer therapies.","10663680; ","WANG, TIM ;","RADAEV, SERGEI ","03/15/2015","03/14/2018","acquired drug resistance; Address; Antibodies; base; bcr-abl Fusion Proteins; BRCA1 gene; cancer cell; Cancer cell line; cancer therapy; Cell Proliferation; Cell Survival; Cells; chemotherapy; Chromatin Remodeling Factor; Chronic Myeloid Leukemia; Clinical; Clustered Regularly Interspaced Short Palindromic Repeats; Collection; Combined Modality Therapy; Complex; Dependency; design; Development; drug development; Epigenetic Process; Event; Frequencies; functional genomics; gene function; Gene Targeting; Genes; Genetic; Genetic Predisposition to Disease; Genetic Screening; Genetic Transcription; genome-wide; Genomic approach; Genomics; Health; Human; improved; inhibitor/antagonist; insight; Knock-out; Lead; Lesion; loss of function; loss of function mutation; Malignant Neoplasms; Mammalian Cell; Mediating; Methods; Modeling; Mutation; Normal Cell; novel; Oncogenic; Pathway interactions; Patients; Pharmaceutical Preparations; Play; Poly(ADP-ribose) Polymerases; Portraits; Prevalence; Process; research study; Resistance; response; RNA Interference; Role; screening; small molecule; SWI/SNF Family Complex; System; targeted treatment; Therapeutic; therapy development; tumor; Tumor Suppressor Genes; tumorigenesis; Up-Regulation; Variant; Work; ","Improving targeted therapies through functional genomic approaches","189437","ZRG1","Special Emphasis Panel ","","","03","43576","","43576",""
"9214324","R01","CA","5","N","03/14/2017","02/01/2017","01/31/2018","394","R01CA174723","","PA-11-260","5R01CA174723-04","NCI:95331\","Non-SBIR/STTR RPGs","2017","NATIONAL CANCER INSTITUTE","","ROCHESTER","UNITED STATES","","01","006471700","US","MAYO CLINIC ROCHESTER","MN","559050001","PUBLIC HEALTH RELEVANCE:  It has been established that cancerous masses are harder than noncancerous masses. Therefore, one way to diagnose cancer is to measure the stiffness of masses. Based on this idea, the goal of this project is to develop new tools for measuring the stiffness of tissue. The new tool, which is called RFCE, will be able to produce a map of breast stiffness, which a physician can use to identify cancerous and non-cancerous masses.","1879530; ","FATEMI, MOSTAFA ;","TATA, DARAYASH B","02/01/2014","01/31/2019","base; Benign; Biological; Biopsy; Breast; Breast Cancer Detection; breast imaging; cancer biomarkers; cancer care; Cancer Detection; cancer diagnosis; cancer imaging; Cancerous; Characteristics; Clinical; clinical practice; Clinical Sciences; Complex; Computational Technique; computer framework; Computing Methodologies; cost; Data; Detection; Development; Diagnosis; Diagnostic; Diagnostic Specificity; Disease; disease diagnosis; Early Diagnosis; Elasticity; elastography; emotional distress; Equation; Evaluation; Favorable Clinical Outcome; Geometry; Goals; Health; Health Care Costs; Human; human study; human tissue; Image; Imaging Device; imaging modality; Imaging Techniques; Imaging technology; improved; in vivo; Laboratories; Lead; Lesion; Magnetic Resonance Imaging; Malignant - descriptor; malignant breast neoplasm; Maps; Mass in breast; Measures; Methods; Modulus; Morphologic artifacts; Motion; multidisciplinary; novel; object motion; Outcome; Pathology; Patient Care; Patients; Performance; Physicians; Pilot Projects; Property; psychologic; quantitative imaging; Radiation; reconstruction; Research; Sensitivity and Specificity; soft tissue; Specificity; Structure; Techniques; Technology; Testing; Tissue Sample; Tissues; tool; Trauma; Ultrasonography; Uncertainty; Validation; vibration; viscoelasticity; Viscosity; Woman; Work; ","Generalized waveform methods for breast viscoelasticity mapping","174723","ZRG1","Special Emphasis Panel ","","","04","67688","27643","95331",""
"9217585","P01","CA","5","N","03/13/2017","02/01/2017","01/31/2018","","P01CA080111","","PAR-12-005","5P01CA080111-19","NCI:172437\","Non-SBIR/STTR RPGs","2017","NATIONAL CANCER INSTITUTE","","CAMBRIDGE","UNITED STATES","","07","120989983","US","WHITEHEAD INSTITUTE FOR BIOMEDICAL RES","MA","021421479","The relationship between the number and characteristics of breast epithelial progenitors and breast cancer risk is an important but poorly studied area of research. The proposed project will investigate candidate regulators of human breast epithelial progenitors and their relevance for breast cancer risk, which may open new venues for improved risk prediction and chemoprevention.","6804795; ","POLYAK, KORNELIA ;","","","","Age; Animal Model; Animals; Area; base; Biological Markers; Biological Process; Biology; BRCA1 gene; Breast; Breast Cancer Prevention; Breast Epithelial Cells; breast tumorigenesis; Bromodeoxyuridine; cancer prevention; cancer risk; carcinogenesis; CD44 gene; Cell Culture Techniques; Cell Differentiation process; cell type; Cells; Characteristics; Chemoprevention; Data; Development; Epidemiology; Epigenetic Process; Epithelial; Epithelial Cell Proliferation; Estrogen receptor positive; Fatty acid glycerol esters; Female; Fibroblasts; Formalin; Frequencies; Gene Expression; General Population; Genes; Goals; high risk; Hormonal; Hormone Responsive; Human; Immunohistochemistry; improved; in vivo; Infertility; inhibitor/antagonist; Knockout Mice; malignant breast neoplasm; mammary epithelium; Mammary gland; Mammary Gland Parenchyma; Mammary Neoplasms; Mammary Tumorigenesis; Methods; Modeling; Molecular Profiling; Mouse Mammary Tumor Virus; Mus; mutation carrier; Myoepithelial; Paraffin Embedding; parity; Pathway interactions; Play; Pregnancy; Prevention; Prevention strategy; progenitor; Proliferating; Property; Research; Risk; Risk Marker; Role; Sampling; self-renewal; Signal Pathway; Signal Transduction; Slice; stem; Stratification; Testing; TGFB1 gene; Time; Tissue Sample; tumor initiation; tumorigenesis; Variant; Woman; ","The Role of P27 in Breast Epithelial Progenitors and Breast Cancer Risk","080111","ZCA1","Special Emphasis Panel ","6669","","19","149372","23065","","172437"
"9223620","R01","AG","5","N","03/10/2017","03/15/2017","02/28/2018","866","R01AG026484","","PA-13-302","5R01AG026484-13","NIA:639324\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE ON AGING","","BOSTON","UNITED STATES","","08","073130411","US","MASSACHUSETTS GENERAL HOSPITAL","MA","021142696","PUBLIC HEALTH RELEVANCE: We propose to use novel MRI-based methods to determine how the small injuries to the brain from diseases of the small blood vessels interact to produce impairments in important brain functions such as memory, information processing speed, executive function, and walking ability. These studies of large-scale properties of brain structure and connectivity will be performed in individuals with cerebral amyloid angiopathy, a currently untreatable age-related degenerative condition of the small blood vessels in the brain that occurs in a substantial proportion of older people. These studies will create a strong foundation both for understanding the links between small brain injuries and impaired brain function and for efficient drug trials aimed at preventing disability in our aging population.","1884317; ","GREENBERG, STEVEN M;","HSIAO, JOHN ","09/15/2005","02/29/2020","age related; aged; Aging; aging population; Alzheimer's Disease; Amyloid; Amyloid deposition; Area; base; Biological; Blood Vessels; Brain; Brain Diseases; Brain Injuries; Brain region; brain tissue; Cerebral Amyloid Angiopathy; Cerebral hemisphere hemorrhage; cerebral microinfarct; Cerebral small vessel disease; Cerebrum; Clinical; Clinical Trials; Cognitive; cognitive performance; cohort; cortex mapping; Data; Degenerative Disorder; Dementia; Diagnosis; Diffusion Magnetic Resonance Imaging; disability; Disease; Disease Progression; effective therapy; Elderly; executive function; Familial Cerebral Amyloid Angiopathy; Foundations; Functional Magnetic Resonance Imaging; Funding; Gait; Gray unit of radiation dose; Health; histological image; Image; Impairment; in vivo; Individual; Influentials; information processing; Injury; interest; Investigation; Lesion; Life; Ligands; Link; Magnetic Resonance Imaging; Maps; Measurement; Measures; Memory; Methods; Microvascular Dysfunction; National Institute of Neurological Disorders and Stroke; neocortical; Network-based; neuroimaging; Neurologic Dysfunctions; non-demented; novel; Outcome; Pathology; Pathway Analysis; Patients; Performance; Pharmaceutical Preparations; Population; Positron-Emission Tomography; prevent; Preventive therapy; processing speed; Property; Public Health; Publications; Publishing; Recommendation; Reporting; Research Priority; research study; Resolution; Rest; Sporadic Cerebral Amyloid Angiopathy; stroke; Structure; success; Sum; tau Proteins; Testing; Time; Tissues; Translating; United States National Institutes of Health; Vascular Cognitive Impairment; Vascular Diseases; Walking; white matter; White Matter Hyperintensity; ","Vascular Dysfunction in Cerebral Amyloid Angiopathy","026484","ZRG1","Special Emphasis Panel ","","","13","367428","271896","639324",""
"9223983","R21","AG","1","N","03/10/2017","03/15/2017","02/28/2018","866","R21AG054846","SCHOOLS OF MEDICINE","PA-13-303","1R21AG054846-01","NIA:238500\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE ON AGING","","DURHAM","UNITED STATES","INTERNAL MEDICINE/MEDICINE","01","044387793","US","DUKE UNIVERSITY","NC","277054673","5.5.2. SPECIFIC AIMS PROJECT RELEVANCE As the population ages and life expectancy grows longer, policy makers and citizens are concerned that our extra years should be healthy, productive, and enjoyable, not extra years of disease and disability. Finding new strategies to prevent age-related disease and disability requires research to identify risk factors in early- to-midlife that can be ameliorated or reversed and also research to test effectiveness of these amelioration strategies. This research agenda depends on reliable and valid measurements of biological aging during midlife ? before the onset of age-related disease. Ideal laboratories for developing such measurements are studies that have followed cohorts longitudinally over time during midlife, including the Dunedin Study. The proposed work will improve knowledge by generating findings about reliability and validity of tools to quantify biological aging in midlife. Findings are expected to support future randomized clinical trials of midlife interventions intended to reverse the effects of early-life adversity, prevent age-related diseases, and enhance wellbeing in late life.","10592558; ","BELSKY, DANIEL WALKER;","KOHANSKI, RONALD A.","03/15/2017","02/28/2019","Age; Age Distribution; age related; Aging; Aging-Related Process; Agreement; Algorithms; Archives; biobank; Biological; Biological Aging; Biological Markers; Biological Process; Birth; Blood; body-mind; Cessation of life; Chronic Disease; Clinical; clinical biomarkers; Clinical Trials; cognitive function; cohort; Data; Data Set; Databases; Deterioration; disability; Disabled Persons; Disease; DNA Methylation; Effectiveness; Elderly; Factor Analysis; fly; follow-up; frailty; functional disability; Future; Genetic Transcription; genome-wide; Genomics; head-to-head comparison; Health; Human; human study; Impaired cognition; improved; indexing; Individual; Intervention; Intervention Studies; Intervention Trial; Knowledge; Laboratories; Lead; Life; Life Expectancy; Life Experience; Light; Literature; Longevity; longitudinal analysis; Longitudinal Studies; Measurement; Measures; Methods; Methylation; middle age; Molecular Profiling; Monitor; mortality; Mus; non-genomic; Outcome; peer; Perception; Persons; Physical Function; Physiological Processes; Pilot Projects; Policy Maker; Population; prevent; Process; Process Measure; Productivity; prospective; Publishing; Randomized Clinical Trials; randomized trial; Research; Risk; Risk Factors; Sampling; Speed; telomere; Testing; theories; therapy development; Time; tool; Translating; Translations; Validity and Reliability; whole genome; Work; Yeasts; young adult; ","A pilot study to advance translation of molecular signatures of biological aging","054846","ZRG1","Special Emphasis Panel ","","","01","150000","88500","238500",""
"9224400","K99","NS","1","N","03/09/2017","03/15/2017","02/28/2018","853","K99NS099469","SCHOOLS OF MEDICINE","PA-16-077","1K99NS099469-01","NINDS:65523\","OTHER RESEARCH-RELATED","2017","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","NEW HAVEN","UNITED STATES","NEUROLOGY","03","043207562","US","YALE UNIVERSITY","CT","065208327","Myelin forming oligodendrocytes are continually generated from a resident progenitor cell population in the developing and adult central nervous system. Our limited knowledge of the cellular dynamics of how oligodendrocytes differentiate and establish mature myelinating internodes in the intact brain limits our ability to fully understand how these fundamental processes are altered in numerous disease states. This proposal will develop and implement a novel set of tools that allows the spatiotemporal examination of myelin formation, regeneration, and axon-oligodendrocyte dynamic interactions in the live mammalian brain, thus providing a foundation to study and understand these processes in pathology.","12008371; ","HILL, ROBERT ;","MORRIS, JILL A","03/15/2017","02/28/2019","Academic advising; Action Potentials; Acute; Adult; Animals; ANK3 gene; Astrocytes; Axon; axon regeneration; base; Biological Neural Networks; Brain; career; Cell Differentiation process; Cells; cellular imaging; Central Nervous System Diseases; Cerebral cortex; Cessation of life; Cognition; Collaborations; Communication; Complex; Coupled; Coupling; CSPG4 gene; Demyelinating Diseases; Demyelinations; Deposition; design; Development; Disease; Dyes; Ensure; Environment; Event; Fluorescence; Fluorescent Dyes; Foundations; Gap Junctions; Generations; Genes; Giant Cells; Goals; Growth; Hour; Human; Image; imaging platform; in vivo; in vivo imaging; Injury; Investigation; Knowledge; Label; Learning; Life; Light; Maintenance; Mentorship; Methods; Microscopy; Molecular; Molecular Weight; mouse model; Multiple Sclerosis; Mus; Myelin; myelination; Natural regeneration; nervous system disorder; Nervous System Physiology; Nervous system structure; Neuraxis; Neuroglia; Neuronal Plasticity; Neurons; Neurosciences Research; Nodal; novel; novel strategies; oligodendrocyte myelination; Oligodendroglia; Optics; Pathology; Phase; Play; Population; Process; progenitor; promoter; Ranvier's Nodes; remyelination; Reporter; Research; Research Personnel; research study; Resolution; response to injury; Role; Sodium Channel; spatiotemporal; stem; Stem cells; Stereotyping; Stretching; Structure; sulforhodamine 101; System; Techniques; Testing; Time; tissue fixing; tool; Training; Universities; ","Uncovering mechanisms of myelin formation and regeneration in the live brain","099469","NST","NST-2 Subcommittee ","","","01","60669","4854","65523",""
"9225216","R01","EY","5","N","03/13/2017","03/01/2017","02/28/2018","867","R01EY026041","SCHOOLS OF MEDICINE","PA-13-302","5R01EY026041-02","NEI:328617\","Non-SBIR/STTR RPGs","2017","NATIONAL EYE INSTITUTE","","TUCSON","UNITED STATES","BIOCHEMISTRY","03","806345617","US","UNIVERSITY OF ARIZONA","AZ","857210158","PUBLIC HEALTH RELEVANCE: Rhodopsin is a prototype for membrane proteins called G-protein-coupled receptors (GPCRs) that are implicated in biological signaling, and constitute the targets of 30-50% of all known pharmaceuticals (J. P. Overington et al. (2006) Nat. Rev. Drug. Disc. 5, 993-996). Because the majority of pharmaceuticals target GPCRs, unraveling the mechanism GPCR function and activation is clearly of great interest for medicine and the society at large. Our approach uses solid-state NMR spectroscopy in combination with molecular dynamics simulations to uncover the molecular motions that underlie triggering of the visual process. We will discover how rhodopsin achieves the extreme high fidelity required for visual signaling. The methodological developments will set the foundation for future investigations of rhodopsin mutants in debilitating visual diseases, such as retinitis pigmentosa. Our robust and novel approach will give us important insights that are transferable to the broader class of GPCRs in human biology and pharmacology.  Our studies will test new hypotheses about the ways that rhodopsin becomes activated by light, yielding the interaction with the signaling protein transducin. Human hereditary blindness can be understood through structural studies of rhodopsin. Extending the approach to other GPCRs can stimulate ligand-based drug discovery. More than a hundred mutants of human rhodopsin have been identified in patients afflicted with eye diseases, such as macular degeneration, congenital night blindness, and retinitis pigmentosa (A. Rattner et al. (1999) Ann. Rev. Gen. 33, 89-131). Losses of receptor-G protein binding can contribute to the dysfunctions of essential fatty deficiency, including losses in cognitive skills and learning, spatial and odor discrimination, and visual acuity (N. Salem et al. (2001) Lipids 36, 945-959). Furthermore, about 10% of individuals 65-75 years of age have macular degeneration, which increases to 30% for patients 75-85 years of age. Here the loss of central vision profoundly affects the inability to read texts or distinguish faces-for elderly people this can be devastating. Such non-communicable, age-related diseases are becoming increasingly prevalent in Western societies. They represent a societal burden that urgently must be addressed (National Institute on Aging, 2007 'Why Population Aging Matters').  The combination of our novel NMR methods with molecular dynamics computer simulations has a huge potential for biological insights of far-reaching significance (N. Leioatts et al. (2014) Biochemistry 53, 376?385). We will apply these technologies to the discovery of the dynamic structural changes in the native photosequence of rhodopsin. It will allow us for the first time to peer into the shape changes of rhodopsin that underlie the process of visual signaling. A product of this work will be a molecular dynamics movie showing rhodopsin activation in vivid detail, which will be disseminated to the public at large for educational purposes. Indeed, the GPCR field is entering its most exciting phase: molecular information together with modern spectroscopic approaches brings us closer to revealing and understanding the processes of biological signaling.","7780342; ","BROWN, MICHAEL F;","NEUHOLD, LISA ","03/01/2016","02/28/2019","Address; Affect; Affinity; age related; Age-Years; aging population; Agonist; Apoproteins; base; Binding; Binding Proteins; Biochemistry; Biological; Biological Process; Biology; Catalysis; Cellular Membrane; cofactor; cognitive skill; Computer Simulation; Coupled; Coupling; dark matter; Data; Development; Dimensions; Discrimination; Disease; drug discovery; Elderly; Electronics; Encapsulated; Environment; Equilibrium; Event; Eye diseases; Face; Family; flexibility; Foundations; Fourier Transform; Functional disorder; Future; G-Protein-Coupled Receptors; Goals; Grant; GTP-Binding Proteins; Health; hereditary blindness; Human; Human Biology; Hydration status; Hydrogen Bonding; Individual; innovation; insight; interest; Investigation; Learning; Length; Ligands; Light; Lipid Bilayers; Lipids; Macular degeneration; Magnetic Resonance; Mechanics; Mediating; Medicine; Membrane; Membrane Lipids; Membrane Proteins; metarhodopsin; Methods; Modeling; Molecular; Molecular Conformation; molecular dynamics; molecular size; Motion; Movement; movie; mutant; National Institute on Aging; Night Blindness; NMR Spectroscopy; novel; novel strategies; Odors; Opsin; Organism; Osmotic Pressure; Patients; peer; peptide analog; Peptides; Pharmaceutical Preparations; Pharmacologic Substance; Pharmacology; Phase; Photochemistry; Photons; Physiological; polyunsaturated fat; Property; Protein Dynamics; Proteins; prototype; Reading; receptor; Receptor Activation; receptor function; Relaxation; Research; research study; restraint; Retinal; retinal rods; Retinitis Pigmentosa; Retinoids; Rhodopsin; Roentgen Rays; Role; Shapes; Signal Transduction; Signaling Protein; simulation; Site; Societies; solid state; solid state nuclear magnetic resonance; Spectrum Analysis; Spin Labels; Stress; Structure; Study models; Surface; Technology; Temperature; temporal measurement; Testing; Text; Time; Transducin; Vision; Visual; Visual Acuity; visual excitation; visual process; visual processing; Visual Signal Transduction Pathway; Water; Work; ","MEMBRANE BASIS OF VISUAL EXCITATION","026041","MSFB","Macromolecular Structure and Function B Study Section ","","","02","225000","103617","328617",""
"9229337","R25","HL","2","N","03/17/2017","03/17/2017","02/28/2018","837","R25HL108842","SCHOOLS OF MEDICINE","RFA-HL-16-008","2R25HL108842-06","NHLBI:88387\","OTHER RESEARCH-RELATED","2017","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","ANN ARBOR","UNITED STATES","PHYSIOLOGY","12","073133571","US","UNIVERSITY OF MICHIGAN","MI","481091276","Narrative The goal of our renewal R25 program is to continue to provide undergraduate students from minority or disadvantaged backgrounds an exciting research experience in cardiovascular, pulmonary or sleep-related physiology at the University of Michigan. Our goal is that this research experience will stimulate the career development of young talented students from diverse backgrounds.","1903004; ","BORJIGIN, JIMO ;","SCOTT, JANE ","06/15/2011","02/28/2022","abstracting; Advisory Committees; Animal Model; Area; Award; Bachelor's Degree; Basic Science; Biology; Biomedical Research; Blood; Cardiovascular system; career; career development; Career Mobility; cerebrovascular; Circadian Rhythms; Clinical; Clinical Research; Collaborations; Communication; design; Disabled Persons; Disadvantaged; disadvantaged population; Diverse Workforce; Doctor of Philosophy; Education Projects; education research; Educational process of instructing; effectiveness research; Enrollment; Ensure; Ethics; ethnic minority population; experience; Faculty; faculty mentor; Funding; Future; Goals; Graduate Degree; health disparity; Heart Diseases; interest; Laboratories; Laboratory Research; Lead; lectures; Lung; Manuscripts; medical schools; medically underserved population; meetings; member; Mentors; Michigan; Minority; Minority Graduate Student; minority student; Mission; Molecular; Monitor; National Heart, Lung, and Blood Institute; Occupations; Oral; outreach; Paper; Participant; Physiology; Population; Population Heterogeneity; Positioning Attribute; Private Sector; programs; Publications; Publishing; racial and ethnic; racial minority; Records; Recruitment Activity; Research; Research Project Grants; Research Training; Resources; Science; Science, Technology, Engineering and Mathematics; Scientist; Series; skills; Sleep; student mentoring; Student recruitment; Student Selections; Students; summer program; summer research; symposium; Time; Training; undergraduate research; undergraduate student; Underrepresented Students; United States National Institutes of Health; Universities; university student; web site; Work; ","Promoting Diversity of Future Scientists","108842","ZHL1","Special Emphasis Panel ","","","06","81840","6547","88387",""
