"APPLICATION_ID","ABSTRACT_TEXT"
"9354266","Core B: Clinical supports the Adult Children Study Program Project Grant by recruiting, enrolling and longitudinally following adult children, age 45-74 years at entry, of parents with and without symptomatic Alzheimer disease. ACS participants age 45-64y will have clinical and psychometric assessments at entry and every 3 years thereafter (annually for ACS participants ?65y). The Core is essential in that it supplies carefully characterized participants to all relevant Cores and Projects. The Clinical Core interacts directly or indirectly on a daily basis with virtually every facet of the ACS PPG. The functions of the Core are to: 1. Recruit, enroll, and maintain the ACS cohort at ~300 active participants to support the Projects in this application. Twenty-five new participants <65y will be enrolled each year to replenish the younger groups due to aging into the ?65y group. 2. Comprehensively assess the ACS participants with well-established clinical and psychometric instruments at entry and every three years (annually for participants ?65 years of age). 3. Obtain blood at the initial assessment from all participants for apolipoprotein E (APOE) genotyping and banking of extracted DNA and plasma (supported by the Knight ADRC Genetics Core). 4. Coordinate the participation of ACS participants in the procedures of the Biomarker Core and all Projects: Project 1 ? Preclinical Predictors of Progression from Cognitive Normality to Impairment Project 2 ? CSF Biomarkers of AD Progression Project 3 ? Attentional Control, Sleep, and Memory Consolidation: The Role of AD Biomarkers Project 4 ? Dynamic Ordering of Imaging Biomarkers in Preclinical AD 5. Integrate all Core data with the DMBC, and interact cooperatively with all components of the PPG. 6. Encourage the retention of ACS participants by safeguarding their research data, monitoring the participants? burden as they complete the protocols of the Cores and Projects, annually sharing with them research results, and soliciting their input into the aims and operations of the ACS."
"9495669","DESCRIPTION (provided by applicant): While some patients with lower urinary tract dysfunction (LUTD) have etiologies limited to peripheral or end- organ dysfunction (e.g. bladder, urethra, vagina, prostate and/or pelvic floor muscle dysfunction), we hypothesize that many patients have central or systemic pathophysiologic processes contributing to their symptoms. For example, women and men with a history of childhood or adult trauma and those with psychological co-morbidities may represent one group of patients who have a systemic process causing or contributing to their LUTD. To better understand and develop targeted treatment approaches for patients with such central LUTD, the Iowa Research Site proposes to perform multicenter and multidisciplinary research with other sites to 1) develop and test an innovative symptom-based instrument for men and women which will better characterize LUTD patients' urologic symptoms and symptom-related bother and 2) collect detailed and extensive longitudinal data (including symptom-based outcome measures and biomarkers) in men and women with LUTD to better understand phenotypic subgroups of patients. We will recruit equal numbers of men and women with clinically- and urodynamically-defined LUTD, including detrusor overactivity with or without urge incontinence, stress urinary incontinence and obstruction. Data collection will occur at baseline, monthly and at 12 months, including symptom progression and flares. Furthermore, we will obtain both systemic (salivary cortisol, serum C-reactive protein, and resting heart rate and blood pressure) and urinary (inflammatory cytokines, neurotropins, stress proteins, tissue remodeling proteins) biomarkers related to neuroendocrine dysfunction and systemic inflammation, which may correlate with systemic vs. peripheral LUTD phenotypes."
"9279109","Overview. The Pilot and Feasibility Project (P/F) program is an important component of Core Center activities that facilitates and promotes GI research at JHU. The highest priority of our P/F program is to provide financial support, mentoring, and training to young investigators who have shown interest and significant promise in GI research. In addition, our P/F program supports highly innovative research of more established investigators who are not currently working in the GI field but are interested in applying their expertise to studies that answer important mechanistic questions related to digestive disorders. In agreement with the NIDDK guidelines, the P/F program can offer established GI investigators support to develop new areas of GI research, although we have not yet funded proposals in this category due to lack of compelling applications and our priority of funding young investigators. In the first 3 years of its existence, the P/F program has funded 11 applications; all of those were from junior investigators. In the fourth year, we selected for funding two applications from young investigators and two from more established investigators currently working in non-GI fields. Altogether, over the 4 years, the average success rate (funded/submitted) of applications is 25%, the applications from young investigators represent 82% of funded projects, and the applications from established investigators new to the field constitute 18% of funded projects. Our P/F program has significant outreach, attracting applicants and members from both clinical and basic science departments. About half of our awardees (54%) came from the Department of Medicine, another half (46%) ? from the Departments of Cell Biology, Physiology, Pediatrics, Biophysics, Genetics, and Material Science and Engineering. Over three years, the P/F program invested $275,000 and yielded $2,410,000 of new funds from various sources, an 8.7 fold return on investment (calculated on one year funding, direct costs; considering 5 year funding, yield is $8,800,000, direct costs, a 32 fold return). In agreement with NIH guidelines, evaluation will also be done at 5 and 10 years after investment. Main Goals. Our broad Specific Aims remain the same as previously and follow the NIH guidelines for the P/F programs under the Silvio O. Conte Digestive Diseases Research Core Centers. Specifically, the P/F program will provide financial support to three categories of investigators, with highest priority for category 1: 1) Young and new investigators without current and prior NIH support (R01, U, or P grants) as Principal Investigators, who show interest and great promise in GI related research 2) Investigators, who have NIH funding (at the time of the awards or had such funding in the past), are established in other research disciplines, and have expertise that would move digestive disease research at JHU forward but have not previously taken part in GI research. The supported projects would test innovative tools and concepts in the experimental systems relevant to the digestive tract. 3) Investigators already working in digestive diseases, who propose to make a substantial change in the direction of their research. The P/F awards will support projects that aim to generate additional preliminary data necessary for full-size grant applications to the NIH (the R01 mechanism) as well as other funding agencies. Applications from new and establish investigators that test novel concepts, utilize innovative experimental systems or propose to carry the GI research at the interface of different disciplines will have significant support. In addition to financial assistance, the P/F program offers mentoring and guidance to recently appointed young investigators, as well as opportunity to showcase their research and test their ideas. Specific plans to achieve our goals. The main approaches to application solicitation, selection, and review will remain unchanged from our current P/F program, based on the success we have had with this program. Specifically, identification of P/F projects for funding will follow a 5-step process (outlined in detail in the application) including advertising, internal review for eligibility, evaluation of scientific merit by our External Scientific Advisory Committee (an independent external committee), final selection, and feedback to all (successful and non-successful) applicants. We will further streamline the application process and introduce a pre-application Q&A session (see below) to familiarize the potential applicants with the guidelines as well as review process. We will also continue our program of regular evaluations, as well as encouraging wider dissemination of the P/F results. A newly begun feature of the P/F program involves a brief introductory presentation of the P/F by new awardees at Work-in-Progress at the beginning of the academic year and summary reports by past awardees ending each academic year. We will also enhance current mentoring of young trainees. We will continue to encourage applications from this group for larger NIH R01-type grants; however, a new feature of our P/F program is to advise the applicants to send their grants for initial evaluation and feedback to a recently established JHU ?Experts panel? composed of senior scientists with significant expertise in grant writing/reviewing."
"9303338","PROJECT SUMMARY/ABSTRACT While it is established that the incidence of gastric ulcers in the elderly is primarily due to increased use of NSAIDs and other medications, and increased H. pylori infection, the tissue's ability to repair gastric injuries is impaired. Our impression that ulcers heal normally in the aged stomach is false. The available treatments for peptic ulcer are essentially based on gastric acid suppression with anti-secretory drugs and the eradication of H. pylori infection. Despite the evidence that shows ulcers and their complications are a burden that is focused in the elderly, there is a lack of knowledge as to the molecular mechanisms that disrupt repair even after H. pylori eradication within the aged stomach. The objectives of this proposal are to 1) develop an understanding for the process of gastric regeneration, and to then 2) identify the mechanism by which the basic aging process of the stomach leads to an epithelium incapable of repair in response to injury. The acquisition of such knowl- edge is the first step in a continuum of research required to achieve our long-term goal to understand the proc- ess of gastric epithelial repair in response to injury. The central hypothesis is that loss of Hedgehog signaling within the normal stem cell environment of the aged stomach results in impaired regeneration of the stomach in response to injury. The hypothesis has been formulated on the basis of preliminary data that show during re- pair of the stomach in response to ulceration there is the emergence of Spasmolytic Polypeptide/TFF2- Expressing Metaplasia (SPEM) cells at the base of ulcer margin. Our data suggest that SPEM represents the major reparative lineage responsible for wound healing after severe gastric ulcer injury. We have also identi- fied that the cell surface protein CD44, in particular its variant isoforms (CD44v), marks a population of cells within reparative SPEM glands that express Hedgehog receptor Patched (Ptch). Moreover, Hedgehog proteins Sonic Hedgehog (Shh) and Indian Hedgehog (Ihh) are key regulatory factors that play reparative roles in re- sponse to injury by regulating macrophage infiltration and CD44v expression, respectively. Guided by strong preliminary data, this hypothesis is tested by pursuing two specific aims: 1) what is the mechanism by which Hedgehog signaling regulates gastric epithelial repair? And, 2) what is the mechanism by which the aging process of the stomach leads to disrupted repair? The hypothesis will be tested using bone marrow chimeras, heterochronic and isochronic parabioses, a mouse injury/transplantation model using mouse- and human- derived gastric organoids and lineage mapping experiments. At the completion of these studies, we expect to define the molecular events that are crucial for the repair of the gastric epithelium. Outcomes from the pro- posed studies are expected to have significantly advanced our current knowledge of the mechanism by which aging leads to disrupted epithelial repair. The rationale that underlies the research proposed is to develop the potential for testing therapeutic target efficacy and other strategies, such as stem-cell therapy, for the regen- eration of the aged stomach."
"9291460","DESCRIPTION (provided by applicant): Glomerular disease is the third leading cause of end stage renal disease in the US, with its related health care costs estimated at $4.1 billion annually. Nephrotic syndrome (NS), characterized by podocyte injury, is one of the most common forms of glomerular disease. Importantly, progressive podocyte injury and loss are also known to be critical determinants of glomerular disease progression. Since the signaling pathways in podocytes most critical for regulation of injury are not yet known, there is an urgent need to better understand which pathways are most able to regulate podocyte injury and recovery to enable the development of more targeted and effective therapies for NS. Our long-term goal is to define specific molecular signaling pathways able to regulate podocyte injury in NS to develop more targeted and less toxic therapies for NS. The overall objective of this proposal is to determine the ability of the glucocorticoid receptor (GR), peroxisome proliferator-activated receptor ? (PPAR?), and MAPK signaling pathways to regulate podocyte injury, and to exploit this knowledge to develop more effective novel therapies for NS. Based on this, we hypothesize that specific manipulation of the GR and PPAR? nuclear receptor pathways and MAPK pathways, and cross-talk among them, will reduce podocyte injury during NS. The rationale for the proposed studies is that specific manipulation of GR-, PPAR?-, and MAPK-mediated pathways or cross-talk among them can ameliorate glomerular injury in NS, and will enable the development of more effective novel approaches to treat NS in the future. To test our hypothesis, we propose the following Specific Aims: 1) To determine if manipulation of critical components of GR and PPAR? nuclear receptor signaling can enhance podocyte protection from injury, 2) To determine the extent and biologic significance of cross-talk among the GC-, TZD-, and MAPK-mediated signaling pathways during podocyte injury, and 3) To determine if manipulation of GC-, TZD-, and MAPK-mediated signaling can ameliorate glomerular injury in animal models of NS. These studies will identify specific potential targets for future drug therapy in NS, and potentially many other glomerular diseases where podocyte injury plays a central role. Validation of these podocyte signaling components as potential drug targets will guide the development of more targeted, more effective, and less toxic therapies for one of the most common kidney diseases in the US."
"9280762","Aging is commonly associated with impaired memory, which is thought to result from altered synaptic connectivity and function in the medial temporal lobe (MTL), comprised of the hippocampus and medial temporal cortex (entorhinal, perirhinal and parahippocampal regions). Recent studies in rodent models and humans identified two particularly vulnerable elements within the MTL, the layer II pyramidal cells in the lateral entorhinal cortex, and GABAergic inhibitory interneurons in the dentate gyrus. These two neurons types are crucial for processing in the dentate gyrus (DG) subfield of the hippocampus. The lateral entorhinal cortex (LEC) cells, along with the medial entorhinal cortex (MEC), provide the bulk of the excitatory input to the granule cells in the DG. At the same time, the integrity of inhibitory circuits within the DG are important for ?sparse encoding? in DG contributing to pattern separation. Both, LEC cells and interneurons show early alterations in their molecular make-up during aging that are tightly coupled to memory loss. Notably, levetiracetam treatment (LEV), an intervention that restores mnemonic capabilities in elderly humans and rodents also restores molecular signs of dysfunction in LEC layer II neurons and dentate interneurons. The central goal of Project 3 will be to advance understanding of how aging affects the functionality and plasticity of these circuits at a synaptic level.  Project 3 will combine optogenetics with synaptic electrophysiology for in vitro studies on the strength and function of the two entorhinal input streams (LEC and MEC), the local inhibitory connections in the DG, as well as on the effects of therapeutic interventions on these circuits. We hypothesize 1) that aging alters the functional balance of LEC and MEC inputs to DG in aged rats with cognitive impairment, contributing to the predominance of MEC processing over input from LEC as observed in the encoding properties of hippocampal neurons, 2) that inhibitory function in the DG is crucial for preservation of cognitive performance during aging and may be achieved in unimpaired aged rats in a compensatory manner that distinguishes those aged rats from young adults, and 3) LEV treatment improves cognitive performance by restoring functionality in the balance of EC inputs to granule cells, and/or by promoting compensatory changes in the inhibitory DG network. The proposed studies will provide the first comprehensive picture of how neurocognitive aging affects synaptic function in vulnerable DG/Hilar circuits, and will further our understanding of how therapeutic interventions can ameliorate the effects of aging on cognition."
"9296125","DESCRIPTION (provided by applicant): The LURN Research Network was formulated in order to: 1) develop and test symptom-based measurement tools (patient-reported outcomes) to quantify and measure the entire spectrum of lower urinary tract disorders (LUTD) in men and women, 2) conduct in-depth phenotyping of targeted LUTD subpopulations, 3) identify methods or biomarkers which correlate with clinical symptom initiation or progression, and 4) distribute findings to the research community. This proposal from a team of experienced clinicians and researchers at the University of Michigan demonstrates our ability to recruit men and women with a broad range of LUTD. A series of innovative phenotyping studies are then proposed in order to help the LURN address its stated goals. Our group is committed to working collaboratively with the LURN network to recruit patients into existing protocols or to help in the development of new studies related to symptom measurement and phenotyping. Specific Aim 1 is to successfully recruit patients into the LURN network. The recruitment team includes Urologists (n=5), Urogynecologists (n=4), Family Medicine physicians (n=3), and Physician Assistants (n=2). This group has well established and ongoing clinical and research collaborations, and has demonstrated the ability to recruit a broad range of male and female LUTD patients for research studies, including urinary incontinence, voiding dysfunction, and pelvic pain. Specific Aim 2 is to conduct innovative phenotyping studies in subgroups of LUTD patients. We describe three phenotyping projects which assess different potential etiologic mechanisms for LUTD. Project 1 correlates measures of global (non-urologic) sensory sensitivity with LUTD symptoms. We hypothesize that global sensory abnormalities will be less common in LUTD patients than in pelvic pain patients recruited through the NIDDK MAPP research network. Project 2 will measure the degree of lower urinary tract fibrosis utilizing novel urine markers. We hypothesize that the degree of fibrosis will correlate with LUTD symptom severity in men and women. Project 3 will assess urethral function using urethral pressure profilometry in women with urge urinary incontinence and asymptomatic controls. We hypothesize that women with urge incontinence symptoms will have poor urethral urethral function compared with asymptomatic controls. These three phenotyping projects are designed to identify clinically relevant subgroups of LUTD patient who may benefit from unique, targeted therapies."
"9280924","?    DESCRIPTION (provided by applicant): Obesity is occurring at epidemic rates in the United States and worldwide, impacting the risk and prognosis of many diseases, especially type 2 diabetes mellitus, cardiovascular disorders, hypertension, and certain cancers. Therefore, developing prevention and treatment strategies for obesity and its co-morbidities is of the utmost importance for the healthcare and scientific research communities. Brown fat plays a pivotal role in adaptive thermogenesis, a physiological process during which energy is dissipated in response to environmental changes, such as cold temperature and diet. Although brown fat was once considered only necessary in infants, recent studies have provided evidence that, contrary to prior belief, this tissue is present and active in adult humans. The unique property of brown fat to mediate energy expenditure and thermogenesis depends on the presence of uncoupling protein 1 (UCP1), a mitochondrial ion carrier that is uniquely expressed in brown fat and permits proton translocation through the mitochondrial inner membrane, thereby uncoupling respiration from ATP synthesis and facilitating fatty acid oxidation and dissipation of energy. Thus, identification of agents that promote UCP1 expression and function would provide potential avenues for the development of new anti-obesity therapies. We have recently discovered that members of the paracrine Fibroblast Growth Factor (FGF) family can robustly induce UCP1 expression and increase mitochondrial function. Building on these preliminary data, we hypothesize that the paracrine FGF functions as a new regulator of mitochondrial activity and thermogenesis by inducing UCP1 expression and promoting fuel utilization. We propose to directly test this hypothesis by determining the cellular and molecular mechanisms mediating FGF's effect on UCP1 expression and mitochondrial function using both in vitro and in vivo systems. Success of the proposed studies would not only launch a new paradigm of energy regulation but also create potential therapeutic approaches to treat obesity and its many related disorders."
"9293308","TR&D1: Rotating Frame MRI Techniques:   Exchange Mediated Imaging Biomarkers    P.I: Ravinder Reddy, PhD  Co-investigators:  Ravi Prakash Nanga PhD, Catherine DeBrosse BS, Arijitt Borthakur PhD, and Hari Hariharan PhD  ABSTRACT   The major barriers for progress in the field of biomedicine are limitations of existing methods in  detecting and quantifying molecular changes during preclinical stages of disease. In this TR&D, as  emphasized by several compelling collaborative projects, we propose to develop and optimize several  molecular MRI biomarkers based primarily on chemical exchange phenomenon.   The primary advantage of chemical exchange saturation transfer (CEST) methods is that, depending  upon the rates of exchangeable spins, they inherently have an order of magnitude or greater sensitivity  advantage over conventional magnetic resonance spectroscopy (MRS). In the previous funding period, we  have developed several amine and hydroxyl group based CEST imaging techniques to measure endogenous  metabolites from brain, skeletal muscle, heart and cartilage. While we have made significant progress, as  demonstrated by the number of publications, the methods developed so far have been limited to single slice  imaging with long acquisition times and suboptimal corrections of field inhomogeneities that preclude their  broader application.   To address these issues, in this competing proposal, we will develop and optimize 3D CEST imaging  methods for amine and hydroxyl CEST imaging, with built-in provisions for radiofrequency and static field  inhomogeneity measurements. Custom designed saturation pulses integrated with different 3D readout  strategies will be investigated to determine the optimal method for a given application. In order to improve the  temporal resolution we will also develop and optimize methods for integrated single shot z-spectrum from  localized regions of tissues and evaluate its feasibility in measuring amine and hydroxyl CEST effect from  different organs. Finally, we will design and evaluate a method based on the transverse relaxation (T1? and T2)  enhancement by intermediate to fast exchanging systems (TRACE) and compare its performance with the  conventional CEST in terms of sensitivity and temporal resolution. Successful accomplishment of these aims  will lead to imaging-based biomarkers that are noninvasive and nonradioactive, with high spatial and temporal  resolution. These biomarkers will aid in study of pathologies associated with neurodegeneration,  neuropsychiatric disorders, oncology, cardiovascular, and musculoskeletal disease, thereby contributing to  fundamental understanding and improved health care."
"9280923","DESCRIPTION (provided by applicant): Between 2002-2012, the NIDDK sponsored Phases 1 and 2 of the prospective Chronic Renal Insufficiency Cohort (CRIC) Study, which enrolled >3,900 adults with chronic kidney disease at seven Clinical Centers to address the overarching goals of identifying risk factors for kidney disease progression and clarifying the relationship between renal dysfunction and the risks of subclinical and clinical cardiovascular events, death, and resource utilization. The initial five-year follow-up of Phase 1 was extended by an additional five years in Phase 2, which ends April 2013. The proposed CRIC-Phase 3 offers a unique opportunity to leverage the existing effort and success of CRIC by extending the follow-up for the existing cohort to June 2018; by recruiting and following a new cohort of 1,500 individuals with less severe CKD; and by evaluating a more comprehensive set of exposures and outcomes. CRIC-Phase 3 will become an unparalleled resource that will expand the science related to chronic kidney disease natural history as well as the impact of kidney dysfunction on the development and progression of cardiovascular disease and other adverse events. Specific Aims to be addressed by the Kaiser Permanente Northern California/University of California, San Francisco Clinical Center are: 1. To re-enroll a high percentage of CRIC-Phase 1 participants into CRIC-Phase 3. 2. To recruit and enroll an additional cohort of 215 participants with less severe CKD into CRIC-Phase 3. 3. To collect exposure and outcome data per the CRIC-Phase 3 protocol.4.To maintain high levels of retention in the study. 5. To investigate clinical events and obtain supporting medical records and documentation. 6. To enter data and process/ship biological specimens. 7. To implement local quality assurance and quality control procedures as a means to obtain standardized, high quality measurements. 8. To monitor data collection, data entry, and follow-up rates. 9. To participate in governance and oversight of CRIC through study-wide subcommittees and activities. 10. To publish and present findings from the CRIC Study. 11. To promote and support the conduct of ancillary studies in CRIC, including collaboration with the broader nephrology research community."
