"APPLICATION_ID","ABSTRACT_TEXT"
"9414887","?     DESCRIPTION (provided by applicant): This is a competitive renewal application to continue training postdoctoral fellows in nephrology research. Our goal is to prepare fellows for a career in Academic Nephrology by training them to use state-of-the-art basic or clinical investigative tools and methods to interrogate important issues in renal physiology and pathophysiology. We will continue to rely on an interdisciplinary approach that involves 20 preceptors from the Renal Division and from the Departments of Immunology, Pediatrics, Physiology, Radiology, and Transplant Surgery, and from the Divisions of Digestive Diseases and Geriatrics. Training is offered in four focus areas: 1) renal tubular physiology; 2) metabolic consequences of renal dysfunction; 3) clinical, translational, and epidemiological research; and 4) transplantation and immunology. Each of the preceptors has an outstanding training record and research funding from the NIH and/or VA. By providing trainees with relevant formal and informal scientific courses and a variety of career development activities while simultaneously immersing them in specific research projects, this program will provide a solid foundation on which to build a career  in Academic Medicine. Two categories of trainees will be chosen: 1) MDs or MD/PhDs from the adult/pediatric Renal Fellowship programs; and 2) PhD candidates. Over the past 10 years, there have been 16 trainees supported by this grant: 6 are full-time medical school faculty members engaged in basic or clinical research; 1 is a health scientist at the CDC; 6 continue to be engaged in full-time research training; 1 is teaching chemistry at a state university; and 2 have entered nephrology practice. Thus, 7 of the 10 trainees (70%) who completed all of their training during 2005-2015 entered academic medicine and are currently full-time faculty members at a medical school or at the CDC. Three of them have received research grants from the NIH or other sources of funding, a 4th has a pending grant application, and a 5th is a CDC scientist funded by intramural CDC funds. Three of the 6 trainees who are still engaged in research training have pending NIH K-grant applications. During the past 10 years, 9 women and 6 members of an under- represented minority group have received support from this T32. Fifteen of 16 trainees have published peer-reviewed papers. We have filled every available position every year since the start of this program in 1990. We seek funding to continue this successful training program."
"9213709","Project Summary/Abstract This project will involve an examination of the impact of a mobile intervention to improve social functioning in schizophrenia using an evidence-based treatment framework to target deficits in social skills and social motivation. Social impairment is a key characteristic of schizophrenia, present prior to onset and predictive of long-term course. The approach of the current project is to use Ecological Momentary Intervention (EMI), administered by mobile phone, to integrate features from social skills training (SST; an evidence-based treatment for schizophrenia) with social motivation support to improve social functioning. Aim 1 of the project will involve iterative development of the mobile application, using expert panel input and conducting usability testing to inform intervention content and approach. As an exploratory aim, social sensing technology (e.g., GPS and automated conversation detection) will be implemented to test the promise of this technology in identifying and intervening in social isolation. In Aim 2, 30 persons with schizophrenia will use the application over a 3-month period. We will test the impact of the application on social motivation (EMA reports of social anticipatory pleasure and presence of social interaction) across the intervention period. We will also examine the impact on social functioning, measured with standard clinician-administered assessments, from baseline to 90-day follow-up. Additional clinical, neurocognitive, and social cognitive assessments will be gathered on study participants to identify potential moderators of outcome and predictors of application usability. This study will result in a better understanding of the feasibility and initial impact of a scalable intervention designed to support lasting, sustainable improvements in social functioning in schizophrenia."
"9233586","ABSTRACT Increasing evidence suggests that autoantibodies antecede overt clinical disease by years, inclusive of anti- SSA/Ro among the earliest reactivities. Predicting who will progress would be a critical translational discovery. Mothers in the Research Registry for Neonatal Lupus (RRNL) represent a unique population at risk for overt clinical autoimmunity. Despite high titer anti-Ro antibodies pathogenic to the developing fetus, many women are asymptomatic and autoimmunity is identified solely based on disease in their offspring. In the RRNL, 243 of 500 mothers were asymptomatic or had minimal symptoms at the birth of the NL child. Nearly half of these mothers later developed systemic lupus erythematosus (SLE) and/or Sjögren's syndrome (SS). The identification of numerous susceptibility genes disproves a purely environmental cause for autoimmune diseases such as SLE, but susceptibility genes are not sufficient for the development of disease. In fact, the disease probability given the genotype remains modest. These observations strongly imply that gene- environment interactions contribute to the risk of SLE. One environmental factor is an individual's microbiome, given the constant interchange between the immune system and bacterial species whose products prime cells within the innate and adaptive immune systems. We hypothesize that some HLA variation drives a pathologic microbiome which associates with progression from benign to pathologic autoimmunity and overt clinical disease. In addition, other HLA variation may correlate with a protective microbiome and clinical quiescence. In Aim 1, associations will be sought between host genetics and anti-Ro NL maternal disease status. Feasibility of the approach is based on prior genotyping of 147 RRNL mothers using the Illumina Immunochip. From Immunochip SNPs, classical 4-digit HLA alleles have been imputed yielding a total of 119 unique HLA alleles. It will be determined whether SLE risk alleles, identified by the SLE Immunochip Consortium, correlate with maternal disease status, and whether the SLE genetic risk allele load correlates with material disease status. In Aim 2, we will test for associations between gut bacterial species in the context of HLA and anti-Ro NL maternal disease status. Using a DNAseq library from amplification of 16S rRNA gene regions, non-adjusted for maternal HLA, preliminary results of microbiota profiling revealed an abundance of protective Rikenellaceae and Oscillospira in 8 asymptomatic anti-Ro+ NL mothers compared to 35 overt SLE patients. Overall abundance, microbial diversity, and specific operational taxonomic units (OTUs) will be correlated with HLA variation, specific SLE/SS-risk variants, and overall SLE risk allele genetic load. In Aim 3, stool samples will be collected from mothers enrolled in the RRNL who have been previously genotyped but in whom matched samples have not yet been provided. To our knowledge, the proposed experiments will be the first to characterize the impact of a patient's microbiota on a preclinical disease state and to test whether host genetic variation at the MHC locus influences a pathologic microbiome."
"9397602","?     DESCRIPTION (provided by applicant): Tissue morphogenesis, the process that alters the shape of a tissue, is essential for embryonic development. Defects in tissue morphogenesis result in failed organ function and/or formation, as well as the progression of epithelial tumors, thus understanding the mechanism that promotes/regulates morphogenesis is critical. Some morphogenetic events are facilitated by apical constriction, a process that alters a columnar- shaped cell to a wedged-shaped cell. Defects in F-actin inhibit apical constriction, though an understanding of how F-actin dynamics regulate this process is lacking. Current models suggest that stable F-actin promotes apical constriction. During Drosophila gastrulation, apical constriction promotes epithelial bending, facilitating epithelial internalization and tube formatio within the embryo. Available tools and easily visualized morphological events by live imaging, makes Drosophila gastrulation an ideal system for investigating the role(s) for F-actin dynamics during apical constriction and tissue morphogenesis. To investigate how F-actin regulates morphogenesis, our lab has performed an RNAi screen that targeted 66 Drosophila genes that regulate F-actin during gastrulation. This screen identified essential roles for F-actin disassembly in mediating tissue morphogenesis. Loss of F-actin disassembly factors resulted in apical constriction, cell internalization, and/or tissue fusion defect, suggesting that dynamic actn is essential for these processes. F-actin and Myosin II generate apical constrictions in a pulsatile manner; each constriction is stabilized prior to the next. During constrictions, an increase of apical F-actin is observed. During stabilization, this F-actin concentration is lost an apical F-actin cables are present. I hypothesize that apically localized F-actin is disassembled and remodeled into F-actin cables to promote apical constriction. To test my hypothesis, I will determine if F-actin cable formation and apical constriction occurs properly in mutants with hindered F-actin disassembly using high-resolution, live imaging. Additionally, I will further elucidate the role for F-actin during morphogenesis by evaluating how F-actin organization promotes apical constriction. Drosophila abelson (abl) mutants have over abundant, disorganized apical F-actin. abl mutants also exhibit defects in apical constriction, thus I hypothesize that proper F-actin organization are essential for this processes. To test this hypothesis, I will elucidate the mechanism by which Abl promotes F-actin organization via live imaging and quantitative analysis techniques, gaining insight into how F-actin organization promotes apical constriction. Finally, the spatial and temporal regulation of F-actin dynamics during a dynamic process, such as apical constriction, is poorly understood. To further extend analysis of F-actin disassembly to apical constriction and later developmental stages, I will gain in vivo temporal control of the F-actin severing protein cofilin by acute inactivation through relocalization and sequestration. Cofilin inhibition during distinct developmental stages will gain  a further understanding of how F- actin disassembly promotes morphogenesis."
"9316230","Project Summary Malaria is a major public health problem, with an estimated 198 million cases occurring world-wide in 2013. Effective strategies to reduce malaria transmission and disease have been highly successful leading to a 40% reduction in malaria cases in sub-Saharan Africa since 2000. It has been observed that infections cluster geographically and such clustering becomes more pronounced as transmission declines. The science of identifying `hotspots' of infection or foci of transmission is a growing area that promises to help target interventions more effectively. However, it has not been shown whether infected individuals in close physical proximity (i.e. in the same household) are jointly infected due to simply living in a risky place, or because an infected household member is a risk factor for nearby susceptible individuals. If the former, then targeting hotspots should focus on reducing environmental risk factors in the area around a hotpsot. If the latter, then interventions to identify and treat `transmitters' will reduce transmission and reduce the incidence of new cases. Therefore, we need to understand the spatial scale of malaria transmission to predict the impact of community case detection and hotspot targeting. To shed light on this important issue, we propose two scientific objectives. First, we will measure the genetic relatedness of infections within the same household compared to the relatedness of infections at further distances. We will determine whether this relationship differs in fever `hotspots' (geographic clusters of high fever incidence) and fever `coldspots'. Parasite DNA from dried blood spots collected from a moderate endemic study area in western Kenya (approximately 15 km by 28 km encompassing more than 80 villages) will be sequenced at a moderately polymorphic gene using deep sequencing techniques. This will provide evidence for local, focal transmission if nearby infections are more closely related or will point to mixed transmission whereby infections only begin to differ as you reach the distance of mosquito flying ranges. Our second objective is to trap malaria mosquito vectors and identify infected mosquitoes. We will determine the source of the mosquito's infection by sequencing parasites in the mosquito salivary glands and comparing to parasite genotypes in humans. By doing so, we can find out whether infections are being transmitted at a household scale or transmission is `well mixed' geographically and only limited by the range of the mosquito. If successful, this will be the first report of linking individual infections in mosquitoes to their human source. The ability to track infections from human to mosquito and back again would allow us to understand the dynamics and scale of transmission in a way that has not previously been possible. We expect to scale up this approach to larger populations in subsequent studies. These results will provide insight into the expected impact of interventions designed to target hotspots."
"9263255","Project Summary Present and prior information converge often in everyday life. For example, during language comprehension, each syllable achieves its meaning in the context of a word, and each word in the context of a sentence. Despite the clear importance of such integration of past and present, most studies of memory use simple stimuli that are isolated in time. The long-term goal of this laboratory is to understand how the brain uses past information, gathered over seconds to hours, to make sense of a stream of incoming information. Previous work from the laboratory shows that many areas of cortex can accumulate information over time and use it for online processing. Furthermore, this research showed that early sensory areas use past information gathered over milliseconds, and this timescale increases to minutes in higher-order brain areas. These findings suggest that memories needed for online stimulus processing are topographically distributed in a hierarchy across the cortex based on their temporal properties. The overall objective of this application is to investigate the functional role of cortical areas at the top of the processing hierarchy; in particular, we will investigate to what extent these cortical areas have an intrinsic ability to accumulate information over minutes, and to what extent these long-timescale properties emerge from interactions with the hippocampus. This contribution is significant because the proposed research will provide new insights into a central function of the brain: the ability to accumulate information over minutes and use it to process an incoming information stream. This approach is innovative because it uses new experimental paradigms, both fMRI and ECoG methods, both neurotypical and brain lesioned amnesic patients, and includes development of novel analysis methods for brain responses to complex natural stimuli (stories and movies). The work proposed in this application will advance knowledge of how the brain combines information across minutes and will produce new approaches to the study of how memory is dynamically used during online stimulus processing."
"9406367","?    DESCRIPTION (provided by applicant): The goal of this training grant program is to prepare outstanding M.D, M.D-Ph.D. and Ph.D. trainees for careers as scientific leaders in HIV/AIDS research. Despite enormous progress over the last 3 decades towards reducing the morbidity and mortality from HIV/AIDS, substantial challenges remain. These include developing a safe and effective vaccine; development of a cure for HIV infection; improving the treatment and management of opportunistic infections such as tuberculosis that burden HIV-infected patients in resource- limited settings; managing the threat of antiretroviral drug resistance; and developing safe and effective interventions to reduce the inappropriate immune activation that accompanies HIV infection and leads to end- organ disease. Progress on these fronts requires basic and translational research to further our understanding of the molecular biology, pathogenesis, immunology, prevention and therapeutics of HIV/AIDS. Over the past 25 years this program has trained 84 post-doctoral fellows, the majority of whom have gone on to leadership positions in academia, industry and government. This program will provide in-depth laboratory experience in a specific research area of HIV-related virology, immunology, epidemiology, molecular genetics, molecular therapeutics, genomics and/or systems biology. Criteria for selecting trainees will include prior training record, aptitude for research and demonstrated commitment to a research career. All applicants will be selected by a Training Advisory Committee (TAC); 7 trainees will be selected annually. Particular emphasis will be given to the recruitment of minorities and others underrepresented in AIDS research, including women, individuals with disabilities and those from disadvantaged backgrounds. Basic elements of the program include: 1) in-depth research training through laboratory investigation of a specific scientific question in a particular area of AIDS research under mentorship of a senior investigator; 2) a didactic program consisting of appropriately chosen courses specific to the trainee's career goals; 3) frequent exposure to seminars, workshops and colloquia related to AIDS; regular review of progress by individual Research Advisory Committees and the TAC. The training facilities consist of state-of-the-art research laboratories at Harvard Medical School Harvard School of Public Health, Beth Israel-Deaconess Hospital, Brigham and Women's Hospital, Dana Farber Cancer Institute, Massachusetts General Hospital and the Ragon Institute of MGH, Harvard and MIT. Independently funded senior and junior faculty at each of these institutions constitute the faculty of this training program, and represent a variety of AIDS related disciplines. The faculty collaborate extensively with one another on AIDS research and will collaborate in directing this training program. The Harvard Center for AIDS Research and the Harvard Medical School Clinical and Translational Science Center (Harvard Catalyst) provide additional institutional resources that enrich the scientific experience and career development of our trainees."
"9236469","Project Summary/Abstract Candidate ? Immediate and Long-Term Career Goals: Jung Yeon Lee, Ph.D., has a strong background in statistics and behavioral science, as well as basic and translational research. Her overarching career goal is to become an independent academic research scientist working at the interface between substance use, psychopathology, cultural factors, intervention research, and statistics. To achieve this long term goal, Dr. Lee plans to extend her research area into the social sciences through a plan for acquiring epidemiological expertise, and developing innovative statistical techniques to deal with large longitudinal datasets. Environment ? Key Elements of the Research Career Development Plan: Dr. Lee is currently a junior research member in the Department of Psychiatry at New York University School of Medicine. Under the guidance of her mentoring team (Drs. J.S. Brook, S.J. Finch, D.W. Brook), collaborators (Drs. M. Galanter, J. Endicott, K. Pahl, E. Obasi, M. De La Rosa), she will enter a rigorous training program consisting of: 1) formal didactic training via graduate courses (Departments of Environmental Medicine, Psychiatry, and Psychology); 2) research training via attending seminars and meetings; 3) contribution to journal clubs and group meetings in the research groups of the mentors and collaborators; 4) participation in national international conferences and symposia; and 5) participation in training courses in the responsible conduct of research. Research Project: This revised grant application, based on a 20-year longitudinal study of African Americans and Puerto Ricans, is designed to 1) identify the predictors and consequences (e.g., psychiatric disorders) of triple comorbid trajectories of substance use; 2) investigate the pathways from cultural factors and parent-child attachment in adolescence to substance use in adulthood; and 3) inform intervention research to be more effective for African American and Puerto Rican adolescents and adults. In addition, the research will serve as the foundation for a future study to be written in years 4 and 5 on examining the differences and/or similarities in the patterns of substance use as well as adverse outcomes from substance use between monoracial and biracial Black/Hispanic individuals. This research is in response to NIDAs call for studies of African American and Hispanic individuals. Of importance, the objectives of my career development plan include the following: 1) become an expert in using advanced analytic techniques such as growth mixture modeling, structural equation modeling, and propensity score analysis; 2) acquire expertise in cultural factors and substance use disorders; 3) develop interdisciplinary collaborations; 4) disseminate research findings; and 5) grant development. Relevance: The findings will lead to a greater understanding of the relationships between triple comorbid trajectories of substance use and 1) psychological functioning in adolescence as predictors and 2) in adulthood as consequences. The results will also lead to further knowledge of the risk and protective factors of substance use. These findings would contribute to innovative prevention and treatment programs."
"9254607","?    DESCRIPTION (provided by applicant): The proposed project is a research collaboration between the University of Texas at El Paso, The Alliance for Border Collaborative and Program Comparers to adapt, implement, and evaluate a multi-level, community-based, HIV prevention intervention (Project Encuentro). The intervention will target active heroin and crack users and consists of increasing access to HIV testing via a social network HIV testing component and reducing sexual and drug use risk via a peer network brief behavioral Intervention. Encuentro also consists of conducting community awareness meeting to target structural factors affecting HIV risk. The intervention was developed in an area severely affected by violence and stigma towards drug users, El Salvador, which makes it particularly suitable for adaptation to meet the needs of drug users living in the proposed intervention site, the U.S.-Mexico border. The proposed intervention site also has been severely affected by violence which has curtailed any prior attempts to reduce the risk drug users' HIV risk. Violence has worsened structural factors which affect HIV risk such as, increasing police persecution and stigma and reducing access to resources. In our proposed project, we will engage in formative research to understand the context of HIV risk of drug users in the border region post violence and adapt the intervention accordingly. Findings will allow us to tailor intervention components to meet the needs of drug users in the region. Subsequently, we propose to test intervention effectiveness and evaluate implementation barriers and facilitators. To accomplish our project aims we will use a mixed qualitative, quantitative approach. We will begin with a formative phase by conducting in-depth interviews with drug users (n = 40) living in the region to understand how the context of drug use risk changed as a result of the violence and will administer a social network survey (n = 200) to characterize the configuration of risk networks. Findings will yield the necessary information to culturally adapt the intervention to meet the needs of drug users in the region and will help us focus our recruitment efforts where the riskiest networks are located. After the intervention is adapted with the help of our community advisory board and our community coalition, we will implement the intervention and will assess the effectiveness and reach via 6 cross-sectional surveys administered to drug users (n=1,200). We will assess the process of implementation by conducting ethnographic field notes of all intervention activities including community engagement and CAB and coalition meetings. We will assess the fidelity and quality of the intervention. Lastly, we will conduct key informant interviews with key stakeholders involved in the project and interviews and observations will be coded to reflect key systems factors related to successful implementation of intervention components in two intervention sites (El Paso, Texas and Ciudad Juarez, Mexico). Findings will be highly significant as we will be conducting parallel research on the effectiveness of interventions shown to be effective in Latino drug users in two very different contexts: El Salvador and the U.S-Mexico border. Findings will elucidate implementation challenges and barriers and such information can then be used to assess the effectiveness of diverse implementation strategies in organizations working to serve the needs of Latino drug users."
"9411952","DESCRIPTION (provided by applicant): The purpose of this renewal application is to extend this investigation of intergenerational continuity and discontinuity in drug use in a three-generation (G1, G2, G3) prospective design, using data from the Rochester Youth Development Study (RYDS) and the Rochester Intergenerational Study (RIGS). Drug use is a serious and persistent health problem in American society with a host of negative consequences including increased risk for HIV/AIDS, cognitive impairment, and premature mortality. Four aims are addressed to better understand its origins: 1) describe intergenerational continuity and discontinuity across three generations for drug use and related problem behaviors, at both the same and different developmental stages; 2) identify mediating and moderating processes that help account for both intergenerational continuity and discontinuity in drug use; 3) examine the long-term precursors of the onset and maintenance of G3 drug use through the peak years of use; and 4) examine the intergenerational influence of G2 fathers as well as G2 mothers. The focal participant is the oldest biological child (G3) of the original participant in the RYDS study The project proposed here capitalizes on the rich developmental data collected since 1988 on the G2 parents and G1 grandparents; combining those data with the prospective data collected in the current study provides a rare opportunity to examine how the parent's own developmental course influences their transition to adulthood and their behavior as parents which, in turn, can be used to explain the onset and development of the G3 child's drug use. In Year 1 (1999), 370 G3 children (age 2 and older) and their parents were enrolled; new 2-year-olds are added each year. By Year 21, the last assessment proposed, a total of 546 G3 families will have enrolled in the study-99% of the sampling goal of all oldest biological G3 children. Annually, interviews are conducted with the G2 parent, the G3 child (age 8 and older), and, in the G2 father families, the child's bio-mother (or another primary caregiver). Measures include the parent's structural position and stressors, drug use and problem behaviors, prosocial bonds, peer networks, family context, and parenting behaviors. G3 assessments include their general psychosocial development, with detailed information on the onset and course of their drug use, other problem behaviors, and prosocial competencies. The extension of data collection through Year 21 that is proposed here is particularly crucial to realize the full potential of the project because it is duing these years that 1) the vast majority of the G3 children will move through adolescence and into early adulthood when drug use reaches its peak, 2) G3 overlaps in age with the G2 parents when they were assessed in the original study, and 3) the prevalence and frequency of G3 drug use are high enough to support detailed analyses of the aims. The findings will yield crucial insights into the onset and course of G3 drug use that have the potential to generate early and novel approaches to drug use prevention."
