"APPLICATION_ID","ABSTRACT_TEXT"
"9243987","The Muscle Phenotyping and Imaging Core serves as a resource for both muscle biologists and other life  scientists to employ a variety of assessment tools for the study of muscle phenotypes. With advances in  technologies to create genetically engineered mice, the need for expertise in muscle biology has grown, as  unanticipated muscle phenotypes have resulted from ablation of target genes. Since non-muscle  researchers lack the necessary experience, training and technical instrumentation to accomplish this goal,  the Muscle Phenotyping and Imaging Core fulfills a void that provides a useful resource, which allows nonmuscle  biologists to capitalize on available expertise, specialized protocols and instrumentation.  Furthermore, by lowering barriers for non-muscle scientists to carry out muscle-related studies, by providing  education and an ecosystem of scientists and activities focused on muscle biology, the Core attract new  scientists to the muscle field. Moreover, technological advances now permit the production of vast libraries  of small molecules with potential therapeutic applications, and enable high-throughput, robotic, functional invitro  analysis, to identify drugs to target focused pathways. The High-throughput Screening and Cell  Repository Core (Core B) ofthis application, along with the resources of the UCLA Molecular Screening  Shared Resource (MSSR) provides screening capabilities to UCLA investigators interested in finding  treatments for neuromuscular diseases. A major challenge for translational research lies in the extension of  these in vitro findings to complex mammalian systems in vivo, where experimental outcomes may differ  importantly from observations made on single cell types. This Core provides a means for investigators to  test lead therapeutic compounds in mice and evaluate the effect of these compounds on muscle pathology  and function. In addition to assessing muscle phenotypes using traditional approaches, the Core  emphasizes the development of innovative, non-invasive methodologies, which provide unique resources to  investigate physiological oiJtcomes in longitudinal studies."
"9316211","PROJECT SUMMARY Genomic instabilities drive the progression of cancer, aging, and other human diseases. The integrity of our genome is especially at risk while it is being replicated, as replication forks often encounter obstacles to their progression, including DNA lesions, hard-to-replicate sequences, transcription intermediates, or protein-DNA complexes. These encounters often result in DNA breaks, gross chromosomal rearrangements and aneuploidy, which are key events in cancer initiation. The proper repair of stalled or collapsed replication forks through homologous recombination (HR)-based mechanisms plays a major role in preventing replication stress-induced genomic instabilities and many mutations in components of the HR machinery have been associated with cancer predisposition. In the absence of an intact HR-machinery, error-prone mechanisms such as non-homologous end joining (NHEJ) tend to become hyper-utilized, leading to extensive genomic instability. The regulatory basis of the recruitment of HR and NHEJ factors to DNA lesions is therefore of central interest to genome biology and cancer research, not only for explaining the mechanisms of tumorigenesis, but also for providing promising avenues for cancer therapy, as recently demonstrated for PARP inhibitors that are now approved for treatment of ovarian cancer patients with BRCA1 mutations in Europe and the US. This proposal will investigate a new mechanism for regulation of recombinational DNA repair and repair pathway choice. The central hypothesis is that the evolutionarily conserved scaffolding protein TopBP1 plays a central, yet largely unexplored, role in the control of HR-mediated repair and DNA repair pathway choice. Utilizing biochemical, proteomic and genetic approaches in yeast, human cell lines and genome-edited mice, we will define the molecular mechanism by which TopBP1 and its yeast ortholog Dpb11 control DNA repair. Our studies will provide unparalleled molecular understanding of how the action of key HR and NHEJ factors are coordinated and will reveal how signaling networks integrate the control of DNA replication, checkpoint signaling and DNA repair. Proposed experiments will reveal novel mechanisms of repair pathway choice and recombinational repair that are crucial to suppress genomic instability and cancer. Generated outcomes will have implications in the study of tumorigenesis caused by dysfunctions in HR repair and should provide new rationale for therapy."
"9322073","The Penn Diabetes Research Center (DRC) participates in the nationwide interdisciplinary program established over four decades ago by the NIDDK to foster research in diabetes and related metabolic disorders. The mission of the Penn DRC is to support and develop successful approaches to the prevention, treatment, and cure of diabetes mellitus. Administered by the University of Pennsylvania, the Penn DRC currently serves 127 diabetes-oriented investigators, primarily from the Perelman School of Medicine at the University of Pennsylvania School but also from other Schools within the University as well as collaborating local institutions including Thomas Jefferson University, Temple University School of Medicine, the Monell Chemical Senses Institute, the Wistar Institute, and Rutgers University. Overall direct costs of $67M support the work of these investigators. The Penn DRC is highly interactive and interdisciplinary, representing many basic science and clinical departments. The Research Base of the Penn DRC is organized in 4 focus groups: 1) Type 1 Diabetes, with a focus on beta cell biology and Pathology; 2) Type 2 Diabetes, focused on signaling by insulin and other hormones; 3) Obesity; and 4) Cardiovascular Metabolism and Complications. The Penn DRC facilitates and supports diabetes research in a variety of ways. Six Biomedical Research Cores facilitate the work of Penn DRC investigators: Functional Genomics Core; Islet Cell Biology Core, Mouse Phenotyping, Physiology, and Metabolism Core; Radioimmunoassay/Biomarkers Core; Transgenic and Chimeric Mouse Core, and Viral Vector Core. Collaborative research and application of emerging technologies to diabetes investigation are further promoted by the Regional Metabolomic Core at Princeton. A Pilot and Feasibility Grant Program that has been highly successful over decades serves to nurture new investigators and to foster new initiatives in diabetes research. A broad and intensive Enrichment Program organizes weekly Diabetes and Endocrinology Research seminars, special events, and an annual Spring Diabetes Symposium, all designed to enhance communication and collaboration of Penn DRC investigators while keeping them abreast of the latest discoveries. Penn DRC investigators mentor trainees at every level (undergraduate, predoctoral, and post-doctoral Ph.D., M.D., and combined M.D./Ph.D.), and the Enrichment Program provides a superb environment for training in diabetes research. The Biomedical Cores, Pilot and Feasibility Grant Program, and Enrichment Program are coordinated and publicized by an Administrative Component that governs the DRC. Its organizational structure, including the Director and Associate Director, Executive Committee, Committee of Core Directors, and external as well as internal advisory boards, functions to maintain the diabetes-related research at the Penn DRC at the forefront of biomedical science."
"9308860","PROJECT SUMMARY (See instructions):  The goal of Core D is to provide coherent, comprehensive and cost effective computer software support for all the projects and the other cores. The major areas of support include data management across multiple systems, specialized algorithms and applications for data processing, integration and visualization and sophisticated tools for decision support. Project 1 will investigate individualization of treatments for brain and  head/neck cancers and Project 2 will investigate individualized dose escalation in volume-effect organs.  These studies will involve acquisition of considerable patient specific imaging and clinical response data for the new comprehensive data management framework developed for Project 4. Core D will implement the data management and clinical applications needed to manage and analyze these data that provide the  essential feedback for adaptive planning. Project 3 will investigate methods for acquisition, reconstruction and analysis of physiological imaging data. Core D will implement many of the sophisticated data processing and integration algorithms proposed in that project. As many of these algorithms involve specialized image processing, much of this work will be carried out in close collaboration, with Core C.  Project 4 involves the development of a new comprehensive data framework that will allow accumulation and integration of patient specific data acquired prior to, during, and after treatment. These diverse data include anatomic and physiological imaging information, clinical findings, estimates of delivered dose and bookkeeping for different strategies or study protocols. The new framework will be integrated with our  treatment plan optimization system to form a comprehensive platform for adaptive, patient-specific, treatment design and evaluation management. Project 4 will provide the requirement specifications and use-cases for the new data framework and software developers in Core D will create, test and manage these necessary modules."
"9414888","?    DESCRIPTION (provided by applicant): This application addresses the molecular basis of the liquid-like features of the nucleolus, a membrane-less nuclear organelle that mediates ribosome biogenesis and certain types of stress signaling (e.g., involving p53). The nucleolus exhibits three structural regions, the fibrillar center (FC), dense fibrillar component (DFC), and granular component (GC), that are the locations of various steps in ribosomal RNA (rRNA) and protein processing and assembly during ribosome biogenesis. Recently, Brangwynne, et al., showed that the GC of the nucleolus exhibits liquid-like features, similar to those of other punctate, membrane-less organelles. Furthermore, Brangwynne previously showed that punctate P granules form liquid-like structures through phase separation of their components. More recently, Rosen demonstrated that multi-valency of binding domains and motifs within interacting proteins is associated with phase separation, and McKnight has shown that multi-valent, low complexity protein sequences experience phase separation with RNA. These and other recent studies have given birth to a new area of structural biology: phase separation phenomena that drive formation of membrane-less organelles with liquid-like structural features.  The multi-functional phospho-protein, Nucleophosmin 1 (NPM1; termed Npm here), is a major constituent of the GC of the nucleolus and we hypothesize is a main driver of the phase separation that gives rise to the GC's liquid-like features. We recently described the structure of the pentameric, N-terminal domain of human Npm (N130) and the molecular basis for its interactions with known nucleolar binding partners, including ribosomal proteins. N130 exhibits two acidic tracts, one within its pentamer structure (termed A1) and another within a 10 residue-long disordered C-terminal segment (termed A2); within the N130 pentamer, A1 and A2 create multi-valency. We additionally showed that many of Npm's nucleolar binding partners exhibit disordered regions containing multiple Arg residue-containing motifs (termed R motifs); the multiple R motifs in Npm's binding partners also exhibit multi-valency. In currently unpublished studies, we have shown that N130 forms liquid-like droplets upon binding to various R motif-containing peptides derived from Npm partners. Npm also exhibits a folded nucleic binding domain at its C-terminus, providing an additional level of multi-valency for interactions with rRNA in the nucleolus. We hypothesize that Npm transiently and promiscuously interacts with proteins and rRNA in the nucleolus, nucleating its liquid-like features and organizing the molecular functions that drive ribosome biogenesis."
"9385971","Cryptococcus neoformans is a ubiquitous environmental fungus that is a major cause of disease in immunocompromised patients. Following inhalation, there is propensity for yeast cells to invade the central nervous system, which can result in meningoencephalitis. A central question in the pathogenesis of this fungus is how it adapts to and proliferates in the harsh environment of the human host. Three major virulence factors have been identified: an anti-­phagocytic polysaccharide capsule, antioxidant melanin pigments, and the complex trait of thermotolerance. Preliminary results suggest the existence of an additional virulence factor: increased genetic instability at the human host temperature, which can contribute to rapid adaptation. Temperature-­dependent instability has been observed with cultured yeast cells and, at the two reporter genes examined to date, is due to insertional inactivation by transposable elements (TEs). C. neoformans is estimated to contain ~30 distinct TEs, but these elements have not been well characterized. The goal of the proposed experiments is to define the extent/nature of temperature-­dependent TE mobilization in free-­living yeast cells, and to examine whether similar mobilization occurs in the context of model host systems. Thus far, movement of both a DNA transposon and a retrotransposon has been detected using a single selective agent. Aim 1 will use other selective systems to probe for the mobilization of additional TEs. As the first step in characterizing TE movement on a global scale, Aim 2 will use the long reads produced by PacBio sequencing to annotate all elements in the genome. In Aim 3, transposon-­accumulation lines obtained by sub-­culturing yeast cells will be subjected to whole genome sequencing in order to define the extent of TE movement globally. Finally, Aim 4 will employ three host models (the greater wax moth Galleria mellonella, cultured murine macrophages, and nasally-­infected mice) to document similar TE mobilization in the context of complex fungal-­host interactions. Results obtained from these analyses will provide basic insight into how C. neoformans rapidly adapts to the human host to cause disease, which may in turn inform the development of novel therapeutic interventions.     "
"9279250","PROJECT SUMMARY The sickle hemoglobin mutation afflicts millions of people worldwide and is associated with considerable morbidity and mortality. The pathophysiology of Sickle Cell Disease (SCD) is a consequence of abnormal deoxygenated sickle hemoglobin polymerization and its deleterious effects on Red Blood Cell (RBC) membrane, shape, density, deformability, and adhesion. The original powerful observation that sickle red cells show abnormal adhesion to endothelial cells has since been deepened and expanded to describe a complex pathophysiology in which abnormal white blood cell (WBC) adhesion also plays an important role. These studies led to clinical trial development utilizing targeted anti-adhesion therapy. Despite the remarkable insights about abnormal cellular adhesion in SCD that have been made, there remain gaps in knowledge about these complex adhesive interactions. There is no established `atlas' of abnormal adhesive events, examined longitudinally and in a standardized manner in a large heterogeneous population of SCD patients under a range of clinical circumstance and with and without treatment. Neither the topography of adhesive events for an individual patient, nor for the SCD population as a whole is known. Better knowledge of the nature and scope of abnormal adhesive events is critical to the goals of establishing associations with clinical outcomes and successfully identifying therapeutic targets in clinical trials. We have developed a novel microfluidic assay that allows rapid, preprocessing free, and standardized interrogation of RBC and WBC adhesion in whole blood. In our ongoing experiments, high levels of HbF are associated with lesser adhesion, while greater adhesion is associated with hemolysis. In preliminary longitudinal studies, we find that RBC adhesion drops with initiation of treatment, and that levels of adhesion are stable in stably treated patients. Given our preliminary findings, we hypothesize that, in SCD: (1) changes in RBC or WBC adhesion will reflect the subjects' clinical state and treatment response, and (2) that the adhesive profile will change with age, and will differ between children and adults during vaso-occlusive crises (VOCs). To test these hypotheses, we propose the following distinct but interrelated Specific Aims: Aim 1: To standardize the simultaneous baseline evaluation of multiple cellular adhesive properties in a large population of asymptomatic adults and children (at more than one center and longitudinally); Aim 2: To determine the change from baseline in cellular adhesive properties that are present during vaso-occlusive crises, and to analyze these in adult and pediatric populations; and Aim 3: To examine changes in cellular adhesive properties before and after therapeutic interventions, including transfusions, hydroxyurea, and targeted anti- adhesion therapy. Our studies will afford the more precise characterization of abnormal adhesive events in a given individual and a more accurate assessment of response to therapy overall. We would like to make adhesion testing as feasible, and clinically meaningful, in SCD as glucose testing is in diabetes."
"9282613","Developmental Funds: Project Summary/Abstract  Developmental Funds are a critical component of this CCSG. These funds are used to shape the future  Membership of the Koch Institute, to seed future research directions within the four Programs, and to ensure  that the Center's Core Facilities meet the needs of the Membership. Developmental Funds are used in support  of three distinct areas: Faculty Recruitment, Faculty Pilot Projects, and development of new Core Facilities.  The recruitment and support of early career development of new faculty is one of the principal goals of the  CCSG Developmental Funds. Historically, this has been a highly successful use of these funds, which are  leveraged with additional support from MIT. New Investigators are recruited through a stringent evaluation  process (see Program Planning and Evaluation Core section). As part of the recruitment process, a start-up  package is negotiated that includes salary support, initial equipment purchases as well as funds for laboratory  operating expenses for up to three years. These funds are necessary to allow the new faculty members to  establish their laboratories and obtain independent funding. Start-up support for new faculty came from CCSG  funds (typically 1/3 of the cost) with the balance coming from the Dean of Science or Engineering and the  Provost. Recent start-up packages have been approximately $1.5M in total support.  The Developmental Funds of this CCSG are also used to fund Pilot Projects in new research directions. The  ability to provide funding for Pilot Projects is a highly effective mechanism for the Director and Program  Leaders to influence the progress of cancer research at MIT and to rapidly respond to new opportunities and  new strategic directions. It also represents a means to bring different Koch Institute Members together in  collaborative projects. Pilot Projects are expected to be novel and early-stage. They are often high risk/high  reward in nature, and it is anticipated that the funding will allow for the generation of preliminary data that might  form the basis of future grant applications.  The final use of these funds is for the development of new Core Facilities, in particular the expertise to operate  state-of-the-art-instrumentation and provide new leading edge services, all based on the ever- changing  scientific demands of Center Members. This need reflects the emergence of new technologies both at the  outset and over the course of the proposed funding period.  CCSG Developmental funds allow flexible response in all three categories and they have played, and will  continue to play, a key role in leveraging Institutional funds."
"9280003","TR&D 1 - Experimental design in solution NMR spectroscopy Summary  A major effort of the Center on Macromolecular Dynamics by NMR Spectroscopy (CoMD/NMR) will capitalize on and extend the dramatic advances in solution NMR methods for characterizing macromolecular conformational dynamics that have occurred over the past 25 years. TR&D1 has three major foci: (i) spin relaxation for fast (ps-ns) internal dynamics and overall rotational diffusion, (ii) chemical exchange for µs-ms internal dynamics and interaction kinetics, and (iii) residual dipolar coupling constants, scalar coupling constants, and chemical shifts that report averaging over conformational distributions on time scales faster than 1/??, where ?? is the variation in the given parameter between conformations. Experimental and analytical methods in all three areas will be developed with a focus on application to the really challenging protein and nucleic acid targets with complex dynamics and large molecular masses represented by the Driving Biomedical Projects. This TR&D will be strongly integrated to the other three TR&D components of CoMD/NMR, through synergistic applications with relaxometry in TR&D2 and solid-state NMR in TR&D3 as well as through tight integration with software development in TR&D4."
"9270929","ABSTRACT: Community Outreach and Engagement Core With its scientific theme of the exposome, HERCULES has been a unifying force for residents, community- based organizations, government agencies and academic partners in Atlanta. We propose to build on the momentum of our first three years to: 1) maintain and expand multi-directional dialogue around environmental health issues within the Atlanta community, 2) enhance community capacity to address local environmental health concerns and to partner in community-engaged research projects, and 3) guide and support HERCULES Scientists in community engagement and outreach. We have formed a large and actively engaged Stakeholder Advisory Board that not only serves as a platform for multi-directional communication about environmental health issues and research, but also makes decisions about how the Community Outreach and Engagement Core (COEC) should advance its agenda. Specifically, we plan to conduct ?Exposome Roadshows? to further disseminate the exposome concept and employ concept mapping to ensure that community perspectives are integrated into exposome frameworks as they evolve. Our Community Grants program will address community-identified environmental health concerns that incorporate an exposome perspective, as well as strengthen community capacity to address environmental health concerns. Additionally, we will develop a Community-Based Participatory Research course for doctoral students in the Environmental Health Sciences Program to prepare future scientists for community-engaged research and we will consult with faculty who receive a CBPR pilot grant from HERCULES and/or who are interested in integrating community-engaged approaches into their environmental health research. The COEC will provide the needed mechanisms to ensure that community voices inform the HERCULES scientists of local environmental health concerns, with a particular emphasis on neighborhoods disproportionately affected by environmental exposures. In turn, exposome concepts and research findings will be discussed with local communities, public health professionals and policy-makers in a format that is both relevant and accessible. Through a robust evaluation, we will engage in continuous quality improvement of COEC approaches, as well as contribute to the science of community engagement in environmental health."
