"APPLICATION_ID","ABSTRACT_TEXT"
"9282887","?    DESCRIPTION (provided by applicant): Chikungunya virus (CHIKV) is a mosquito-transmitted alphavirus that causes massive epidemics of a debilitating musculoskeletal inflammatory disease. There are currently no approved CHIKV-specific vaccines or antiviral agents. CHIKV initiates infection after the E2 glycoprotein binds to glycosaminoglycans (GAGs) on the surface of host cells and promotes internalization by clathrin-dependent uptake into the endocytic pathway. Both attenuated and virulent CHIKV strains bind GAGs, and GAG-binding efficiency influences virulence, including in a mouse model of CHIKV disease. However, the molecular basis of CHIKV-GAG interactions is unknown, which precludes a complete understanding of the function of GAGs in CHIKV pathogenesis. Moreover, the host factors that promote CHIKV replication, the precise cellular targets for CHIKV infection in the host, and links between host CHIKV replication factors and disease pathogenesis also remain unclear. The proposed research combines the expertise of the laboratories of Terence Dermody, Michael Diamond, and Thomas Morrison in virus-receptor interactions, RNA virus replication, viral immunology, and mouse models of viral disease to enhance knowledge of CHIKV replication and pathogenesis. Three integrated and interactive specific aims are proposed. In Specific Aim 1, the mechanisms and pathological significance of CHIKV binding to GAGs will be determined. Specific GAG subtypes bound by CHIKV will be defined using glycan-array screening and genetically altered cell lines with defects in GAG biosynthesis, and sequences in E2 required for binding to GAGs will be defined using structure-guided mutagenesis. The function of GAG binding in acute and chronic CHIKV disease will be determined using mutant CHIKV strains with reduced or abolished GAG-binding capacity and GAG-knockout mice. In Specific Aim 2, the function in CHIKV infection of COPI coatomer subunits and regulatory factors, which were recently identified in a small-interfering RNA screen, will be elucidated. Cells with diminished COPI transport activity will be infected with CHIKV and tested for formation of viral replication compartments, synthesis of viral RNA, and assembly and release of viral progeny. The function of COPI coatomer ARCN1 and regulatory factor GBF1 in CHIKV pathogenesis will be determined using newly established gene-targeted mice. In Specific Aim 3, cell types in the mammalian host that contribute to CHIKV pathogenesis and persistence will be identified. CHIKV strains engineered to contain tissue-specific microRNA seed sequences will be tested for acute and chronic disease in mice and elaboration of chemokines and cytokines, infiltration of musculoskeletal tissues with inflammatory leukocytes, and development of humoral immune responses. Overall, studies in this collaborative proposal will enhance our understanding of mechanisms by which CHIKV binds to GAGs, determine the function of COPI transport in CHIKV infection and pathogenesis, and define specific cells in the host targeted by CHIKV to produce disease. Knowledge gained from the proposed research may illuminate new targets for anti-CHIKV therapeutics."
"9380614","DESCRIPTION (provided by applicant): Disruption of sleep and alertness is one of the most disabling non-motor symptoms of Parkinson's disease (PD). Mechanisms leading to impaired sleep and alertness in PD are not well understood, and treatment options remain limited. This application for a K23 Mentored Patient-Oriented Research Career Development Award entitled Circadian rhythms and sleep-wake cycles in Parkinson's Disease is designed to provide Dr. Aleksandar Videnovic with the research skills and experience to bridge the areas of movement disorders, sleep and circadian biology in order to understand the basis for sleep and wake disturbances in PD. Dr. Videnovic is an Assistant Professor of Neurology at Northwestern University in Chicago. He completed residency training in Neurology at Northwestern University, a clinical fellowship in Movement Disorders at Rush University, and obtained a master's degree in clinical research from Rush Graduate College. Dr. Videnovic's long term career goal is to understand the role of circadian rhythms and sleep on neurological outcomes in movement disorders, and to utilize this knowledge to improve patients' health and quality of life by innovative circadian and sleep based strategies. His immediate goals are to gain knowledge and skills in circadian biology, sleep medicine, and clinical research methodology so as to investigate potential circadian rhythm abnormalities in PD. Dr. Videnovic has assembled a team of researchers who will mentor him during this award. His primary mentor, Dr. Phyllis Zee, and co-mentor Dr. Fred Turek are renowned investigators in the field of circadian biology with complementary expertise in patient oriented and basic science research. Expertise in mathematical modeling of circadian rhythms, statistical analyses, and clinical research in PD, will be provided by consultants, Drs. Elizabeth Klerman, Alfred Rademaker, and Tanya Simuni. The proposed training plan encompasses didactic and hands-on training on the characterization of the circadian system using physiological and molecular markers, assessments of the sleep-wake cycle, applications of circadian based treatments including light therapy, and further training in clinical research methods. The first part of the proposed research will examine the amplitude and stability of the circadian system using biological markers of the circadian system (e.g., melatonin, clock genes and the rest-activity cycle). The primary hypothesis is that disruption of circadian rhythmicity plays an important role in the development of poor sleep quality and daytime somnolence in PD. These markers of circadian rhythmicity will be correlated with sleep quality and degree of daytime somnolence in PD participants and healthy controls. The second part of the project is to test the hypothesis that increasing the strength and stability of circadian rhythms, using bright light exposure, will improve sleep quality and daytime somnolence in PD. Results from this research and the proposed training plan will form the foundation for an independent clinical research program at the interface of sleep, circadian biology and PD which may lead to novel and more effective treatments aimed to improve the health and quality of life of patients with PD."
"9173034","CORE B: Abstract  The Genetics, Genomics, and Informatics Core focuses on the application of genome-level  analyses in neuroscientific investigation, both at the sequence (genetic), and gene expression  and epigenetic (genomics) levels. The explosion of next-generation sequencing-based methods  has made advanced computational expertise and infrastructure needed for all sequencing-  based applications.  The proposed Core aims at providing support for basic and advanced genetics and genomics  experiments in both patient cohorts for translational studies and experimental models for basic  research. Modern genetic and genomic approaches, including epigenetics, rely on sequencing  technology and require substantial bioinformatics expertise and access to solid computational  resources. This core leverages a proven history of expertise, as well as support and  collaboration with other investigators in the Coppola and Geschwind groups with regards to  computational and informatics resources funded by NIH and private foundations. Based on this  proven track record, Core E will provide IDDRC investigators with the necessary expertise and  infrastructure to perform high-throughput, genome-wide genetic and genomic studies. State-of-  the-art analytical methods being developed within the NINDS-funded UCLA Informatics Center  for Neurogenetics and Neurogenomics (ICNN, co-directed by Dr. Coppola) will be used to  analyze NGS, gene expression, and methylation data, and the resulting datasets will be posted  onto a database accessible to IDDRC investigators, facilitating data sharing and collaborative  analyses. Over the past 10 years UCLA computational biologists and statisticians have lead the  field of integrative data analysis (Geschwind and Konopka, 2009) and network-based methods  [Zhang and Horvath 2005; Oldham et al. 2008; Parikshak et al. 2013]. Expertise in the  development and implementation of these methods (including single-cell analysis, network  methods, and integrative approaches), will be made directly available to IDDRC investigators."
"9173031","CORE A: Abstract  The primary aim of the Administration, Education and Outreach core (Core A) of the UC-TRaN  is to provide scientific leadership, oversee and evaluate core services, and provide an essential  centralized infrastructure that will support the Center's global mission to create an optimal  environment for performing excellent and impactful translational research in IDDs. The Core will  serve to build a strong collaborative IDD research group, fostering opportunities to bring  together basic scientists and clinical researchers. The Core will effectively serve as a liaison for  dialogue on priorities and dissemination of research findings, and to funding agencies, and  provide a rich and supportive training milieu in translational developmental neuroscience  research. The Core will serve as the administrative hub for scientific integration and resource  oversight. It will coordinate and oversee research activities, fiscal and resource management,  grant management, providing support services for all components of the UC-TRaN research  program. The Core will develop new data resources and innovative research opportunities with  partner organizations, including establishment and implementation of a West Coast IDDRC  consortium. This will include developing a rare IDD patient registry, implementing a visiting  scholars program, developing cross-IDDRC educational and resource sharing opportunities.  More specifically, the Administrative Core will serve as the centralized infrastructure base for:  Furthering Scientific Progress: Through interactions between the leadership group (directors  and Executive Committee) and advisory groups (Internal and External Advisory Boards; UC-  TRaN Steering Committee. Core Utilization, oversight, quality assessment and financial  management, Administrative and Logistical functions, and Liaison activities."
"9029342","DESCRIPTION (provided by applicant): Many patients requiring stem cell transplantation for hematological malignancies are unable to find a suitable HLA-matched sibling or unrelated donor. Transplants using stem cells from umbilical cord blood provide an alternative for these patients, allowing transplantation to proceed with less stringent HLA-matching requirements. Unfortunately, in addition to the risk of relapsed disease, patients undergoing cord blood transplants have a high risk of death from infections due to slow reconstitution of their immune system.    In this clinical observational study, we propose to use high-throughput DNA sequencing of T- Cell Receptor (TCR) and Immunoglobulin heavy chain (IgH) genes from peripheral blood to study the reconstitution of the adaptive immune system following cord blood transplant. We will use high-throughput sequencing to estimate the diversity of T- and B-cell receptors in each of approximately 240 patients at defined time-points following transplant, and demonstrate a correlation between our measure of adaptive immune receptor diversity and subsequent morbidity and mortality from infectious complications.    Further development of this technique would lead to a Phase III application with a clinical intervention study in which this assay would provide a diagnostic method to identify patients at high risk for infectious complications soon after transplant. Clinical care would be administered for an increased-intensity regimen of antimicrobial prophylaxis to high-risk patients. We expect that early identification of high-risk patients, combined with more aggressive prophylaxis for these patients, will reduce the high treatment-related mortality present in cord blood transplants."
"9174909","DESCRIPTION (provided by applicant): Lysosomal phospholipase A2 (LPLA2) plays a major role in lipid degradation and is believed to underlie drug-induced phospholipidosis, which commonly occurs in patients taking cationic lipophilic drugs such as the antiarrhythmic amiodarone. Aberrant LPLA2 activity may also be involved in development of autoimmune disease and atherosclerosis. LPLA2 is 50% identical in sequence to lecithin-cholesterol acyltransferase (LCAT), a key enzyme in reverse cholesterol transport from arterial plaque macrophages via high density lipoproteins (HDL). Genetic mutations in LCAT are responsible for Familial LCAT Deficiency (FLD), a devastating disease characterized by low serum cholesterol ester levels and renal failure. There are no reported atomic models for either LPLA2 or LCAT, which do not have significant homology to other proteins of known structure. Thus, the molecular bases for their substrate selectivity, regulation, and disease phenotypes remain poorly understood. In this proposal, we address this critical gap in knowledge via functional analysis of our new 1.8 ? crystal structure of LPLA2, determination of the atomic structure of LCAT, imaging LCAT bound to HDL particles by electron microscopy, mapping somatic mutations known to cause genetic disease, and investigating the structural basis for differences in acyl acceptor selectivity. In support of our aims, we provide multiple high resolution structure of LPLA2 in various ligand states, negative stained images of LCAT-HDL complexes, and a low resolution crystal structure of fully glycosylated LCAT. The expected outcome of these studies is a better mechanistic understanding of a structurally uncharacterized family of eukaryotic enzymes that play key roles in lipid metabolism. Our structural and functional studies will help explain the molecular basis for genetic disease and ultimately assist in the design of improved biotherapeutics and small molecule LCAT activators to treat lipid-related disorders such as atherosclerosis and LCAT deficiency."
"9176030","DESCRIPTION (provided by applicant): Dysregulation of high-density lipoprotein (HDL) turnover or function may contribute to the excess atherosclerosis in individuals with insulin-resistant (type 2) diabetes and metabolic syndrome. These conditions are characterized by low HDL. However, it is unknown how insulin regulates HDL in normal physiology, or in the pathophysiology of diabetes. FoxO1 is an insulin-repressible transcription factor that has emerged as a key mediator of insulin signaling in liver and the vessel wall. We have determined that FoxO1 regulates multiple genes critical for HDL metabolism and function, and mice lacking hepatic FoxO1 have alterations in HDL lipid and protein content. Thus, we propose that FoxO1 links insulin signaling and HDL. In Aim 1, we will investigate the hypothesis that FoxO1 regulates selective uptake of HDL-cholesterol in liver. We present preliminary data that FoxO1 regulates multiple steps in this process. In Aim 2, we will investigate the hypothesis that hepatic FoxO1 regulates macrophage-to-feces reverse cholesterol transport. We will determine the roles of individual HDL genes in the FoxO1 phenotype, and determine the effects on atherosclerosis. In Aim 3, we will investigate the hypothesis that FoxO1 regulates vasoprotective functions of HDL. We will examine the roles of FoxO1-regulated HDL components in endothelial barrier function and endothelial nitric oxide synthase activity. This work will build on novel hypotheses and a key mouse model to bring insight into the dysregulation of HDL during insulin resistance. The proposed studies will shed light on a key unanswered question in the pathophysiology of atherosclerosis, and reveal new targets for therapeutic intervention."
"9351729","DESCRIPTION (provided by applicant): Hypertension (HTN) contributes disproportionately to the global burden of disease. In our prior application, we have provided evidence for an important link between particulate matter <2.5 mm (PM2.5) exposure and development of HTN. In this competitive renewal application, we propose to further investigate these links in the context of our findings that inflammation mediated sympathetic nervous system (SNS) activation in circumventricular organs (CVO) in the brain represent an integrative mechanism for PM2.5 induced HTN. Our hypothesis is consistent with an evolving shift in our understanding of the SNS as an arbitrator of acute tonal changes in HTN to a facilitator of chronic functional and structural changes via immune mechanisms. We propose to test this hypothesis in both animal models and humans as part of our established inter-disciplinary collaborative group. In aim 1, we will investigate the time course, loci and impact of central nervous system (CNS) inflammation on BP with PM2.5 exposure conducted in a versatile aerosol concentration enrichment system (VACES) using C57/Bl6 and NFkB reporter mice. We will directly assess the impact of PM2.5 in exaggerating BP using a model of central SNS activation and also assess the impact of activating inflammation proximally on SNS activation on BP response to FA/PM2.5. Dose response studies and analysis of PM2.5 components responsible for HTN, will be performed in pre-disposed models. In Aim 2, the role of central TLR activation in the CVO organs will be tested by deleting TNF receptor-associated factor (TRAF6), selectively in the CVO using UbcCre-TRAF6flox/flox(TRAF6pCNS) mice using Tamoxifen injected intra-cerebroventricularly (ICV), followed by exposure to FA/PM2.5. TRAF6 is a unique member of the TRAF family that functions at nodal points where signals induced via multiple TLRs converge. We will additionally distinguish between neuronal and glial cell specific role of TRAF6 in CNS inflammation in response to PM2.5. In Aim 3, we will test the involvement of central SNS as a relevant pathway in humans, exposed to sub-acute time periods to ambient PM2.5, as part of a blinded randomized cross-over intervention. Our hypothesis is that Guanfacine an approved a2A agonist will obviate the association of ambient PM2.5 with 24-hour ambulatory systolic BP and SNS activity measured by HRV measures. Our experiments are highly relevant to continuing risk posed by air- pollution to people living in urbanized environments."
"9173043","(PRECLINICAL MODELS CORE (PMC): CORE F)  PROJECT SUMMARY Description: The Preclinical Models Core (PMC) supports IDDRC users who seek new treatments for IDD by studying these disorders in 3 kinds of preclinical models: (1) Rodent models: This Core component characterizes behaviors in mouse models of genetic or acquired disabilities. Measured behaviors include learning, memory, social preference, ultrasonic vocalization, sleep and anxiety. (2) Stem cell models: This Core component assists users to create disease models by generating induced pluripotent stem cells (iPSCs) using standard reprogramming technologies or by genome editing, such as CRISPR-Cas, on established iPSC lines. These cells, some derived from humans with IDD, afford a model in which to scrutinize cellular consequences of genetic disease and to evaluate the efficacy of possible therapies. (3) Tissue culture models: This Core component supports users to generate tissue culture models in which to study the development and behavior of enriched or mixed populations of primary brain cells, including neurons, astrocytes, oligodendroglia, microglia and endothelia. These cells originate in genetically manipulated rodents or they are normal cells exposed to environmental stimuli, including drugs and toxins. The Tissue Culture Service and Stem Cell Service interact closely, since they share several in vitro methodologies and serve as a conduit to drive and help design rodent behavior testing. The PMC emphasizes training of users and their staff. Trained users can continue studies in their own laboratory or they can utilize the equipment in the PMC at reduced cost. This core interacts with others in the Center. It will exchange protocols, services and best practices with other IDDRCs in the Network. Relevance to IDDRC Mission: The PMC bridges all three domains of ?Genes, Brain, and Behavior?, the theme of the CHOP/Penn IDDRC (see Overall: Overview of Center). The Core was developed in response to a user survey (2014) that emphasized a need for an IDD-focused facility for the study of mammalian behavior and one to address the potential of current stem cell technologies, including CRISPR-Cas. Eligibility: These services are available both to approved users of the IDDRC at CHOP/UPenn and to users at other Centers in the Network."
"9181430","DESCRIPTION (provided by applicant): Tolerance of kidney allografts has been achieved in non-human primates (NHPs) and in humans using a combination of non-myeloablative conditioning and donor bone marrow transplantation (DMBT) that results in transient donor chimerism. However, until now, mixed-chimerism protocols that achieve long-term tolerance of kidney allografts in NHPs have consistently failed to induce tolerance in recipients of heart or lung allografts. It is well known that some organs, such as kidney and liver, are tolerance-prone while others, such as heart and lung, are tolerance-resistant. It has been hypothesized that only protocols that result in durable donor chimerism would be able to achieve tolerance in resistant heart and lung allografts. Remarkably, however, the results obtained during our current funding cycle demonstrate, for the first time, that tolerance of heart allografts can be achieved in NHPs via transient mixed-chimerism as long as host regulatory mechanisms are enhanced in the host. Indeed, our results suggest that it is the ability of a mixed-chimerism protocol to augment or expand regulatory T cells (Tregs), rather than its durability, that determines its ability to induc tolerance to resistant organs. Thus, the unifying goal of this program project is to combine mixed chimerism with novel strategies designed to amplify the contributions of Tregs in order develop a clinical tolerance protocol that can be rapidly translated to human recipients of heart and lung allografts. The Program will be organized in such a way that early advances in Project 3 (examining molecular pathways required to stabilize and promote Treg function in mice), will inform and refine the aims of Project 1 (optimizing mixed chimerism to induce NHP heart allograft tolerance) and Project 2 (optimizing mixed chimerism to induce NHP lung allograft tolerance). The availability of tissue and blood samples for longitudinal analyses will aid the study of immune mechanisms by assessing the consequences of T and B cell regulation, T and B cell memory and pro-inflammatory cytokines on graft survival (Cores A & B). The diverse yet complementary models and approaches that will be used to achieve heart and lung tolerance is a unique strength of this program project. Collaboration between all projects will be greatly enhanced by the fact that most all the investigators have worked together closely for many years. Together, our studies should result in a better understanding of tolerance and contribute to the successful application of tolerance to the full spectrum of deceased donor organ and tissue transplantation."
