"APPLICATION_ID","ABSTRACT_TEXT"
"9344606","Project Summary The mission of the Washington University Center for Diabetes Translation Research (WU-CDTR) is to eliminate disparities in diabetes by translating, disseminating, implementing, and sustaining evidence-based research findings into real-world settings. The WU-CDTR is located at an outstanding institution that continues as the intellectual home to an exceptional group of investigators conducting rigorous translational research focused around two interacting scientific themes: (1) the root causes of diabetes disparities, and (2) the prevention of obesity as a major contributing cause of Type 2 diabetes. The WU-CDTR has evolved to become a ?network of networks?, with investigators affiliated through a regional resource core with the University of Missouri at Columbia, and two health disparity population cores with the National Congress of American Indians, and the African American Collaborative Obesity Research Network. The WU-CDTR fosters transdisciplinary collaborations, catalyzes new ideas, and supports investigators through six research cores led by national experts in their respective fields that provide distinctive but complementary scientific expertise to inform research with populations at risk for disparities, including: (1) the Dissemination and Implementation in Diabetes Research Core, which advances the study of dissemination and implementation science in diabetes research; (2) the Policy and Systems Science Analysis in Diabetes Research Core, which advances the study of policy- and system-level interventions in diabetes research; (3) the Health Communication and Health Literacy Core, which advances the study of health communication science to test strategies for addressing health disparities in diabetes research; (4) the Health Informatics in Diabetes Research Core, which advances the development and application of healthcare informatics in translational diabetes research; (5) the Research Partnerships with American Indian/Alaska Native Communities Core, which increases the capacity of researchers to engage in translational research with American Indian and Alaska Native communities; and (6) the Solutions to Diabetes in Black Americans Core, which provides methodological and content expertise to support research with the Black population. The WU-CDTR supports a vibrant Pilot and Feasibility Program designed to attract and retain new investigators as well as established investigators new to the field; and it also supports an Enrichment Program that promotes transdisciplinary research, learning opportunities, and mentorship for young investigators. Evidence that the WU-CDTR has been successful in pursuing the mission includes a record of outstanding productivity reflected by publications and funding in diabetes and related research. Success is also measured by the growth of our research base of established and new diabetes investigators, and underrepresented racial minority investigators. The WU-CDTR is positioned as the nexus for transdisciplinary team science and transformative diabetes research addressing multiple dimensions of diabetes disparities."
"9315615","The UC Davis MIND Institute IDDRC Rodent Behavior Core (RBC) is fundamental to Center projects seeking  to understand the biological mechanisms underlying IDD and to pursue translational discovery of therapeutics.  This is a completely new core that builds on existing and newly available resources and expertise at the MIND  Institute and UC Davis. Its goal is to meet the high demand for behavioral testing of rodent models of IDD at  UC Davis. The RBC will assist investigators with IDDRC projects in generating high-quality behavioral data for  publication, preclinical discoveries to inform human clinical trials, and pilot data for new studies. Further, the  availability of the services of the RBC is likely to encourage additional UC Davis researchers to become  interested in entering the IDD research field and becoming members of the IDDRC, and we will support this  interest through active outreach efforts.  Comprehensive behavioral assays relevant to IDD, including those developed by Drs. Crawley and  Berman, are employed worldwide to understand causal mechanisms and develop effective therapeutics. The  proposed RBC will employ standardized and innovative behavioral assays relevant to the behavioral symptoms  of IDD. Services will include (a) access to modern, efficient, start-of-the-art behavioral testing facilities; (b)  training for investigators and their staff in behavioral assay procedures and the use of behavioral testing  equipment; (c) hands-on supervision in all aspects of behavioral testing and equipment use; (d) consultation on  experimental design and interpretation of results; (e) assistance in developing new assays required by users;  (f) training and supervision in drug administration for behavioral pharmacology studies; (g) access to facilities  for harvesting tissue from behaviorally tested mice and rats; (h) access to mutant mouse and rat models; (i)  guidance to access related resources at UC Davis, including core facilities for genetics and for generating new  lines of mutant mice; and (j) facilitation of collaborations between IDDRC investigators. Services will further  include (k) consultation for preparing lACUC protocols, grant applications, and manuscripts. In addition, the  core will offer (I) direct behavioral testing services conducted by core staff.  Expertise of the core director, co-director, and managers includes extensive knowledge and experience in  animal models of IDD conditions, behavioral phenotyping of mice with targeted gene mutations, behavioral  phenotyping of inbred strains of mice and rats, and behavioral responses to drug treatments, immune  challenges, and environmental toxins in mice and rats. Mouse facilities are located at the UC Davis School of  Medicine campus in Sacramento. Rat facilities are located at the nearby main campus in Davis. A high level of  scientific and practical interactions is already in place between the two sites. Five tiers of service usage will be  offered: (1) consultation; (2) unsupervised use of equipment available in the core facilities; (3) training and  supervision in conducting behavioral tests using core equipment; (4) battery of assays conducted by core staff;  and (5) tailored sets of assays conducted by core staff. Combinations of services will be designed to match the  needs of each user."
"9358310","SUMMARY The overall goal of Project 1 is to induce tolerance of porcine kidneys in baboons by co-transplantation (Tx) of vascularized thymus. To date, we have induced donor-specific T cell unresponsiveness and prevented anti- donor elicited antibodies, but have not yet achieved long-term, immunosuppression-free survival of xenograft kidneys. During the previous project period, we identified two major obstacles to this goal and developed strategies to overcome them. These are: (i) early loss of xeno-thymokidneys (TKs) due to activation of latent porcine CMV (pCMV); long-term graft survival was restored by elimination of pCMV through cesarean section of donors; and (ii) development of severe proteinuria; this problem could be delayed (but not prevented) by preventing SMPDL- 3b-dependent disruption of pig podocytes through treatment with Rituximab in the peri-Tx period. We also demonstrated upregulation of porcine CD80 on podocytes to be associated with xenograft nephropathy. Our preliminary data demonstrated that a combination therapy of Rituximab, which binds to porcine podocyte SMPDL- 3b and Belatacept, which inhibits CD80 activation, greatly minimized development of proteinuria and markedly prolonged survival (90, 93 and >155 days), with in vitro donor-specific unresponsiveness. The latest animal (now >155 days) developed new emigrant T cells from the porcine thymic graft. Based upon the data developed by this team (Projects 2, 3, and 4), we have designed innovative strategies that aim to completely eliminate proteinuria and permit total discontinuation of immunosuppression. In Aim 1, we will first study the mechanism responsible for persistent proteinuria in order to develop an appropriate strategy to eliminate it. On the basis of our preliminary data, we hypothesize that in addition to a SMPDL-3b pathway, CD47 and SIRP-alpha incompatibility between species may promote innate immune activation that culminates in podocyte activation, which causes upregulation of CD80 on podocytes in TKs. We will study mechanisms of podocyte destruction in vitro and optimize the current therapy in vivo, using hCD47 transgenic GalT-KO pig TK donors. In Aim 2, we will continue our efforts to achieve xenograft tolerance, attempting to improve the immune status of recipients by reconstitution of host- and donor-restricted protective T cell immunity. Studies in Project 3 demonstrated limitations in human T cell function and homeostasis following development in a pig thymus. We will address the hypothesis that these abnormalities will be corrected by adding recipient thymic epithelial cells (TECs) to the porcine thymus graft. We have recently succeeded in preparing hybrid thymic porcine grafts in which NHP TECs engrafted. We will assess the impact of using these hybrid thymi on immune function in baboons. In Aim 3, we will combine this strategy with durable mixed chimerism developed in Project 2. The combination of hybrid thymic grafting and durable mixed chimerism should induce tolerance of both innate and adaptive immune responses, including NK and B cells. The combined approach will also optimize functions of T cells, providing protective immunity against infections of both the recipient and the donor graft and of Tregs that protect both against residual donor-reactive T cells and against autoimmunity."
"9296174","Autism spectrum disorder (ASD) is characterized by social impairments, including impaired social cognition,  social percepfion, and social attention. Recently, there has been increased interest in examining the impact of  motivational systems on social functioning in ASD. The frarinework of the so-called social motivation  hypothesis of ASD is that functional disruption in brain circuits that support social motivational may constitute  a primary deficit in ASD that may have downstream effects on the development of social cognition. The  mesolimbic dopamine system arising in the ventral tegmental area (VTA) and projecfing to the nucleus  accumbens (NAc) is an essential substrate for the expression of many forms of motivated behaviors. Human  neuroimaging studies have demonstrated reduced mesolimbic activation in ASD to social rewards, suggesting  that reduced function of the mesolimbic dopaminergic system may underlie decreased sociial motivation in  ASD. Whereas social deficits in ASD may be related to pathological mesolimbic dopamine system activity, it is  unknown if precise neural circuit manipulations that can directly control dopamine output in the NAc to promote  pro-social behaviors in animal models of ASD. In addition, the neuropeptide oxytocin (OT) is a promising  therapeufic to promote social engagement in ASD and is known to regulate VTA activity in response to social  rewards specifically. However the functional neural circuitry by which OT neurons regulate VTA  dopaminergic activity has not been identified. These are critical gaps in our understanding of the neural  cii-cuitry that controls motivated social engagement. We propose a translational project integrating optogenetic  circuit manipulafions in a mouse model of ASD with a clinical functional neuroimaging evaluation of the effects  of OT on reward circuits in individuals with ASD."
"9490509","?    DESCRIPTION (provided by applicant): Hematopoietic stem cell (HSC) transplantation has become a standard of care for the treatment of otherwise incurable blood cancers and genetic diseases. The cure of HIV by transplanting CCR5-mutant (CCR5-delta32) HSCs demonstrated the feasibility and power of stem cell-based therapies for eliminating latent virus and controlling AIDS. However, it will be critical to define the spectrum of anti-viral protection, the engraftment threshold of CCR5-mutant HSCs required for protection, and the potential for depletion of the virus reservoir through allo-effect following allogeneic HSC transplantation, to facilitate translation to human patients. We propose to develop an MHC-defined CCR5-mutant nonhuman primate (NHP) bone marrow transplantation model at the Wisconsin National Primate Research Center (WNPRC) to address the critical questions of HSC-based therapies for HIV. This model will employ Mauritian Cynomolgus monkeys (MCMs) with well-defined MHC to control genetic factors in the setting of allogeneic bone marrow transplant. In aim 1, we will use CRISPR/Cas9 methods in MCM induced pluripotent stem cell (iPSC) lines to optimize efficient targeting of the MCM CCR5-locus with minimal off-target effects. In aim 2, we will confirm the feasibility and accuracy of CCR5 genomic editing in IVF-derived MCM embryos and generate CCR5-mutant MCMs. In aim 3, we will evaluate the engraftment of WT and CCR5-mutant HSCs in SHIV-infected, MHC and blood group identical MCM recipients using a myeloablative BMT regimen and assess the effect of these transplants on persistence of SHIV infection. The proposed studies will establish a CCR5-mutant MHC- defined NHP model and will demonstrate utility for evaluation of HSC-based therapies for AIDS. Development of these resources will benefit AIDS researchers at multiple NIH institutions, including ORIP, NHLBI, NIAID, NIDKK, NICHD, and NINDS. Although CCR5-mutant mutation protects from HIV infection, the lack of CCR5 is also associated with increased susceptibility to West Nile virus infection, and other infections including Toxoplasma gondii, Mycobacterium tuberculosis, Chlamydia trachomatis, Listeria, and Plasmodium. Thus, for example, access to CCR5-mutant NHPs will open unique opportunities to establish NHP models for West Nile infection for evaluation of vaccine efficacy and advance the use of NHPs for studies of other infections which may require CCR5-mutant hosts to reproduce a disease course observed in susceptible humans. In addition, advances in gene editing technologies in NHP models will facilitate their clinical translation for treatment of genetic disorders in humans."
"9358705","The effects of drinking alcohol within recommended limits on risks of CVD, diabetes, and related diseases are perhaps the most important questions yet to be answered in the fields of alcohol, nutrition, or prevention. Approximately half of all adults worldwide report current or former alcohol consumption, and the benefits or risks that alcohol poses to their health urgently need clarification. Epidemiological studies have consistently found that alcohol intake within recommended limits is associated with lower risk of coronary heart disease, ischemic stroke, and diabetes, yet no long-term randomized trial of alcohol consumption on risk of any chronic disease has yet been performed. In direct response to PAR-16-363 (Multi-Site Randomized Controlled Clinical Trial Research Center on Alcohol's Health Effects), we propose together with several other research groups to perform a worldwide, six-year, balanced-design randomized trial, comparing the effects of one standard serving (~14 grams) of alcohol intake daily to abstention on risk of CVD, diabetes, mortality, and related outcomes among 7,800 adults at above-average cardiovascular risk worldwide. To maximize feasibility and reflect actual use most closely, we propose to test alcohol consumption per se to abstention and thus to offer participants flexibility in their choice of beverage, while employing novel and intensive yet efficient methods to monitor safety. The Primary Specific Aim of this trial is to determine the effects of 14 gm of alcohol intake daily compared with abstention on risk of major cardiovascular events or death (myocardial infarction, ischemic stroke, hospitalized angina, need for revascularization, or death) over an average of 6 years of follow-up among 7,800 adults aged ?50 years with estimated 10-year CVD risk ?15% or prevalent CVD >6 months prior to enrollment. Secondary Aims will test the effects of alcohol on risks of incident diabetes and major cardiovascular events. Tertiary Aims will test risks of hard cardiovascular events and progression to impaired fasting glucose. Similar to other large randomized trials, we will establish ~16 centers worldwide using a stepped approach, with a 9-month vanguard phase among 7 centers in the US, Europe, Africa, and South America (in this application), followed by a second wave of additional sites to complete enrollment. Participants will be monitored for safety in multiple complementary ways, including brief electronic real-time reporting and validated yearly instruments and laboratory measures. These centers bring together highly successful groups in the US and Europe to establish clinical, data, and biospecimen coordinating centers, our field centers include many of the most experienced clinical trialists anywhere, and our group has strong working relationships with NIAAA and other NIH staff necessary to ensure seamless collaboration during a U10-funded cooperative research endeavor. In this application, we propose the first randomized clinical trial of alcohol consumption, aiming to determine whether it increases or decreases the risk of CVD and diabetes among adults at above-average cardiovascular risk worldwide."
"9336763","DESCRIPTION (provided by applicant): CDEHA promotes the study of trends in demography, economics, health, and health care, and the effects of these trends on the well-being of the elderly. CDEHA has the following specific aims:  1. to promote the conduct of longitudinal and cohort studies of medical care, costs, demographics, and health and economic outcomes of older populations, in the United States and other countries.  2. To promote the application of demographic techniques, including biodemography, to understand changes in survival, health, and well-being among the elderly over time.  3. To promote the study of the effects of medical technology and health care decisions on costs, health outcomes, and well-being of the elderly.  4. To promote and enhance research in the demography and economics of aging at Stanford and in collaborating institutions, including other demography centers.  Support is proposed for administrative and communications infrastructure (Core A); new project development (Core B); an external innovative network (Core C) and external research resources support and dissemination (Core D). Each of these Core supplements existing support for ongoing activities in various Stanford departments and centers. An Advisory Committee will be responsible for oversight of CDEHA activities.  Benefiting from a University environment that supports multidisciplinary research, CDEHA has access to a unique combination of clinical expertise and strength in disciplines relevant to its program areas; the ability to draw upon an extensive foundation of ongoing projects and research support; and collections of U.S. and international data relevant to the program areas, along with the expertise to work with large longitudinal databases. This center will support enhanced communications, seminars, workshops, and research development. It incorporates mechanisms to attract trainees and junior faculty. CDEHA will continue to serve as the core of a growing body of research that has been able to attract substantial funding."
"9406406","The goal of this proposal is to establish a Cre/loxP rat resource for conditional and physiologically predictive rat models of human diseases. The laboratory rat (R. norvegicus) is a central experimental animal in several fields of biomedical research, such as cardiovascular diseases, aging, infectious diseases, autoimmunity, cancer models, transplantation biology, inflammation, cancer risk assessment, industrial toxicology, pharmacology, behavioral and addiction studies, and neurobiology.  Up till recently, the ability of creating genetically modified rats has been limited compared to that in the mouse mainly due to lack of genetic manipulation tools and technologies in the rat. Recent advances in nucleases, such as CRISPR/Cas9 (clustered regularly-interspaced short palindromic repeats/CRISPR associated protein 9), have been successfully used to construct ?knockout? rat models by injecting gene targeting molecular complexes directly into an embryo for offspring production, avoiding the need to use any type of stem cells. However, CRISPR of its current state works inefficiently for gene knockin in mice or rats, limiting its application in generating site-specific transgenic rat models. Zinc finger nuclease (ZFN) has been successfully used to generate Cre knockin rat models; but it requires expertise in ZFN design and validation, and is also costly.  With a phase I SBIR award (grant # 1R43GM108071-01A1), we successfully developed the rat TARGATTTM system that enables fast, efficient and site-specific introduction of exogenous genetic elements into the rat genome. We generated rat models with a ?docking site?, attP, inserted specifically at a transcriptionally active, safe genomic locus named rH11. Using the bacteriophage integrase technology (trademarked as ?TARGATTTM?), these attP-containing rats can be used as embryo donors for pronuclear microinjection to insert any gene of interest at the attP site. Integrases such as phiC31 or Bxb1 carries out efficient, unidirectional recombination between two non-identical sites, attP and attB. Upon microinjection of an attB-transgene plasmid, together with integrase, recombination between attP and attB results in an insertion of the transgene precisely at the attP site in the rat genome. This TARGATTTM technology allows a fast, efficient generation of knockin rat models containing any gene of interest with consistent, stable, and guaranteed gene expression.  The current Phase II proposal builds logically on the result of our Phase I study and aims to use the TARGATTTM technology to build a collection of site-specific transgenic rats as tool models. More specifically, we aim to generate Cre driver rat models that will allow controlled gene expression or knockout (conditional models) both temporally and spatially through the Cre/loxP system. Hundreds of Cre driver mouse models and over 100 Cre mice distributed by the Jackson Laboratory alone have proven to be crucial in building physiologically predicative mouse models of human diseases. In comparison, there are less than a dozen of Cre rat models reported, indicating an urgent need in establishing multiple Cre rat lines to ensure desired rat models can be generated. We propose to generate, as a starting point, a total of 20 Cre rat lines and one Cre reporter/test line in this study, including eighteen Cre lines on neural specific and two lines on cardiovascular specific Cre expression. Advantages of using our TARGATTTM integrase technology are: (1) Transgene integration happens at a pre-selected and transcriptionally active locus to ensure that Cre is expressed; (2) Site-specific knockin rat models are made by direct injection of DNA, mRNA, or protein into the rat zygotes, bypassing rat ES cells; (3) Gene integration efficiency is higher than CRISPR and cost is lower than ZFN. Successful execution of this project will create a novel and much needed resource for the bio-medical community who employ rat models for their studies of human diseases. Our long-term goal is to further expand the resource to include more Cre rats and rats with loxP-flanked (floxed) alleles for conditional rat model generation. ! !"
"9302437","DESCRIPTION (provided by applicant):  Nineteen neuroscientists within Harvard's Neuroscience Program request continued funding for four pre-doctoral positions in our Training Program in Visual Neuroscience. Training focuses on the study of visual pathways from retina to brain, and of the cellular, molecular and developmental neurobiology of the visual system. These faculty members are distributed throughout the university. Ten faculty members are in basic science departments at the Medical School, six are in hospital-based laboratories, and three are in the Faculty of Arts and Sciences. Over the past two decades, Harvard University has greatly expanded the number faculty members who study the molecular, developmental, and neural-systems approaches to visual science. Students can choose laboratories among a large community of vision researchers, most of who are affiliated with Harvard's NEI Core Grant in Vision research. The goal of the Visual Neuroscience Training Program is to build a large, coherent group of students based in this Harvard-wide vision community, who are trained by its faculty and who have a strong sense of community. The grant will support two students in their second year and two in their third, but students remain actively involved with the program as they advance to later years, creating a large cohort of affiliated students. We train and supervise these students with courses, thesis committees, seminars, symposia, and our Systems-Vision journal club. Thus, trainees interact with the faculty and with each other throughout their graduate careers. Many vision scientists visit Harvard every year to give seminars; trainees at all levels interact with them over lunch and in lab visits. Through these activities, we will help train a new generation of vision scientists whose scientific careers will help us understand all aspects of the visual system: development, information processing, and disease."
"9326023","?     DESCRIPTION (provided by applicant): There is a fundamental gap in understanding how patients with chronic disease use social media to seek, find, appraise, and interact with health information to make health decisions. No instrument currently exists to measure interactive eHealth literacy (i.e., patient ability to use social media for health-related decision-making) in patients living with Chronic Obstructive Pulmonary Disease (COPD), the 3rd leading cause of death in the United States (U.S.) that affects over 1.2 million Floridians. Continued existence of this gap represents an important public health problem for patients living with COPD, because, until it is filled, pulmonary rehabilitation specialists, primary care providers, and public health  researchers will be unable to identify the degree to which patients have the ability to use social media for patient education and self-management support. My long-term career goal is to become a leading public health scientist specializing in the study of translational health communication research that explores the effectiveness of interactive eHealth technologies in chronic disease self-management support interventions. The objective of this particular NRSA F31 application is to gain training and mentored research experience that will help me develop and field test an instrument with sufficient measurement properties to measure both self-efficacy and task performance related to interactive eHealth literacy in COPD. The objective of this research will be accomplished by pursuing two specific aims: 1) Develop a novel web-based instrument to measure interactive eHealth literacy among adults living with COPD; and 2) Administer one pilot (n=50) and one field test (n=555) of the novel instrument to measure interactive eHealth literacy in a random sample of Floridians living with COPD. This approach is innovative, because, for the first time, interactive eHealth literacy will be assessed among patients with COPD. To develop this new web-based instrument, I will complete a comprehensive series of sponsor-directed tutorials, doctoral-level courses, workshops, and research seminars that will provide me with training in: (a) consumer health informatics and human-technology interaction, (b) community-engaged research (CEnR) methods for patient recruitment in medically underserved communities; and (c) advanced measurement and psychometric testing. The rationale for this multidisciplinary training plan is to collect preliminry data for an NRSA F32 application that will examine associations between interactive eHealth literacy, functional, and clinical health outcomes among adults living with COPD. The proposed research is significant, because it is expected to be the first step in a continuum of research tha will lead to identifying adults with COPD who are prepared to use interactive web-based patient education and self-management support tools to improve their health-related quality of life. Ultimately, the skills gained during this NRSA F31 fellowship will allow me to develop an independent line of research exploring the effects of interactive eHealth literacy on a variety of patient-centered health outcomes in COPD."
