"APPLICATION_ID","ABSTRACT_TEXT"
"9204797","?    DESCRIPTION (provided by applicant): Aminoglycoside antibiotics (AGs) are important for the treatment of a variety of serious infectious diseases including septicemia, complicated intra-abdominal infections, complicated urinary tract infections, and nosocomial respiratory tract infections. AGs are the mainstay of treating Pseudomonas infection in patients with cystic fibrosis and one of the best classes of medication for treating multiple drug resistant TB throughout the world. AGs would be even more widely used today if it were not for the fact that as many as 20% of patients treated with AGs develop measurable irreversible hearing loss and a significant fraction of these people become functionally deaf. This side effect, called ototoxicity, has moved aminoglycoside antibiotics from what would otherwise be a cheap and effective therapy into a treatment of last resort. Previously, we identified a class of small molecular compounds that were effective at preventing hair cell death in the zebrafish and later showed them to also protect hearing and prevent inner ear hair cell death in rats exposed to high doses of AGs. Our Phase I SBIR grant enabled us to show that these compounds did not interfere with the bactericidal properties of AGs and have a wide margin of safety in a variety of standard in vitro safety tests. The Phase I work led to the selection of our leading clinical candidate. This Phase II project seeks to continue to advance our candidate through the required steps of GLP/GMP manufacturing of a medicine and through the rigorous safety testing dictated by the FDA for in-human trials. We have assembled a team of hearing experts, medicinal chemists, pharmacologists, infectious disease experts, toxicologists and regulatory experts to guide the project through FDA IND application and approval. The project will result in the first medicine ever approved by the FDA to prevent hearing loss of any type."
"9244223","ABSTRACT Bone marrow failure syndromes (BMFS) include myelodysplastic syndrome (MDS), aplastic anemia (AA) and paroxysmal nocturnal hemoglobiuria (PNH) and are diseases characterized by failed blood production, stem cell failure and various degrees of clonality marked by the presence of somatic genomic lesions. These conditions have not only a growing socioeconomic and medical importance, but also their basic study has provided ground-breaking discoveries with implications for the understanding the physiologic pathophysiologic mechanisms within hematopoiesis and beyond for the whole field of hematology. The main focus of my early scientific career as physician scientist and hematologist has been on study immune pathogenesis, ways of stem cell enumeration, mechanisms of stem cell damage and molecular genetics of BMFS. The latter themes initially included discovery of new somatic and germ line lesions and subsequently transitioned to mechanistic studies. These lines of investigations, specifically pertinent in this R35, yielded important clues as to the mutational spectrum in MDS and later led to the growing appreciation of the role of clonal hierarchy and dynamics not only in MDS, but also in AA and PNH. Our team has made significant contribution to these advances made possible by a continuous funding from NHLBI and other sources. Our experience, commitment to the field, and created infrastructure provide a solid base for proposed expansions of ongoing molecular studies towards new paradigm-shifting scientific goals. By taking advantage of the newest molecular discoveries of somatic and germ line mutations and through progress in clarifying their mechanistic consequences, we believe that it is now time to advance translational goals to make tangible advances in medical care including diagnostics and therapeutics for BMFS. Such investigations would also contribute to improved understanding of basic disease mechanisms mediated by selected subset of common and important somatic mutations. We will use the newest technologies, including single cell sorting and sequencing, to further study the clonal architecture to identify targetable early events and also determine the dependence of clonal cells on these events following acquisition of subclonal lesions. These genomic investigations will involve also germ line lesions and their contribution of late manifestation of adult BMFs. They will provide substrates for mechanistic studies aiming at development of conceptually new therapeutic strategies. This theme will initially involve TET2 and other dioxygenases, DNMT3A and other histone and DNA methylases and spliceosomal mutations. These studies will also define the impact of germ line alteration and using integrative approaches identify disease subgroups by the presence of convergent pathways and results will provide a canvas for the rational selection of most suitable targets for development of new treatment strategies.  "
"9244139","Summary Cardiopulmonary fibrosis is a unifying factor in multiple pathologies, including post myocardial infarction (MI) scarring that leads to heart failure, heart valve disease (HVD), and pulmonary arterial hypertension (PAH), among others. My laboratory explores fibroblast-driven, mechanobiological mechanisms of cardiopulmonary fibrotic remodeling and develops innovative strategies to prevent or treat these diseases. We focus on cardiopulmonary fibroblasts and how their unique phenotypic signatures can be targeted to halt their fibrotic machinery. We uniquely leverage our engineering expertise to address mechanobiological inputs that drive cardiopulmonary fibrosis, by effectively combining animal models of disease with primary cell in vitro studies. Our prior accomplishments provide strong evidence for future promise to bridge key gaps in our understanding that leads to development of novel treatment strategies. Initially, we focused on HVD, but have since expanded into general cardiopulmonary fibrosis, including PAH, which results in right heart failure, and fibrosis following MI. These new pursuits are complementary to our well-established research program in HVD and combining my laboratory?s NHLBI research portfolio would allow us to make rapid progress and translate our findings to patients by: 1) building on past accomplishments, while sustaining present efforts and being nimble enough to pursue opportunities presented in the course of research activities; 2) solidifying the value of cardiopulmonary mechanobiology and positioning my group to not only continue our research but to ?seed? expertise more broadly in the NHLBI community; 3) maximizing common use of costly reagents and animal models more effectively; 4) supporting my group of eight trainees at steady state, including two junior faculty."
"9244269","Abstract Pneumonia caused by host-adapted, multiple drug resistant bacterial pathogens is a major clinical problem, associated with both primary infections and complications of hospitalization. Much of the pathology associated with these pathogens is due to the host response that is elicited ; either excessive inflammation that causes respiratory failure or an immunosuppressive response that permits unimpeded bacterial replication, pulmonary damage and sepsis. Organisms such as MRSA, Pseudomonas aeruginosa and Klebsiella pneumoniae readily adapt to the milieu within the human airways, acquiring mutations that affect their metabolism, immunogenicity as well as their resistance to antimicrobial agents. The goal of our studies is to apply a comprehensive approach to fully characterize such host adapted pathogens, isolated from patients, by using whole gen ome sequencing, murine modeling of immunogenicity, and proteomics. This type of analysis can provide the data necessary to identify bacterial components associated with specific patterns of infection. Bacterial genes that are linked to immuno-pathogenicity can be identified in clinical isolates in real time, just as methicillin resistance genes are routinely screened in staphylococci. A better understanding of the host response that is elicited will be used to apply immunomodulatory therapy to complement the often ineffective antimicrobial agents used to treat pneumonia. In other branches of medicine, targeting the inflammasome, IL-1, T cell signaling and TNF cascades have become standards of care and new immune targets are under active development. A comprehensive understanding of both the properties of the infecting organism and the host response that is evoked can be used to develop a strategy of precision medicine for the treatment of bacterial pneumonia."
"9387333","?     DESCRIPTION (provided by applicant):  The world dreams of curing every disease with stem cells. We all know this is unlikely. But the main barrier to using stem cells to regenerate tissues  and treat diseases is that stem cells that are not genetically identical to the recipient's cells ae prone to immune rejection. An innovative solution to overcome this barrier uses the patient's own somatic cells to generate stem cells called iPSCs (induced pluripotent stem cells). Once generated, these iPSCs can be administered to the patient without fear of rejection because iPSCs are genetically identical to all other cells in the patient. However, administering iPSCs is not a solution for most inherited diseases because the generated iPSCs also contain the disease-causing genetic defect. We have assembled a team with expertise in stem cell biology, neurotherapeutics, translational science, and neuropharmacology to solve this problem. We propose to use a new technology called CRISPR-Cas9 (clustered regularly interspaced short palindromic repeats-CRISPR associated protein 9) to repair the faulty gene in the recipient's stem cells. CRISPR-Cas9 is the most efficient gene correction system to date. Our approach will use CRISPR-Cas9 to correct the genetic defect in iPSCs isolated from patients. The corrected stem cells will be transplanted back to the patient to provide cells that have a functioning copy of the gene. We propose to test this concept using neural stem cells to treat the inherited childhood neurological disease mucopolysaccharidosis type IIIB (MPS IIIB). Gene-corrected, autologous stem cell therapy is ideally suited to diseases like MPS IIIB, which are due to lack of a secreted protein (in this case, NAGLU [alpha-N-acetylglucosaminidase]), because a very small number of corrected stem cells can have a large therapeutic effect. We will also employ glycosylation-independent lysosomal targeting using a peptide derived from IGF2 that improves the uptake of secreted NAGLU into the brain. In the R21 phase of this proposal, we will perform in vitro studies to determine how effectively our corrected stem cells secrete normal NAGLU and NAGLU-IGF2 that can be taken up by MPS IIIB cells. We will also perform in vivo studies to determine how well the neural stem cells distribute throughout the brain at three different doses, in neonatal and adult animals. In the R33 phase of the proposal, we will put these concepts together for in vivo studies of the effect of corrected neural stem cell on MPS IIIB disease. We will assess biochemical, neuropathological, and neurobehavioral outcomes. The goal is to create a permanent treatment for this devastating, untreatable disease, and to build a platform for treating other genetic diseases that are caused by the lack of a functioning, secreted protein."
"9198795","DESCRIPTION (provided by applicant): This proposal first aims to improve, develop, and test powerful new molecular techniques to monitor and manipulate dynamic signal transduction in neurons. Goals for voltage indicators based on photoinduced electron transfer include greater sensitivity, genetic targeting, and longer wavelengths. New far-red fluorescent proteins engineered from phycobiliproteins are promising building blocks for in vivo indicators of cell cycle status, Ca2+, and protease activity. A novel alternative approach to measuring and manipulating neuronal activity is to engineer an artificial transcription factor activated by simultaneous high [Ca2+] and illumination, greatly improving on endogenous activity reporters such as c-fos. The genetically encoded snapshot reporter will capture the pattern of activity throughout a large ensemble of neurons at a time precisely defined by the triggering illumination, then drive expression of effector genes to mark those cells and allow selective excitation, inhibition, or ablation to test their functional importance. A chimeric channelrhodopsi activatable by red light permits optogenetic excitation of deep neurons through the intact skull, but its peak wavelength should be further increased and its residual sensitivity to blue light suppressed. Optogenetic inhibition of synaptic release will be improved by a more efficient singlet-oxygen generating protein, and introducing a singlet- oxygen-sensing GFP to map the spatial extent of inhibition. Both optogenetic tools will be applied to dissect amygdalar circuits n fear conditioning. The singlet-oxygen generating protein can now be split into two complementary fragments that only become photoactive after being brought together by chimeric partners. This complementation system may allow protein-protein interactions and kinase and protease activity to be captured for subsequent visualization by electron microscopy. A genetically encoded tag that marks proteins made during a pharmacologically defined period may become applicable to image synthesis and degradation of proteins in intact brain, thanks to development of nanoparticles that deliver small molecule drugs across the blood-brain barrier. Such nanoparticles may also aid clinical drug delivery to the brain. Such techniques will be used to test a new hypothesis that very long-term memories such as fear conditioning are stored as the pattern of holes in the perineuronal net (PNN), a specialized extracellular matrix that envelops mature neurons and restricts synapse formation. The 3-D intertwining of PNN and synapses will be imaged by serial-section electron microscopy. Lifetimes of PNN vs. intrasynaptic components will be compared by pulse-chase 15N labeling in mice and 14C content in human cadaver brains. Genetically encoded indicators and anti-neoepitope antibodies should improve spatial and temporal resolution of the in vivo activity of proteases that locally erode PNN. New techniques including genetic knockouts, better pharmacological inhibitors, and the snapshot reporter should enable more precise inhibition or potentiation of PNN erosion to compare with behavioral consequences. Biosynthesis of PNN components and proteases will be imaged."
"9198789","DESCRIPTION (provided by applicant): Early childhood is a critical period for establishing healthy diet and physical activity behaviors that may influence children's short- and long-term risk for obesity and other chronic diseases. Unfortunately, during this important stage of development, many preschool children have already adopted unhealthy diet and physical activity behaviors. Home and child care are two important spheres of influence that shape young children's diet and physical activity behaviors. Interventions engaging both spheres in a coordinated effort would ensure that children receive consistent health messages. There have been very few interventions that have targeted the child care setting, many of which made no attempt to engage parents. Those that did include a parent component generally used low-intensity strategies (e.g., newsletters, homework assignments). Innovative approaches that engage both the child care center and parents in a substantial and meaningful way are needed. Social marketing has been identified as a promising approach for health promotion efforts targeting children. Social marketing principals recognize the need to engage all individuals whose behaviors must be affected to bring about change, and to offer messages that emphasize benefits, and overcome barriers associated with behavior change. The application of social marketing principles in child care-based interventions is very limited. The proposed study is a two-arm, randomized controlled trial (86 centers and 860 children) to evaluate the effect of a 12-month intervention - Our Year of Healthy Living - on the diet and physical activity behaviors of preschool children (3-4 years) and their adult caregivers (parents and child care providers). The intervention will use a series of social marketing campaigns initiated in the child care center that incorporate visual cues, educational materials, activities, contests, and e-messages to deliver targeted messages. This study's primary outcomes are children's minutes of non-sedentary activity (measured via accelerometers) and diet quality (assessed with Healthy Eating Index scores). Secondary outcomes will assess: children's body mass index, food and physical activity practices in the child care center and at home, and health behaviors of child care providers and parents."
"9198790","DESCRIPTION (provided by applicant): Proper synaptic communication is necessary for normal brain function and information processing, and disrupted synaptic communication is associated with many neurological disorders. AMPA-type glutamate receptors (AMPARs) are critical mediators of synaptic communication, mediating much of the excitatory postsynaptic responses in the brain. AMPARs exist as tetramers of either homogeneous or heterogeneous subunit composition. While the specific subunit composition of an AMPAR can dictate the biophysical properties of the channel, the role of these different subunits in vivo is unclear. It as been hypothesized that learning and memory is encoded by experience-dependent trafficking of AMPARs at synapses in intact neural circuits, yet how prior sensory experience modulates AMPAR trafficking and how changes in AMPAR trafficking in turn modulate synaptic efficacy and underlie behavioral plasticity in the intact animal remains an open question. Using C. elegans forward genetics, my lab has been studying regulators of AMPAR trafficking based on their functional requirements in vivo. Recently we found that AMPARs are recycled through an endosome-to-Golgi retrograde recycling pathway regulated by RAB-6.2 (a Rab6-type GTPase) and the retromer complex. Whereas little is known about Rab6/retromer pathway function in the nervous system, we found that this pathway maintains the synaptic level of specific AMPAR subunit combinations. We found that another Rab6 family member, RAB-6.1, regulates the recycling of a different set of AMPAR subunit combinations. Using yeast two-hybrid, we also identified candidate effectors and a GAP for theses Rabs. In a forward genetic screen, we identified mutants in a new gene that negatively regulates AMPAR retrograde transport, mostly likely by negatively regulating one or both Rab6 protein. We hypothesize that these two Rab6 proteins promote the recycling of distinct AMPAR subunit combinations. We propose that prior sensory experience regulates the balance of these two recycling pathways, which in turn determines which AMPAR subunit composition is localized at the synapse and thus the habituation kinetics at that synapse. We will test this hypothesis through four specific aims. Firs, we will characterize the role of RAB-6.1 in regulating AMPAR recycling. Second, we will characterize the role of TBC-1 as a potential GAP negative regulator of the two Rab6 proteins. Third, we will characterize the role of a new phosphoinositide phosphatase enzyme as a potential Rab6 effector that modulates lipid membrane composition. Fourth, we will clone and characterize the newly identified gene that appears to negatively regulate Rab6 activity and AMPAR retrograde recycling. These aims will include molecular, cellular, behavioral, biochemical, and electrophysiological analyses, and will provide clues to the mechanisms by which glutamate receptors are regulated."
"9199439","Project Description-Summary  The overall goals of the Collaboration and Service Core (C&S) are to provide non-specialists with access to  MS technologies, software, methods, technical expertise and support developed in the Washington University  (WU) Biomedical Mass Spectrometry (MS) Resource, and to provide experienced investigators with shared  access to MS instrumentation and software so they can independently conduct sample analyses. Requests for  C&S projects are evaluated by the Operational Team and selected based on established criteria. Completed,  ongoing, and new C&S projects are evaluated for impact based on publications/productivity; tracked to  document efficient MS instrument utilization; and monitored to insure that MS Resources are shared equitably  with WU and outside users who acknowledge the contributions of the WU Biomedical MS Resource and  comply with NIH public access policies."
"9199432","Project Description  Through Dissemination Core activities, the Washington University (WU) Biomedical Mass Spectrometry (MS)  Resource achieves the fundamental goal of sharing, distributing, providing access and technical support for  MS technology and software with the broad research community. The Dissemination Core will accomplish this  goal by sharing, distributing, and hosting many broad outreach programs focused on MS and related  technologies developed in the Resource, including: an informative website with tutorials and distance learning  modules; peer-reviewed publications, reviews, books and special editions of technical journals; press releases;  conference, symposia, seminar, and workshop presentations; software; and instruments, technology, and  methods shared directly with other laboratories and industry."
